current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,division_code,loc_stanox,train_id,original_loc_stanox,reinstatement_timestamp
,,91J,56120633,00,1523477820000,00,59011,59690UCZ11,,1523469180000
,,98Z,59122747,00,1523479440000,00,74706,74686VCZ11,,1523469240000
,,98Z,59122747,00,1523479440000,00,74706,74686VCZ11,,1523469300000
,,95Z,59120020,00,1523469000000,00,75243,75741BCV11,,1523469600000
,,,24969000,88,1523475840000,88,87201,871D30MY11,,1523469780000
,,,24969000,88,1523478600000,88,87911,871U33MZ11,,1523469780000
,,,24969000,88,1523481300000,88,87201,871D42M711,,1523469780000
,,,24969000,88,1523484180000,88,87911,871U47M811,,1523469780000
,,,22112002,65,1523473620000,65,30120,305R211Y11,,1523470260000
,,97J,54606070,00,1523468820000,00,17184,17434VCV11,,1523471220000
,,,28936004,79,1523472900000,79,52711,522R28MX11,,1523472600000
,,,25484001,25,1523472600000,25,67214,672T97MX11,,1523473440000
,,,21796000,23,1523472180000,23,13316,132N50MX11,,1523473860000
,,95B,52490470,00,1523485320000,00,04848,04638V1811,,1523478300000
,,9KX,51610410,00,1523486400000,00,22040,22484V2811,,1523490300000
,,95H,52406840,00,1523497260000,00,35550,07642VCV11,,1523497560000
,,,13560015,60,1523485470000,60,06136,042H49MZ11,,1523498760000
,,9T2,95998501,00,1523495160000,00,45107,45344BC112,,1523502120000
,,8FT,52406842,00,1523455500000,00,02061,02677ZCO11,,1523507640000
,,A4G,95998501,00,1523511900000,00,54210,54353BC512,,1523514660000
,,,25530004,74,1523510100000,74,69410,695U00M512,,1523518140000
,,AB4,52495117,00,1523521800000,00,57421,57154J2D12,,1523518800000
,,,12232820,23,1523518680000,23,32000,322K32MB12,,1523519280000
,,,12232820,23,1523522940000,23,32581,322H45MD12,,1523519340000
,,AB6,53693803,00,1523527800000,00,36408,36651A1G12,,1523526180000
,,,12299820,23,1523528820000,23,36151,362O97MG12,,1523528160000
,,,12236820,23,1523533440000,23,33087,332O81MJ12,,1523528220000
,,,24658005,80,1523532240000,80,89011,892A34MI12,,1523528760000
,,,13560015,60,1523528160000,60,07327,072E67MG12,,1523529900000
,,,24784000,88,1523529780000,88,87201,872Y89MH12,,1523531220000
,,AB8,53693803,00,1523535360000,00,79703,79784B2K12,,1523532540000
,,AG7,54761000,54,1523530320000,54,23430,236M73CH12,,1523532960000
,,,25484001,25,1523485680000,25,67116,672G99M811,,1523533080000
,,,25484001,25,1523482470000,25,68089,812E29MZ11,,1523533980000
,,,25462001,25,1523445900000,25,83447,832F21MG11,,1523535000000
,,AIV,57120820,00,1523539440000,00,88735,88700CCM12,,1523537040000
,,AMF,52160345,00,1523547360000,00,46263,46676B1R12,,1523540640000
,,AC1,52660490,00,1523540700000,00,10204,10661A1N12,,1523542440000
,,,22722000,88,1523543820000,88,87671,872O66MP12,,1523546460000
,,AQE,57622670,00,1523545440000,00,21186,21603CCQ12,,1523547300000
,,,12349820,23,1523524740000,23,29143,295B34ME12,,1523547600000
,,ATZ,59120020,00,1523549940000,00,74552,74640C1S12,,1523547960000
,,AXU,59120020,00,1523553480000,00,74439,74690C1U12,,1523548080000
,,AMV,57620780,00,1523551140000,00,21218,21679BCT12,,1523550240000
,,AYS,51425430,00,1523550060000,00,21244,21603D2S12,,1523550480000
,,,25920000,21,1523552160000,21,52741,522O90MT12,,1523552040000
,,,21913000,21,1523553300000,21,47214,472H51MU12,,1523552520000
,,,22354000,23,1523547180000,23,11720,112C43MR12,,1523552880000
,,,25913000,21,1523556420000,21,52741,521H86MW12,,1523554680000
,,AM8,59360541,00,1523551980000,00,79780,79673BCN12,,1523557260000
,,AXB,51426930,00,1523550420000,00,23432,23049ZCS12,,1523558340000
,,AX6,56461882,54,1523553420000,54,36108,366E24CU12,,1523558520000
,,,12357820,23,1523541570000,23,11525,112T372N12,,1523568720000
,,B6F,55463783,54,1523568780000,54,89366,890Y631712,,1523569980000
,,,12298820,23,1523571600000,23,36151,362J24M812,,1523571300000
,,B17,53693903,00,1523559600000,00,56573,56721C2Y12,,1523573280000
,,,22209001,29,1523577420000,29,70261,705N37M912,,1523573340000
,,,22209001,29,1523575080000,29,70261,705N97M912,,1523573700000
,,BC6,52496101,00,1523587980000,00,21195,21653EC313,,1523578560000
,,,22345000,71,1523590560000,71,40320,401H78M313,,1523583240000
,,BIA,22191708,00,1523584500000,00,11522,11528I1113,,1523585280000
,,,27936004,79,1523596800000,79,51531,512R50M513,,1523595900000
,,,21724000,88,1523600400000,88,54299,542F04M613,,1523599920000
,,,22268000,27,1523551440000,27,47221,471G422T12,,1523601240000
,,,21936004,79,1523607600000,79,52711,522B66MC13,,1523602980000
,,,24747000,88,1523606820000,88,87201,871A14MC13,,1523606040000
,,BYI,51464780,54,1523607600000,54,46240,466E84CC13,,1523606340000
,,,25390003,25,1523608260000,25,68076,681L36MD13,,1523608500000
,,,24747000,88,1523609160000,88,87980,871A21MD13,,1523609220000
,,,24783000,88,1523610360000,88,87601,872Y19ME13,,1523609760000
,,,24783000,88,1523611320000,88,87801,871P11ME13,,1523609940000
,,,24783000,88,1523611320000,88,87801,871P11ME13,,1523609940000
,,,22350000,23,1523611800000,23,30120,305Z091F13,,1523612340000
,,,22350000,23,1523612700000,23,30120,305Z101F13,,1523612520000
,,,22350000,23,1523611800000,23,30021,305T111F13,,1523612520000
,,,22350000,23,1523613600000,23,30021,305T131G13,,1523613060000
,,,22350000,23,1523614500000,23,30021,305T141G13,,1523613060000
,,,22350000,23,1523613600000,23,30120,305Z111G13,,1523613120000
,,,21726000,88,1523598810000,88,53015,532R25M513,,1523613840000
,,,24784000,88,1523619300000,88,87692,872R49MJ13,,1523616720000
,,C53,57622970,00,1523617320000,00,48304,48631I1I13,,1523620980000
,,CBL,57623070,00,1523619120000,00,15423,15011C1J13,,1523622540000
,,,23541003,60,1523622600000,60,04303,041A75ML13,,1523625420000
,,,25392003,25,1523034750000,25,67117,675P73MT06,,1523628240000
,,,22350000,23,1523628420000,23,30120,302S861O13,,1523628420000
,,,22721000,88,1523629740000,88,87920,872W44MO13,,1523629560000
,,C6N,59120020,00,1523636760000,00,73250,73081BCS13,,1523631060000
,,C6P,59155220,00,1523637600000,00,73250,73082BCS13,,1523631180000
,,,24968000,88,1523632200000,88,87701,872M37MQ13,,1523631240000
,,,24968001,88,1523639580000,88,70261,702O59MU13,,1523631240000
46480A1R13,,C5G,52160345,00,1523633760000,00,46263,46635I1R13,,1523632500000
,,,11871821,23,1523638110000,23,31510,332E19MT13,,1523638320000
,,,23576003,60,1523640840000,60,04303,042P61MV13,,1523641620000
,,,24744000,88,1523643540000,88,86441,862H53MW13,,1523643600000
,,,24788005,88,1523641620000,88,87238,875T20MV13,,1523645100000
,,,22306003,64,1523644200000,64,40320,402C50MX13,,1523646360000
,,,12297820,23,1523648820000,23,36151,362F64MY13,,1523648460000
,,,12355820,23,1523656260000,23,30120,302J461713,,1523652360000
,,CL1,59418041,00,1523664180000,00,79780,81693JCW13,,1523655780000
,,,23575903,60,1523658180000,60,03401,032N483813,,1523658840000
,,,12355820,23,1523657940000,23,30118,305F051813,,1523659320000
,,,12357820,23,1523661390000,23,30120,321C591813,,1523661240000
,,,22974000,23,1523666100000,23,11231,115C59M014,,1523661480000
,,,25210004,74,1523663640000,74,70353,632V72M813,,1523664900000
,,,22974000,23,1523680500000,23,30127,305N12M414,,1523668560000
,,,21806000,23,1523671380000,23,16416,165B35M214,,1523685120000
,,,21806000,23,1523674620000,23,16414,165B10M214,,1523685120000
,,,25460001,25,1523690580000,25,81700,812U04MA14,,1523689860000
,,BE7,72030206,00,1523574600000,00,50406,50389CM912,,1523690040000
,,,22350000,23,1523691000000,23,30120,305Z011B14,,1523691900000
,,DB6,55303021,00,1523694540000,00,18001,18425CCC14,,1523693160000
,,,13571015,60,1523698560000,60,08208,081F58MF14,,1523695320000
,,,13571015,60,1523694840000,60,07257,071F55MD14,,1523695320000
,,,25467001,25,1523700660000,25,83009,832U12MG14,,1523700000000
,,,21727000,88,1523699370000,88,53223,451P11ME14,,1523701200000
,,DNL,59430444,00,1523706720000,00,79780,79675NCJ14,,1523705220000
,,9YL,53693903,00,1523507700000,00,87921,87611O1412,,1523707140000
,,DPM,22462900,54,1523708580000,54,09161,095Z511K14,,1523707980000
,,,21731000,20,1523707350000,20,16495,121P33MH14,,1523709060000
,,,11837920,23,1523730420000,23,16416,161B34MW14,,1523711280000
,,,22350000,23,1523710800000,23,30120,305Z231M14,,1523712120000
,,,22350000,23,1523712600000,23,30021,305T271N14,,1523712420000
,,DSX,55460181,54,1523713620000,54,49139,490E05CN14,,1523715540000
,,,13560015,60,1523714820000,60,06121,062E60MO14,,1523715900000
,,,11837920,23,1523726280000,23,16416,161B32MU14,,1523718180000
,,,12303012,64,1523718240000,64,36053,362G93MP14,,1523718780000
,,DRP,57121020,00,1523713380000,00,88450,88606O1N14,,1523719020000
,,DU4,23587103,60,1523718480000,60,04303,042K63MQ14,,1523719020000
,,,22358000,23,1523719500000,23,09161,092N62MQ14,,1523719500000
,,,22268000,27,1523719320000,27,65630,651L46MQ14,,1523722020000
,,,24743000,88,1523725020000,88,88239,882F78MT14,,1523723520000
,,,22304003,64,1523725380000,64,36001,362G22MU14,,1523726820000
,,,24969000,88,1523731680000,88,87980,871A07MX14,,1523728440000
,,,24969000,88,1523728800000,88,87201,871A94MW14,,1523728680000
,,,24747000,88,1523732280000,88,87980,871A09MX14,,1523728740000
,,,25375002,25,1523730540000,25,79304,791L92MW14,,1523731740000
,,,12355820,23,1523732040000,23,30120,305N911X14,,1523732640000
,,,23575903,60,1523742840000,60,03401,032N66M714,,1523742660000
,,DWW,53790125,00,1523747340000,00,57110,23662O1714,,1523748720000
,,E0X,57610311,00,1523756400000,00,89735,89498C2115,,1523749500000
,,,24604004,80,1523780100000,80,89501,892K22MC15,,1523782080000
,,,25530004,74,1523855700000,74,69410,695U00M516,,1523869620000
,,,21806000,23,1523843220000,23,16414,165B10M116,,1523871420000
,,,24608006,80,1523873040000,80,89363,892T23MG16,,1523872920000
,,,22720001,88,1523875440000,88,63201,632O45MH16,,1523872920000
,,F06,55303021,00,1523877660000,00,18018,18041H1I16,,1523874960000
,,F9M,22244008,50,1523872320000,50,67365,675Z011F16,,1523876580000
,,FA3,51464581,54,1523872200000,54,88753,886V921F16,,1523877240000
,,,25467001,25,1523880540000,25,81911,812D12MK16,,1523878680000
,,,25488001,25,1523884320000,25,81109,812Y18MM16,,1523878680000
,,,25467001,25,1523887800000,25,81911,812D16MO16,,1523878680000
89678V2C16,,FEC,53790121,00,1523865600000,00,89790,89809L2C16,,1523878860000
,,FED,53790121,00,1523867400000,00,89790,89810L2D16,,1523878920000
,,,22721000,88,1523880120000,88,87980,871B26MK16,,1523880180000
,,,22306003,64,1523647620000,64,38201,402C50MX13,,1523880900000
,,,21731000,20,1523883060000,20,12931,121P41ML16,,1523881560000
,,,21381008,33,1523878920000,33,74003,745Z511J16,,1523881740000
,,,21381008,33,1523881380000,33,74003,745Z411K16,,1523881920000
,,,22720000,88,1523881440000,88,62011,622W37MK16,,1523882280000
,,F2V,55303021,00,1523882940000,00,18018,18055H1L16,,1523884380000
,,,13571015,60,1523883000000,60,08105,071F63MK16,,1523884920000
,,,13571015,60,1523883000000,60,08105,071F63MK16,,1523884980000
,,,21381008,33,1523887320000,33,73229,735Z421O16,,1523885340000
,,,21381008,33,1523891040000,33,74003,745Z551Q16,,1523885520000
,,,23563015,60,1523886000000,60,06301,062C38MN16,,1523886720000
,,,12223820,23,1523888880000,23,31510,312N57MO16,,1523887200000
,,,13560015,60,1523890440000,60,06301,062M26MP16,,1523892120000
,,,25488001,25,1523633160000,25,81700,812Y22MQ13,,1523893140000
,,,22721000,88,1523892540000,88,87920,872T48MQ16,,1523893260000
,,,25467001,25,1523637930000,25,81700,812D22MS13,,1523893440000
,,,21702001,61,1523897100000,61,17132,171A41MT16,,1523896800000
,,,24673205,84,1523897640000,84,87181,872J52MT16,,1523897520000
,,,21702001,61,1523896380000,61,54311,541D22MT16,,1523897700000
,,,22112002,65,1523892900000,65,32512,325L902R16,,1523897760000
,,FNA,56661501,00,1523893200000,00,42148,42554KMR16,,1523898240000
,,,13560015,60,1523897640000,60,06301,062M34MT16,,1523898480000
,,,21737000,23,1523897820000,23,30021,301B31MT16,,1523904420000
,,,22112002,65,1523898300000,65,70030,705L912U16,,1523905080000
,,FSI,56661501,00,1523899500000,00,70047,70555KMU16,,1523905260000
,,,21799100,23,1523886600000,23,30120,305Z252N16,,1523905440000
,,,21799100,23,1523906100000,23,30021,305Y252Y16,,1523905500000
,,,21799100,23,1523906580000,23,30120,305Y262Y16,,1523905500000
,,,21799100,23,1523901000000,23,30120,305Z412V16,,1523905680000
,,,21799100,23,1523898000000,23,30120,305P212U16,,1523906340000
,,,21727000,88,1523906160000,88,45106,452P63MY16,,1523907540000
,,,22350000,23,1523905260000,23,29041,302N12MU16,,1523908140000
,,,21799100,23,1523909400000,23,30021,305P262Z16,,1523908560000
,,,21381001,33,1523912640000,33,50328,502W93M716,,1523912400000
,,,12362822,23,1523914140000,23,32530,321N74M716,,1523912400000
,,,22721000,88,1523916120000,88,87980,871W70M816,,1523914980000
,,,24673305,84,1523916540000,84,87212,871D69M816,,1523915520000
,,,24676004,84,1523919840000,84,87687,875Y66M916,,1523915580000
,,G6G,51464580,54,1523917380000,54,09542,096M89C816,,1523916240000
,,G9X,51463180,54,1523920860000,54,21239,216F75C916,,1523917620000
,,G92,51464780,54,1523920200000,54,23451,236H312916,,1523917980000
,,G6G,51464580,54,1523917380000,54,09542,096M89C816,,1523922420000
,,GEU,51464780,54,1523944440000,54,20009,206D33C517,,1523928900000
,,GHM,51464580,54,1523928960000,54,23451,236M892117,,1523929200000
,,GGM,55460087,54,1523930220000,54,74247,745M651117,,1523932620000
,,,24788005,88,1523941860000,88,87643,875G03M517,,1523942160000
,,,24749000,88,1523942760000,88,87701,871E03M517,,1523942160000
,,GTY,54761000,54,1523946000000,54,04720,046M51C617,,1523945760000
,,GTY,54761000,54,1523946000000,54,04720,046M51C617,,1523945880000
,,,21806000,23,1523926380000,23,16416,165B35M017,,1523946600000
,,,21806000,23,1523929620000,23,16414,165B10M117,,1523946600000
,,,21732000,20,1523924160000,20,16416,165P66M017,,1523946660000
,,GQN,52155420,00,1523959320000,00,15400,15655BCA17,,1523950800000
,,,21826000,23,1523948280000,23,21001,212F82M617,,1523950860000
,,GQH,55460080,54,1523944260000,54,81119,815X901517,,1523953500000
,,,12355820,23,1523955000000,23,30120,302J43MD17,,1523953980000
,,,25506005,25,1523954100000,25,74313,742P25MD17,,1523954640000
,,,24659005,80,1523952960000,80,88403,882O23MC17,,1523957940000
,,,23576003,60,1523956140000,60,03401,032P78ME17,,1523959140000
,,,21381001,33,1523745510000,33,50417,522W08M814,,1523960100000
,,,21799100,23,1523960520000,23,30120,305Y082G17,,1523961000000
,,,25370002,25,1523341980000,25,73117,735C03M610,,1523961480000
,,H74,51426930,00,1523967900000,00,19115,19642DCK17,,1523962620000
,,,22350000,23,1523360940000,23,30120,305B231J10,,1523964300000
,,H0W,51464582,54,1523960400000,54,61102,616E89CG17,,1523965740000
,,H0W,51464582,54,1523976780000,54,23309,616E89CG17,,1523966220000
,,HAE,21708001,00,1523958000000,00,42136,42523L2F17,,1523968080000
,,H0S,51426930,00,1524005760000,00,15400,15668CCO17,,1523969760000
,,,22213000,29,1523971980000,29,71040,712F23MN17,,1523970540000
,,,22213000,29,1523973240000,29,71030,712F24MN17,,1523970600000
,1523355090000,,24745000,88,1523355090000,88,87201,872B36MF10,87643,1523972280000
,,,21381008,33,1523977440000,33,74003,745Z551Q17,,1523973060000
,,,13568015,60,1523975220000,60,07257,072A40MO17,,1523974500000
,,,13568015,60,1523977020000,60,07224,072A41MP17,,1523974560000
,,,13568015,60,1523978880000,60,07257,072A44MQ17,,1523974800000
,,,13568015,60,1523982420000,60,07257,072A48MS17,,1523975820000
,,HCT,53790120,00,1523976420000,00,86090,86730ECP17,,1523976000000
,,HBE,52407520,00,1523974020000,00,36100,36495HCO17,,1523977800000
,,HDQ,52407546,00,1523977740000,00,07390,07406ICQ17,,1523977860000
,,,25485001,25,1523973840000,25,82204,822M12MO17,,1523979540000
,,HA0,52406842,00,1523974380000,00,43314,42083LCN17,,1523981460000
,,HA0,52406842,00,1523974380000,00,43314,42083LCN17,,1523981460000
,,,12220821,23,1523987100000,23,18474,182M81MV17,,1523987940000
,,,12220821,23,1523990460000,23,32111,322T781X17,,1523988060000
,,HCE,52406842,00,1523975520000,00,78802,78601ECP17,,1523988060000
,,,12974820,23,1523989500000,23,31300,315L89MW17,,1523989440000
,,,12974820,23,1523989500000,23,31300,315L89MW17,,1523989980000
,,HTS,53790120,00,1523974020000,00,86090,86604GCO17,,1523990880000
,,,21799100,23,1523988900000,23,30021,305Z422W17,,1523993760000
,,,21724000,88,1523989140000,88,54238,532J30MU17,,1523994540000
,,,22358000,23,1523991720000,23,11231,115C33MY17,,1523996460000
,,,21781002,21,1523998800000,21,52741,521P66M717,,1523997120000
,,HYH,56609010,00,1524000900000,00,86093,86016NC717,,1523997180000
,,HWM,54606070,00,1524007200000,00,42159,36492IC717,,1523999460000
,,HVN,51161220,00,1524004500000,00,16502,16620GC817,,1524005640000
,,HR1,51300336,00,1524017010000,00,16502,19667FC717,,1524005760000
,,HNS,59418041,00,1524009780000,00,79780,81638FCW17,,1524008700000
,,I0H,51464580,54,1524023100000,54,09542,096D71C318,,1524020160000
,,IBV,55303020,00,1524020520000,00,18018,18092N1318,,1524020580000
,,,24788005,88,1524023940000,88,87642,875Y00M418,,1524023820000
,,I9W,52407544,00,1524020760000,00,07390,07454JC318,,1524025560000
,,,24788005,88,1524029400000,88,87639,875E10M518,,1524028500000
,,,24749000,88,1524035100000,88,87769,871E10MA18,,1524028560000
,,ICD,51610410,00,1524039000000,00,89735,89466JCC18,,1524029340000
,,,21724000,88,1524032400000,88,54299,542F04M618,,1524031620000
,,,13562015,60,1524036480000,60,07237,075N11MA18,,1524037860000
,,IET,52155420,00,1524045720000,00,15400,15694ICA18,,1524037920000
,,,22720000,88,1524037680000,88,62011,622W19MB18,,1524038820000
,,IAK,52663490,00,1524036600000,00,42162,42079N2B18,,1524041940000
,,,22720000,88,1524044400000,88,62011,621W21MF18,,1524045000000
,,,21799100,23,1524045120000,23,30120,305Z092F18,,1524045900000
,,,22977000,29,1524046380000,29,66519,665U28MG18,,1524047640000
,,I0Q,53693601,00,1524007320000,00,82100,82676G1917,,1524048900000
,,G9A,53693601,00,1523920560000,00,82100,82603K1916,,1524049380000
,,,22974000,23,1524050100000,23,36191,365Z01MI18,,1524049920000
,,,23563015,60,1524050580000,60,07957,072B93MI18,,1524050100000
,,,23563015,60,1524050160000,60,07466,072F23MI18,,1524050100000
,,GQH,55460080,54,1523944260000,54,81119,815X901517,,1524050460000
,,,21733000,20,1524051540000,20,18035,185K52MJ18,,1524050760000
,,,21799100,23,1524050460000,23,30021,305Y092I18,,1524052800000
,,,21381008,33,1524051720000,33,74003,745Z511J18,,1524053280000
,,GKF,54606571,00,1523938800000,00,07278,07600M1417,,1524056040000
,,,25517005,25,1524056310000,25,74723,741K19ML18,,1524057780000
,,,23563015,60,1524046800000,60,07257,072B92MG18,,1524058200000
,,,25506005,25,1524058140000,25,74313,742L38MM18,,1524059940000
,,,11798001,56,1524055740000,56,14040,142I10ML18,,1524061140000
,,,24650005,80,1524064140000,80,87201,872U46MQ18,,1524062100000
,,,25506005,25,1524060540000,25,74313,742M40MO18,,1524064140000
,,,12232820,23,1524060180000,23,42140,425K43MO18,,1524064500000
,,,22204000,30,1524061860000,30,87219,872L20MP18,,1524064740000
,,,22204000,30,1524060960000,30,87219,872L18MO18,,1524065160000
,,ITU,55303021,00,1524060900000,00,21249,21651KCO18,,1524067020000
,,,12355820,23,1524066600000,23,30120,302J40MQ18,,1524067860000
,,J2U,54606070,00,1524060060000,00,07311,07494KCO18,,1524068340000
,,,12254320,29,1524068340000,29,66444,662V42MS18,,1524068460000
,,,22204000,30,1524067200000,30,87219,872L32MS18,,1524069180000
,,,23547003,60,1524065340000,60,01100,011A56MQ18,,1524070740000
,,,22721000,88,1524068610000,88,53104,879S361P18,,1524071100000
,,,12254320,29,1524069810000,29,66409,662V42MS18,,1524071700000
,,,22204000,30,1524070800000,30,87219,872L40MU18,,1524071760000
,,J86,54606070,00,1524086010000,00,42159,33423LCY18,,1524072480000
,,,23563015,60,1524073140000,60,06301,062C14MV18,,1524074100000
,,,23579003,60,1524076680000,60,09161,091Z972X18,,1524074760000
,,,26936004,79,1524076440000,79,52711,521F22MX18,,1524074820000
,,,25530004,74,1524073500000,74,66424,665G74MV18,,1524075360000
,,,13560015,60,1524074820000,60,06121,062E52MW18,,1524075720000
,,,21381001,33,1524071040000,33,50328,502W45MU18,,1524075780000
,,,23547003,60,1524064110000,60,02007,021H33MN18,,1524076980000
,,,12259320,29,1524072780000,29,65630,651W24MV18,,1524077820000
,,,21799100,23,1524075600000,23,30120,305Y242W18,,1524077940000
,,,24787000,88,1524080400000,88,87601,872J97MY18,,1524079320000
,,JBN,72030206,00,1524072330000,00,70047,70535MMU18,,1524079800000
,,,21727000,88,1524076920000,88,54311,541P70MX18,,1524079920000
,,,11825820,23,1524069840000,23,25701,222P75MQ18,,1524079980000
,,,22209000,29,1524079200000,29,70100,721W69MW18,,1524080400000
,,,22204000,30,1524078960000,30,87219,872L08MY18,,1524080760000
,,,22204000,30,1524079860000,30,87219,872L12MY18,,1524081480000
,,,22204000,30,1524080760000,30,87219,872L62MY18,,1524081480000
,,,11807820,23,1524087000000,23,23421,232R94M718,,1524082620000
,,J8J,55460185,54,1524073140000,54,66219,664O76CV18,,1524083100000
,,,21799100,23,1524070800000,23,30120,305P212U18,,1524083520000
,,,21799100,23,1524072300000,23,30120,305Y202U18,,1524083520000
,,,21799100,23,1524073380000,23,30120,305Z392V18,,1524083520000
,,,21799100,23,1524074400000,23,30120,305P232W18,,1524083520000
,,,21799100,23,1524077160000,23,30120,305Z432X18,,1524083520000
,,,21799100,23,1524079380000,23,30120,305Y262Y18,,1524083520000
,,,21799100,23,1524071700000,23,30021,305Z382U18,,1524083700000
,,,21799100,23,1524073500000,23,30021,305P222V18,,1524083700000
,,,21799100,23,1524074280000,23,30021,305Y212V18,,1524083700000
,,,21799100,23,1524075300000,23,30021,305Z422W18,,1524083700000
,,,21799100,23,1524076200000,23,30021,305P242X18,,1524083700000
,,,21799100,23,1524078900000,23,30021,305Y252Y18,,1524083700000
,,,21799100,23,1524081600000,23,30021,305Y272Z18,,1524083700000
,,,21799100,23,1524082200000,23,30021,305P262Z18,,1524083700000
,,,21799100,23,1524043260000,23,30021,305Z062E18,,1524083700000
,,,21799100,23,1524046500000,23,30021,305Z082G18,,1524083760000
,,,21799100,23,1524046920000,23,30021,305Z083G18,,1524083760000
,,,21799100,23,1524048600000,23,30021,305P022H18,,1524083760000
,,,21799100,23,1524050100000,23,30021,305Z142I18,,1524083760000
,,,21799100,23,1524051900000,23,30021,305P042J18,,1524083760000
,,,21799100,23,1524053400000,23,30021,305Z162K18,,1524083760000
,,,21799100,23,1524053700000,23,30021,305Z182K18,,1524083760000
,,,21799100,23,1524054120000,23,30021,305Y112K18,,1524083760000
,,,21799100,23,1524057000000,23,30021,305Z202M18,,1524083760000
,,,21799100,23,1524057300000,23,30021,305Z222M18,,1524083760000
,,,21799100,23,1524057720000,23,30021,305Y132M18,,1524083760000
,,,21799100,23,1524059100000,23,30021,305P062N18,,1524083760000
,,,21799100,23,1524060900000,23,30021,305Z242O18,,1524083760000
,,,21799100,23,1524061200000,23,30021,305Y152O18,,1524083760000
,,,21799100,23,1524062700000,23,30021,305P142P18,,1524083760000
,,,21799100,23,1524064200000,23,30021,305Z282Q18,,1524083760000
,,,21799100,23,1524066300000,23,30021,305P182R18,,1524083760000
,,,21799100,23,1524066600000,23,30021,305P162R18,,1524083760000
,,,21799100,23,1524068400000,23,30021,305Y172S18,,1524083820000
,,,21799100,23,1524041640000,23,30120,305Z052D18,,1524083880000
,,,21799100,23,1524044880000,23,30120,305Z072F18,,1524083880000
,,,21799100,23,1524045600000,23,30120,305P012G18,,1524083880000
,,,21799100,23,1524048180000,23,30120,305Z112H18,,1524083880000
,,,21799100,23,1524048600000,23,30120,305Z132H18,,1524083880000
,,,21799100,23,1524049200000,23,30120,305P032I18,,1524083880000
,,,21799100,23,1524050400000,23,30120,305Y102I18,,1524083880000
,,,21799100,23,1524051780000,23,30120,305Z152J18,,1524083880000
,,,21799100,23,1524052200000,23,30120,305Z172J18,,1524083880000
,,,21799100,23,1524054000000,23,30120,305Y122K18,,1524083880000
,,,21799100,23,1524055380000,23,30120,305Z192L18,,1524083880000
,,,21799100,23,1524055800000,23,30120,305Z212L18,,1524083880000
,,,21799100,23,1524056400000,23,30120,305P052M18,,1524083880000
,,,21799100,23,1524057600000,23,30120,305Y142M18,,1524083880000
,,,21799100,23,1524058980000,23,30120,305Z232N18,,1524083880000
,,,21799100,23,1524059400000,23,30120,305Z252N18,,1524083880000
,,,21799100,23,1524060000000,23,30120,305P132O18,,1524083880000
,,,21799100,23,1524062580000,23,30120,305Z272P18,,1524083880000
,,,21799100,23,1524063600000,23,30120,305P172Q18,,1524083880000
,,,21799100,23,1524064800000,23,30120,305P152Q18,,1524083880000
,,,21799100,23,1524065400000,23,30120,305Y162R18,,1524083940000
,,,21781002,21,1524083400000,21,48231,481P69MZ18,,1524084720000
,,,22214000,30,1524084510000,30,72237,522Y17MZ18,,1524085680000
,,JFK,59418041,00,1524096180000,00,79780,81618NCW18,,1524087600000
,,JKQ,54606070,00,1524085740000,00,33083,33483LC718,,1524089940000
,,JKR,54606070,00,1524089280000,00,33083,33484LC818,,1524089940000
,,,11816820,23,1524074340000,23,19105,232W44MT18,,1524091680000
,,JQH,57120822,00,1524102240000,00,88747,88641OC219,,1524092100000
,,K6D,54606070,00,1524123540000,00,49136,49480MCB19,,1524112380000
,,,22112002,65,1524115080000,65,36173,365K60M519,,1524115620000
,,,24788005,88,1524116880000,88,87920,875J98M519,,1524116880000
,,,21916400,21,1524117000000,21,47413,475H98M519,,1524118860000
,,,12362822,23,1524119700000,23,30021,301U53M619,,1524123420000
,,KB2,52155420,00,1524132120000,00,15400,15692QCA19,,1524125760000
,,,22180014,27,1524066180000,27,86520,321O16MI18,,1524129060000
,,,24680004,91,1524131130000,91,72031,722J21ME19,,1524134640000
,,KKC,51426930,00,1524133980000,00,76110,76604SCH19,,1524134940000
,,,25506005,25,1524145020000,25,74446,742L37MN19,,1524143820000
,,,25506005,25,1524144540000,25,74313,742L38MM19,,1524143820000
,,,25506005,25,1524146820000,25,74446,742L39MO19,,1524143820000
,,,25506005,25,1524148620000,25,74446,742L41MP19,,1524143880000
,,,25506005,25,1524148200000,25,74313,742L42MP19,,1524143940000
,,,25521007,25,1524145290000,25,87722,741O72ML19,,1524145680000
,,,12259320,29,1524142200000,29,70100,651W12MJ19,,1524146820000
,,,22180012,27,1524145080000,27,12931,841S39M619,,1524148020000
,,,24657005,80,1524148740000,80,88403,882I43MP19,,1524148500000
,,,12362822,23,1524145200000,23,30120,305N622N19,,1524148560000
,,,24747000,88,1524149880000,88,87980,871A77MP19,,1524150900000
,,KWG,59120020,00,1524144600000,00,82202,82643TCN19,,1524151140000
,,KMK,51426930,00,1524178560000,00,15400,15637SCO19,,1524151380000
,,,11820820,23,1524149340000,23,17033,172S34MP19,,1524151740000
,,KLF,55303021,00,1524156000000,00,18001,18454NCT19,,1524152160000
,,,12298820,23,1524157320000,23,31510,312F27MU19,,1524152700000
