reason_code,current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,coo_timestamp,division_code,loc_stanox,train_id,original_loc_stanox
YI,,,,12233110,23,1523918490000,1523913660000,23,33087,322F90M816,
IC,,,,24602004,80,1523919240000,1523915160000,80,87601,881H30M816,
YI,,,,24787000,88,1523917800000,1523916420000,88,87637,872J62M816,
YI,,,,21725000,88,1523909850000,1523917020000,88,47221,461T21MY16,
IB,,,,12272320,29,1523921700000,1523920920000,29,66510,662G00M916,
M0,,,,22218000,30,1523920110000,1523923680000,30,87572,529N68M816,
YI,,,GJ0,72030206,00,1523940720000,1523931660000,00,42140,70592KM317,
PZ,,,,11874020,23,1523782320000,1523933100000,23,18474,185J14MD15,
IB,,,,13568015,60,1523956350000,1523942160000,60,08519,071A10MC17,
OU,,,,25450000,71,1523942700000,1523942520000,71,40320,405D50M417,
YI,,,,12362822,23,1523948700000,1523943780000,23,30120,301U53M617,
IB,,,,13568015,60,1523957010000,1523944020000,60,08618,071A10MC17,
VW,,,,22180012,27,1523949840000,1523944380000,27,83421,841S39M617,
VW,,,,22180012,27,1523957040000,1523944500000,27,83421,851S43M617,
MD,,,,24784000,88,1523948550000,1523944980000,88,87637,872R11M617,
MN,,,,21921000,30,1523946150000,1523945040000,30,51541,512J98M617,
YI,,,,25392003,25,1523951700000,1523946900000,25,74446,671P14MA17,
IB,,,,23563015,60,1523949870000,1523947920000,60,07253,062R10MA17,
YI,,,,12223820,23,1523956110000,1523949900000,23,31620,292B51MD17,
OU,,,,25450000,71,1523938470000,1523950260000,71,40320,405V31M417,
XW,,,,22180012,27,1523951100000,1523951100000,27,83421,831M29MA17,
XW,,,,22180012,27,1523953440000,1523951100000,27,83421,841S41MA17,
M8,,,,25381001,33,1523951520000,1523951400000,33,50431,502C21MB17,
YI,,,,25517005,25,1523955510000,1523951580000,25,74803,741K09MD17,
YI,,,,12362822,23,1523954760000,1523951880000,23,32000,321N56MC17,
IC,,,,25479001,25,1523955150000,1523952420000,25,85721,852A07MD17,
YI,,,,24605004,80,1523955720000,1523952720000,80,89428,892W24MB17,
MD,,,,11804920,23,1523958780000,1523953200000,23,25701,442R09MC17,
MS,,,,25467001,25,1523956860000,1523954520000,25,81700,812U08MD17,
XW,,,,22180012,27,1523960640000,1523954580000,27,83421,841S45ME17,
YI,,,,22215003,30,1523956200000,1523954580000,30,87572,879B14MD17,
YI,,,,25506005,25,1523955900000,1523954640000,25,74237,742P25MD17,
VD,,,,22215003,30,1523956140000,1523955000000,30,52074,529A16ME17,
TG,,,,23579003,60,1523962800000,1523955960000,60,08712,081A19MH17,
YI,,,,25392003,25,1523961060000,1523956200000,25,74446,671P23MF17,
YI,,,,25442000,71,1523957430000,1523956260000,71,78810,782J06ME17,
YI,,,,22215003,30,1523956680000,1523956440000,30,52074,529C16ME17,
YI,,,,24744000,88,1523957580000,1523957220000,88,86313,862N14ME17,
YI,,,,22215003,30,1523958840000,1523957400000,30,87603,529C17ME17,
XW,,,,22180012,27,1523962200000,1523957700000,27,83421,831M41MG17,
VD,,,,24659005,80,1523956500000,1523957940000,80,88461,882O23MC17,
YI,,,,22215003,30,1523960700000,1523958180000,30,87572,879B19MG17,
YI,,1523960970000,,22215003,30,1523960970000,1523958240000,30,87625,879D20MG17,87645
MN,,,,13560015,60,1523963100000,1523958780000,60,04010,042M37MH17,
ZZ,,,,23576003,60,1523956140000,1523959140000,60,03401,032P78ME17,
YI,,,,25392003,25,1523963700000,1523959680000,25,67195,671P27MH17,
YI,,,,12272820,29,1523958180000,1523959920000,29,66525,662U25MF17,
OU,,,,25470001,25,1523959620000,1523960040000,25,81700,815Z551F17,
IC,,,,11871821,23,1523963160000,1523961180000,23,18449,172M06MG17,
YI,,,,24657005,80,1523964720000,1523961600000,80,87601,882N30MI17,
YI,,,,24659005,80,1523964630000,1523962080000,80,87601,882E61MI17,
JS,,,,12272820,29,1523966880000,1523963460000,29,66525,662L39MJ17,
M7,,,,25471001,25,1523979240000,1523963640000,25,81700,822D17MP17,
YI,,,,22215003,30,1523961660000,1523963940000,30,87572,879B20MG17,
YI,,,,12272320,29,1523966700000,1523964480000,29,65630,662L36MJ17,
YI,,,,24653005,80,1523966280000,1523964840000,80,87601,881V32MJ17,
TB,,,,21865005,23,1523979180000,1523965560000,23,25701,555Z041O17,
,,,,25471001,25,1523975880000,1523966220000,25,82101,822D17MP17,
YI,,,,24658005,80,1523967480000,1523966580000,80,87601,882L34MK17,
YI,,,,24782000,88,1523969160000,1523967180000,88,87651,872S31ML17,
TI,,,,22721000,88,1523974950000,1523969700000,88,87963,871B31MN17,
YI,,,,22272000,29,1523971440000,1523969700000,29,65316,652R49MM17,
IC,,,,24602004,80,1523905740000,1523970120000,80,87601,881H11MY16,
OU,,,,22216001,30,1523963610000,1523970420000,30,72268,725Z731I17,
,,,,22216001,30,1523963280000,1523970420000,30,72241,725Z731I17,
IC,,1523902440000,,24658000,80,1523902440000,1523970540000,80,88403,882L94MW16,88402
IC,,1523904060000,,24650000,80,1523904060000,1523970900000,80,88403,882M62MX16,88402
IC,,1523905140000,,24650000,80,1523905140000,1523971200000,80,88403,882M64MX16,88402
IC,,1523901120000,,24650000,80,1523901120000,1523971440000,80,88403,882M92MV16,88402
IC,,1523901360000,,24657000,80,1523901360000,1523971680000,80,88403,882N58MV16,88402
IC,,1523902680000,,24657000,80,1523902680000,1523971920000,80,88403,882N60MW16,88402
IC,,1523900520000,,24605000,80,1523900520000,1523972460000,80,87201,882R56MV16,88402
IC,,1523901840000,,24605000,80,1523901840000,1523972880000,80,87201,882R60MW16,88402
IC,,1523905380000,,24605000,80,1523905380000,1523973360000,80,87201,882R64MX16,88483
IC,,1523907150000,,24605004,80,1523907150000,1523973600000,80,87201,882R66MY16,88483
M8,,,,25445000,71,1523974890000,1523974080000,71,78389,782V31MO17,
YI,,,,24744000,88,1523977440000,1523974140000,88,86321,862S68MP17,
YI,,,,12272320,29,1523976300000,1523974980000,29,65630,662U52MO17,
MD,,,,21381001,33,1523976120000,1523975220000,33,50431,502W11MO17,
YI,,,,24748000,88,1523978160000,1523975640000,88,86313,861C73MQ17,
,,,,24744000,88,1523565120000,1523976180000,88,86520,861N32MZ12,
IC,,1523908950000,,24605004,80,1523908950000,1523976360000,80,87201,882R68MY16,88483
,,,,22204000,30,1523684880000,1523976420000,30,87219,872L491514,
M8,,,,22329000,29,1523980740000,1523976480000,29,67219,761M72MR17,
IC,,1523910750000,,24605004,80,1523910750000,1523976600000,80,87201,882R70MZ16,88483
YI,,,,22350000,23,1523984550000,1523976840000,23,30120,302N10MS17,
IC,,,,24655005,80,1523915610000,1523976900000,80,87601,882S77M716,
IB,,,,24748000,88,1523979540000,1523976960000,88,86451,872B26MQ17,
YI,,,,21731000,20,1523978400000,1523977200000,20,17132,161P45MP17,
YI,,,,25517005,25,1523966310000,1523977260000,25,74803,741K17MJ17,
XO,,,,23563015,60,1523980800000,1523977320000,60,07253,062C06MR17,
IV,,,,22209000,29,1523980320000,1523977800000,29,70306,702K34MR17,
XO,,,,23563015,60,1523979630000,1523978280000,60,06350,062R04MR17,
IB,,,,24748000,88,1523982000000,1523978280000,88,86321,861C81MS17,
YI,,,,22306003,64,1523980770000,1523978280000,64,38201,402C38MR17,
YI,,,,24657005,80,1523980920000,1523978760000,80,87601,882N48MR17,
,,,,24657005,80,1523980380000,1523978820000,80,88401,882N48MR17,
MD,,,,21381001,33,1523979180000,1523979120000,33,50431,522W16MQ17,
XO,,,,23563015,60,1523982300000,1523980020000,60,06359,062C08MS17,
VA,,,,12272320,29,1523979900000,1523980080000,29,66513,662L60MR17,
YI,,,,24657000,80,1523981640000,1523980200000,80,87601,882I49MS17,
YI,,,,24744000,88,1523982780000,1523980440000,88,86313,862N28MS17,
VD,,,,12272820,29,1523985300000,1523980800000,29,65630,662U67MT17,
VD,,,,12272820,29,1523986500000,1523981220000,29,65630,662P69MT17,
VA,,,,12272320,29,1523981250000,1523981640000,29,66510,662P62MS17,
MD,,,,21921000,30,1523982990000,1523982120000,30,51541,512J80MT17,
VA,,,,22272000,29,1523983950000,1523982600000,29,65343,652R69MT17,
YI,,,,24657000,80,1523984280000,1523982960000,80,87601,882N52MT17,
VA,,,,22272000,29,1523986050000,1523983020000,29,65601,652N72MU17,
YI,,,,24657000,80,1523984880000,1523983080000,80,88410,882I53MT17,
TB,,,,22185002,27,1523983710000,1523983140000,27,65043,435M002T17,
VA,,,,12272320,29,1523986410000,1523983860000,29,65651,652R71MU17,
TG,,,,21734000,20,1523987640000,1523984220000,20,32000,321P54MV17,
YI,,1523988300000,,25507005,25,1523988300000,1523985600000,25,74237,745D90MU17,74243
YI,,,,25943001,21,1523987010000,1523986620000,21,52226,521K80MV17,
YI,,,,25939001,21,1523986830000,1523986860000,21,52226,521N46MV17,
M1,,,,22214000,30,1523991450000,1523987580000,30,72421,522Y05MX17,
M1,,,,22214000,30,1523989860000,1523987640000,30,52046,522Y03MW17,
YI,,,,25392003,25,1523988360000,1523988000000,25,74446,671P40MV17,
TX,,,,24680004,91,1523968980000,1523988420000,91,72031,722A05ML17,
TX,,,,24680004,91,1523976180000,1523988420000,91,72031,722A36MP17,
TX,,,,24680004,91,1523979840000,1523988480000,91,72031,722A13MR17,
VA,,,,22272000,29,1523991150000,1523989020000,29,65343,652R81MX17,
M8,,,,21921000,30,1523988390000,1523989500000,30,51541,512J92MW17,
YI,,,,22204000,30,1523991450000,1523989800000,30,72242,872L99MX17,
XW,,,,25939001,21,1523988720000,1523989800000,21,50223,521Y30MV17,
ID,,,,11808920,23,1523996220000,1523989980000,23,23421,251W52MY17,
VA,,,,12272320,29,1523993580000,1523990160000,29,65651,652R83MY17,
XW,,,,25913000,21,1523992440000,1523990220000,21,47621,522H52MX17,
YI,,,,22272000,29,1523987100000,1523990400000,29,65316,652R75MV17,
MN,,,,26936004,79,1523991030000,1523990760000,79,51531,521F22MX17,
XW,,,,21913000,21,1523993100000,1523990760000,21,51931,522H54MY17,
MC,,,,22358000,23,1523991120000,1523990940000,23,10101,092C42MV17,
MN,,,,24936004,79,1523990400000,1523990940000,79,51531,521D64MW17,
YI,,,,24744000,88,1523994240000,1523991840000,88,86313,862S82MY17,
XW,,,,25939001,21,1523989770000,1523992200000,21,52226,521A94MW17,
M1,,,,22214000,30,1523989770000,1523992320000,30,87138,872N00MW17,
YI,,,,21730001,20,1523996370000,1523992740000,20,33087,321S98MZ17,
XW,,,,21939001,21,1523993580000,1523993100000,21,50049,501N57MY17,
YI,,,,21939001,21,1523991060000,1523993880000,21,50211,501F67MX17,
XW,,,,21770002,21,1523995350000,1523994180000,21,50223,521A86MY17,
YI,,,,22272000,29,1523994300000,1523994600000,29,65316,652N87MY17,
YI,,,,24653005,80,1523995950000,1523995560000,80,88410,882V69MZ17,
YI,,,,22272000,29,1523997630000,1523995620000,29,65343,652R90MZ17,
XW,,,,21939001,21,1523994900000,1523996100000,21,50049,491Y59MY17,
TG,,,,21724000,88,1523991150000,1523997240000,88,54238,542G35MX17,
YI,,,,25936005,79,1523993460000,1523997420000,79,51023,515R35MY17,
M1,,,,22214000,30,1523991690000,1523997480000,30,87138,872N04MX17,
YI,,,,22272000,29,1523989440000,1523997480000,29,65316,652R79MW17,
YI,,,,24650005,80,1523999280000,1523997540000,80,88415,882U76MZ17,
M1,,,,22214000,30,1523994900000,1523997660000,30,52046,522Y15MY17,
XW,,,,21770002,21,1523999520000,1523998380000,21,50049,491A97MZ17,
M1,,,,22214000,30,1523998890000,1523998620000,30,52040,522N23MZ17,
M1,,,,22214000,30,1523999820000,1523998680000,30,52046,522Y25M717,
IB,,,,22300000,29,1524002040000,1524001320000,29,65043,651F61M717,
MT,,,,21381001,33,1524005850000,1524004200000,33,52226,522W12M817,
M1,,,,22214000,30,1523992500000,1524008520000,30,52046,522Y09MY17,
YI,,,I7U,72030206,00,1524027120000,1524010680000,00,42140,70578LM318,
ZX,,,,25939001,21,1523987070000,1524012420000,21,50223,521F40MU17,
ZX,,,,25939001,21,1523991240000,1524012480000,21,50049,521N48MV17,
XW,,,,25939001,21,1523987370000,1524013080000,21,52226,521F46MV17,
MT,,,,25381001,33,1523991270000,1524013200000,33,52226,522W62MX17,
XW,,,,21939001,21,1523992320000,1524013620000,21,50049,491Y55MX17,
XW,,,,21939001,21,1523995980000,1524013680000,21,50049,491Y61MY17,
YI,,,,21731000,20,1524027600000,1524016380000,20,32000,161P03M218,
YI,,,,12362822,23,1524035100000,1524027600000,23,30120,301U53M618,
YI,,,,12299820,23,1524032910000,1524027600000,23,36192,362F01M618,
YI,,,,22350000,23,1524030120000,1524028140000,23,29041,292S11M518,
OU,,,,25450000,71,1524029100000,1524028980000,71,40320,405D50M418,
YI,,,,25471001,25,1524032550000,1524030660000,25,82114,862E16M618,
M8,,,,25397003,25,1524049200000,1524030900000,25,84139,851A82ME18,
MU,,,,22304003,64,1524031200000,1524031020000,64,36013,362G59M518,
TG,,,,21724000,88,1524039480000,1524031260000,88,54238,532J25MB18,
YI,,,,22350000,23,1524035100000,1524031320000,23,29150,292S13M618,
,,,,21724000,88,1524036720000,1524031560000,88,53223,532J25MB18,
TG,,,,21724000,88,1524033180000,1524031680000,88,54238,542F04M618,
YI,,,,11804920,23,1524037200000,1524032760000,23,26208,442R61MA18,
M0,,,,11804920,23,1524040200000,1524033000000,23,25701,442R61MA18,
IC,,,,25470001,25,1524037080000,1524033120000,25,82101,822E17MA18,
TH,,,,12228820,23,1524036480000,1524033420000,23,32541,342N55M618,
IB,,,,22216000,30,1524035550000,1524035460000,30,72277,722D95M618,
MD,,,,21801000,23,1524037440000,1524035520000,23,15866,152D12MA18,
IB,,,,22216000,30,1524035580000,1524035580000,30,72277,722C06M618,
IR,,,,21781002,21,1524035850000,1524035640000,21,49211,491Y09MA18,
YI,,,,25470001,25,1524041250000,1524036000000,25,86241,861F10MC18,
YI,,,,24657000,80,1524038160000,1524037560000,80,88464,881D92MB18,
OU,,,,25450000,71,1524024870000,1524037860000,71,40320,405V31M418,
MN,,,,13562015,60,1524038160000,1524038220000,60,07553,072M77MB18,
YI,,,,12362822,23,1524041160000,1524038820000,23,32000,321N56MC18,
YI,,,,22180014,27,1524044520000,1524039720000,27,65630,321V47MC18,
M7,,,,24744000,88,1524040140000,1524039900000,88,86451,862S30MC18,
TG,,,,24655005,80,1524041580000,1524040740000,80,87601,881S98MD18,
YI,,,,24647005,80,1524046200000,1524040860000,80,89428,891J93MF18,
YI,,,,22354000,23,1524047130000,1524041760000,23,11720,302C47MG18,
IB,,,,22206000,30,1523974920000,1524042300000,30,87572,879M33MN17,
MD,,,,13567015,60,1524044220000,1524042360000,60,07613,072J27ME18,
MD,,,,21381001,33,1523983320000,1524042480000,33,50431,502W35MS17,
MN,,,,26936004,79,1523989230000,1524042900000,79,51531,522B14MW17,
YI,,,,24655005,80,1524046800000,1524043800000,80,88491,892F26MG18,
YI,,,,24647004,80,1524048720000,1524044400000,80,89428,631J22MG18,
IB,,,,24657005,80,1524049320000,1524044820000,80,87601,882N28MH18,
IB,,,,24658005,80,1524045690000,1524044820000,80,89004,892A28MF18,
TG,,,,21725000,88,1524046020000,1524045120000,88,46273,461T57MF18,
YI,,,,12272320,29,1524047700000,1524046380000,29,66501,662U28MG18,
YI,,,,24647005,80,1524045900000,1524046380000,80,89473,891J25MF18,
YI,,,,24655005,80,1524048600000,1524046740000,80,88491,892F28MH18,
TG,,,,21725000,88,1524047370000,1524047040000,88,47221,461T57MF18,
,,,,24657005,80,1524048780000,1524047040000,80,88401,882N28MH18,
YI,,,,24657005,80,1524051450000,1524047040000,80,88466,882N28MH18,
YI,,,,24658005,80,1524049290000,1524047820000,80,89004,892A32MH18,
YI,,,,24602004,80,1524051060000,1524049140000,80,89363,892H80MI18,
M8,,,,21234001,30,1524048870000,1524049380000,30,52736,522D24NH18,
MN,,,,23563015,60,1524048480000,1524049740000,60,07466,072B92MG18,
YI,,,,24659005,80,1524050430000,1524049740000,80,87601,882O35MI18,
IB,,,,22788002,88,1524053520000,1524049860000,88,89004,895Z88MJ18,
YI,,,,24658005,80,1524051090000,1524050040000,80,89004,892A34MI18,
MN,,,,23563015,60,1524052110000,1524050100000,60,07466,072B93MI18,
,,,,24659005,80,1524050160000,1524050100000,80,88403,882O35MI18,
MN,,,,23563015,60,1524054300000,1524050220000,60,07253,062R30MK18,
MN,,,,23563015,60,1524051540000,1524050640000,60,07278,072F23MI18,
,,,,23563015,60,1524050160000,1524051300000,60,07466,072F23MI18,
YI,,,,24655005,80,1524054450000,1524051660000,80,88481,882S34MK18,
YI,,,,24604004,80,1524054210000,1524051720000,80,88477,871S34MK18,
YI,,,,24659005,80,1524050430000,1524051720000,80,87601,882O35MI18,
MN,,,,23563015,60,1524052290000,1524052320000,60,07255,072F23MI18,
IB,,,,24657005,80,1524055050000,1524052380000,80,88466,882N32MJ18,
IC,,,,24653005,80,1524056280000,1524054900000,80,87601,881V36ML18,
IC,,,,24655005,80,1524057240000,1524054900000,80,87601,882S38MM18,
YI,,,,24658005,80,1524055680000,1524055260000,80,87601,882L36ML18,
IC,,1524058350000,,24605004,80,1524058350000,1524055620000,80,87201,882R38MM18,88483
YI,,,,24604004,80,1524064920000,1524056040000,80,89501,892K78MP18,
YI,,,,25445000,71,1524057870000,1524056100000,71,78391,782V27MM18,
YI,,,,25448000,71,1524059700000,1524056760000,71,78374,782P59MN18,
,,,,24658005,80,1524055140000,1524057060000,80,88401,882L36ML18,
YI,,,,24658005,80,1524057900000,1524057060000,80,88466,882L36ML18,
YI,,,,24657005,80,1524058650000,1524057120000,80,88466,882N36ML18,
IC,,,,25517005,25,1524062220000,1524057420000,25,74237,731K16MO18,
YI,,,,24648004,80,1524055500000,1524057720000,80,89530,631C80MK18,
,,,,23563015,60,1524046800000,1524057780000,60,07257,072B92MG18,
YU,,,,25443000,71,1524056460000,1524057900000,71,77301,782D38ML18,
YI,,,,24787000,88,1524060960000,1524058200000,88,88312,882H88MO18,
YI,,,,24657005,80,1524057420000,1524058380000,80,88466,882D40MM18,
YI,,,,24647004,80,1524057540000,1524058680000,80,52215,631J34MM18,
MD,,,,22721000,88,1524063360000,1524058920000,88,87967,871B33MO18,
YI,,,,24655005,80,1524059400000,1524059040000,80,88491,892F40MN18,
IB,,,,21913000,21,1524060780000,1524059100000,21,51931,522S32MO18,
I1,,,,24647005,80,1524049500000,1524059220000,80,89473,891J29MH18,
YI,,,,24602004,80,1524061860000,1524059280000,80,89363,892H52MO18,
M0,,,,24969000,88,1524061920000,1524060120000,88,87911,871A60MO18,
,,,,24969000,88,1524060000000,1524060120000,88,87201,871A60MO18,
M8,,,,21234001,30,1524058980000,1524060300000,30,51949,512D31MN18,
IB,,,,25506005,25,1524065580000,1524060420000,25,74237,742P57MQ18,
IB,,,,24604004,80,1524058380000,1524060420000,80,89516,891P40MM18,
YI,,,,24787000,88,1524061800000,1524060540000,88,87637,872J56MO18,
YI,,,,22345000,71,1524063120000,1524060900000,71,32000,321D39MP18,
MS,,,,21731000,20,1524066000000,1524061260000,20,15866,121F71MQ18,
IB,,,,25506005,25,1524067620000,1524061260000,25,74237,742P60MR18,
RC,,,,25484001,25,1524063840000,1524061320000,25,67195,672O94MP18,
YI,,,,12249820,23,1524062910000,1524061800000,23,35136,301F07MP18,
YI,,,,12299820,23,1524065340000,1524061860000,23,36151,361N88MQ18,
I1,,,,22204000,30,1524063390000,1524061920000,30,72241,872L22MP18,
YI,,,,24647005,80,1524063900000,1524062280000,80,89473,891J45MP18,
IB,,,,24671205,84,1524063240000,1524062400000,84,87106,862S44MP18,
IC,,1524064380000,,24605004,80,1524064380000,1524062400000,80,87201,882R46MQ18,88402
IC,,1524066180000,,24605004,80,1524066180000,1524062460000,80,87201,882R48MR18,88402
YI,,,,24657005,80,1524062820000,1524062940000,80,88466,882D46MP18,
IC,,1524066960000,,24657005,80,1524066960000,1524063660000,80,88403,882N48MR18,88402
,,,,22721000,88,1524060720000,1524063660000,88,87601,871B33MO18,
MD,,,,22721000,88,1524063660000,1524063660000,88,87971,871B33MO18,
YI,,,,12349820,23,1524066660000,1524063660000,23,29150,292B40MQ18,
I1,,,,22204000,30,1524065190000,1524063960000,30,72241,872L26MQ18,
YI,,1524068760000,,24657000,80,1524068760000,1524063960000,80,88403,882N50MS18,88402
IH,,,,22269000,28,1524068610000,1524064020000,28,46261,481R54MR18,
IB,,,,24671205,84,1524065040000,1524064020000,84,87106,862S46MQ18,
YI,,,,24657005,80,1524061920000,1524064020000,80,87601,882N42MO18,
IB,,,,25506005,25,1524068880000,1524064140000,25,74237,741P35MS18,
J3,,,,25506005,25,1524061500000,1524064200000,25,74446,742M40MO18,
IB,,,,24671205,84,1524065580000,1524064260000,84,87114,862S46MQ18,
YI,,,,24605000,80,1524074580000,1524064260000,80,89428,882R52MT18,
YI,,,,25397003,25,1524069180000,1524064260000,25,74237,731C88MS18,
YI,,,,24968001,88,1524070320000,1524064260000,88,71040,702O57MS18,
I1,,,,22204000,30,1524066030000,1524064500000,30,72241,872Y28MR18,
YI,,,,24602004,80,1524068970000,1524064560000,80,89363,881H48MR18,
YI,,,,24655000,80,1524073800000,1524064620000,80,88491,882S57MU18,
M1,,,,22204000,30,1524064500000,1524064740000,30,72421,872L20MP18,
IH,,,,22269000,28,1524070080000,1524065040000,28,46273,481R54MR18,
YI,,,,24655005,80,1524067950000,1524065040000,80,88481,882S49MR18,
IC,,,,25530004,74,1524066240000,1524065100000,74,66436,692D37MR18,
M1,,,,22204000,30,1524062160000,1524065160000,30,72275,872L18MO18,
YI,,,,11830820,23,1524064530000,1524065220000,23,16102,162C39MQ18,
J3,,,,25506005,25,1524068370000,1524065400000,25,74446,742M48MS18,
YI,,,,25484001,25,1524070920000,1524065820000,25,67195,672F99MT18,
YI,,,,25390003,25,1524069840000,1524065880000,25,68089,681L80MS18,
IB,,,,25506005,25,1524070980000,1524066060000,25,74237,742P65MT18,
YI,,,,24602004,80,1524065940000,1524066060000,80,87601,882H42MR18,
YI,,,,24655000,80,1524069750000,1524066120000,80,88481,882S51MS18,
YI,,,,22722000,88,1524071280000,1524066360000,88,87246,871V80MT18,
M1,,,,24968000,88,1524068010000,1524066360000,88,87637,872M39MS18,
YI,,,,24602004,80,1524065460000,1524066420000,80,89363,892H56MQ18,
YI,,1524067980000,,24605000,80,1524067980000,1524066540000,80,87201,882R50MS18,88402
YI,,,,24602000,80,1524072300000,1524066720000,80,89363,881H04MT18,
YI,,,,22722000,88,1524072420000,1524066780000,88,63214,872O78MS18,
MW,,,,24602004,80,1524059970000,1524067260000,80,89363,881H38MM18,
MW,,,,24657005,80,1524060450000,1524067320000,80,88466,882N38MM18,
YI,,,,24787000,88,1524070020000,1524067860000,88,88312,882H98MT18,
J3,,,,24744000,88,1524070590000,1524068040000,88,86241,861N24MT18,
TX,,,,24680004,91,1524067380000,1524068220000,91,72031,722A33MR18,
IB,,,,25375002,25,1524071400000,1524068400000,25,76401,771L82MT18,
MD,,,,12254320,29,1524069810000,1524068460000,29,66409,662V42MS18,
IC,,,,24782000,88,1524069960000,1524068580000,88,87651,872S53MT18,
MD,,,,12257320,29,1524072960000,1524068580000,29,66409,662V46MU18,
YI,,1524069600000,,24604000,80,1524069600000,1524068700000,80,87245,881G85MT18,87601
YI,,1524071520000,,24604000,80,1524071520000,1524068760000,80,87245,881G87MU18,87601
,,,,12257320,29,1524071340000,1524068760000,29,66433,662V46MU18,
YI,,,,12257320,29,1524072750000,1524068760000,29,66411,662V46MU18,
IF,,,,11808920,23,1524082440000,1524068880000,23,19105,251W50MX18,
M8,,,,25470001,25,1524076560000,1524068880000,25,81700,822E27MU18,
M1,,,,22204000,30,1524068460000,1524069180000,30,72275,872L32MS18,
YI,,1524071580000,,24605000,80,1524071580000,1524069240000,80,87201,882R54MU18,88402
M1,,,,22204000,30,1524070290000,1524069240000,30,72275,872L36MT18,
ID,,,,21781002,21,1524067770000,1524069540000,21,49211,481P49MR18,
YI,,,,24602000,80,1524074220000,1524069660000,80,89363,881H92MU18,
YI,,,,24602000,80,1524071400000,1524069720000,80,89375,881H91MS18,
,,,,24602000,80,1524068460000,1524069720000,80,88403,881H91MS18,
M1,,,,24968000,88,1524071850000,1524070020000,88,87637,872M53MU18,
YI,,,,25466001,25,1524072570000,1524070080000,25,81259,812K35MU18,
M1,,,,22204000,30,1524071160000,1524070200000,30,72275,872L38MT18,
IB,,,,25392003,25,1524074760000,1524070320000,25,74446,671P40MV18,
YI,,,,24658000,80,1524077280000,1524070320000,80,88410,882L96MX18,
YI,,,,24658000,80,1524070500000,1524070500000,80,88466,882L50MS18,
IC,,,,24621104,84,1524074160000,1524070560000,84,86031,871P55MV18,
YI,,,,12301012,64,1524070470000,1524070740000,64,36091,362S44MT18,
X8,,,,23547003,60,1524073650000,1524070740000,60,02071,011A56MQ18,
ZW,,,,21943001,21,1524072060000,1524070860000,21,50307,501J35MU18,
YI,,1524072900000,,24604000,80,1524072900000,1524071100000,80,87245,881G89MV18,87601
IF,,,,11808920,23,1524075240000,1524071160000,23,19105,251W46MT18,
YI,,1524074220000,,24604000,80,1524074220000,1524071160000,80,87245,881G91MV18,87601
YI,,,,24602000,80,1524073680000,1524071400000,80,89363,882H02MU18,
YI,,,,24658005,80,1524081300000,1524071520000,80,88466,882L66MY18,
IA,,,,23578903,60,1524072000000,1524071580000,60,05037,052J75MU18,
IF,,,,11841820,23,1524079260000,1524071760000,23,18022,202F30MX18,
M1,,,,22204000,30,1524072060000,1524071760000,30,72275,872L40MU18,
YI,,,,22720002,88,1524072840000,1524072060000,88,87245,632E05MU18,
YI,,,,22332000,29,1524075330000,1524072180000,29,65935,672S76MV18,
YI,,,,25429000,71,1524074400000,1524072240000,71,68089,682L67MV18,
M8,,,,12362822,23,1524073380000,1524072300000,23,30120,301U74MU18,
YI,,,,24647000,80,1524071880000,1524072480000,80,89428,631J48MT18,
YI,,1524074640000,,24605000,80,1524074640000,1524072540000,80,87201,882R60MW18,88402
TX,,,,24680004,91,1524068580000,1524072540000,91,72031,722A35MS18,
M0,,,,24632104,84,1524077610000,1524072840000,84,86031,871A57MW18,
T3,,,,12249820,23,1524077460000,1524072840000,23,35136,361N82MW18,
YI,,,,24608006,80,1524074160000,1524072900000,80,89315,892T53MV18,
YI,,,,24657000,80,1524078360000,1524072960000,80,88466,881N98MW18,
IC,,,,24629204,84,1524078780000,1524072960000,84,86041,872L59MX18,
IC,,,,22180010,27,1524071820000,1524073020000,27,86520,861M66MT18,
M1,,,,22204000,30,1524074760000,1524073200000,30,72275,872L46MV18,
YI,,,,21732000,20,1524078660000,1524073260000,20,32000,361E92MW18,
IC,,,,24621104,84,1524077910000,1524073260000,84,86031,871P59MX18,
IC,,,,24621104,84,1524078480000,1524073260000,84,87052,871P59MX18,
IB,,1524076680000,,24744000,88,1524076680000,1524073260000,88,86471,872N27MW18,87998
IB,,1524078300000,,24744000,88,1524078300000,1524073320000,88,86471,871N81MW18,87959
YI,,,,12362822,23,1524080970000,1524073380000,23,33087,321N71MY18,
I1,,,,21939001,21,1524074400000,1524073440000,21,50211,502F69MV18,
YI,,,,12233110,23,1524075780000,1524073560000,23,32000,322F82MW18,
YI,,,,24605000,80,1524075000000,1524073620000,80,87601,882R60MW18,
YI,,1524075360000,,24604000,80,1524075360000,1524073740000,80,87245,881G93MW18,87601
YI,,,,24658005,80,1524081180000,1524073740000,80,88410,882L68MY18,
YI,,,,24647005,80,1524074700000,1524073860000,80,89473,891J57MV18,
YI,,,,22261000,71,1524075900000,1524074040000,71,65630,691J27MW18,
M7,,,,23563015,60,1524074640000,1524074100000,60,07255,062C14MV18,
YI,,,,24602000,80,1524076560000,1524074280000,80,89363,881H96MV18,
