reason_code,current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,coo_timestamp,division_code,loc_stanox,train_id,original_loc_stanox
TI,,,,21801000,23,1522574940000,1522559100000,23,15866,152D05MD01,
M0,,,,22218000,30,1522538340000,1522560000000,30,87572,889F70M931,
TH,,,,25397003,25,1522581240000,1522565820000,25,83421,851A80MC01,
,,,,21801000,23,1522572600000,1522567500000,23,15449,152D05MD01,
XB,,,,21939001,21,1522569450000,1522569000000,21,50206,502F031B01,
MD,,,,25471001,25,1522573950000,1522571580000,25,82101,812O71MC01,
I5,,,,22350000,23,1522577130000,1522572300000,23,29150,292S191E01,
TG,,,,23540003,60,1522573590000,1522572780000,60,03140,031T74MD01,
TG,,,,21726000,88,1522571400000,1522572780000,88,53104,532C35MB01,
I5,,,,12249820,23,1522578630000,1522573140000,23,35136,362N72MF01,
TG,,,,25375002,25,1522584900000,1522574220000,25,74237,731B28MJ01,
,,,,22350000,23,1522574580000,1522574640000,23,29030,292S191E01,
TH,,,,25375002,25,1522587630000,1522574700000,25,77301,731B25MH01,
MD,,,,24671105,84,1522580100000,1522574700000,84,87131,872U26NG01,
XA,,,,22206000,30,1522578720000,1522575780000,30,87572,879M20MG01,
XA,,,,22206000,30,1522579620000,1522576200000,30,87572,879M21MG01,
M8,,,,22332000,29,1522578360000,1522576440000,29,67195,672S06MG01,
XC,,,,23563015,60,1522584240000,1522577040000,60,06347,072L35MI01,
,,,,22332000,29,1522577280000,1522577700000,29,67214,672S06MG01,
M8,,1522578360000,,22332000,29,1522578360000,1522577760000,29,67116,672S06MG01,67195
MD,,,,12304212,64,1522577880000,1522577880000,64,36076,362O16MG01,
,,,,25375002,25,1522582440000,1522578000000,25,73000,731B28MJ01,
J3,,,,24744000,88,1522584660000,1522578000000,88,86341,861N50MJ01,
TH,,,,25370002,25,1522584420000,1522578120000,25,74237,731C13MK01,
OU,,,,12355820,23,1522576560000,1522578180000,23,30120,305S781F01,
YI,,,,12257320,29,1522583280000,1522578780000,29,66411,662J52MI01,
YI,,,,24744000,88,1522583730000,1522579200000,88,87995,872N21MJ01,
MD,,,,24745000,88,1522583640000,1522580160000,88,87701,872C67MJ01,
M0,,,,22206000,30,1522588260000,1522583940000,30,87572,879M31ML01,
YI,,,,22114001,65,1522586310000,1522584060000,65,65043,651S60MK01,
TH,,,,24676004,84,1522586130000,1522585500000,84,86520,865B272K01,
I2,,,,23563015,60,1522590120000,1522586640000,60,06359,072F59ML01,
TG,,,,25471001,25,1522584120000,1522587060000,25,82101,822C92MJ01,
TH,,,,22350000,23,1522589760000,1522587300000,23,29041,292S171M01,
TH,,,,25397003,25,1522594680000,1522587660000,25,84139,851A90ML01,
I2,,,,23563015,60,1522589250000,1522587660000,60,06359,062C62MM01,
I2,,,,23563015,60,1522590330000,1522587660000,60,06354,062R66MM01,
I2,,,,23563015,60,1522589940000,1522589400000,60,06350,062R66MM01,
TG,,,,25375002,25,1522612530000,1522589520000,25,79304,801L96MY01,
I2,,,,23563015,60,1522590510000,1522590000000,60,06136,062L32MN01,
I2,,,,13560015,60,1522592430000,1522590480000,60,06211,062H76MN01,
YI,,,,24657005,80,1522595670000,1522591200000,80,88451,882D46MP01,
TA,,,,24632204,84,1522593000000,1522591500000,84,87026,872A48MO01,
AA,,,,22204000,30,1522592910000,1522591800000,30,72242,872L66MO01,
MS,,,,24784000,88,1522595490000,1522591800000,88,87637,872R33MP01,
AA,,,,22204000,30,1522593810000,1522592340000,30,72242,872Y28MP01,
I2,,,,13560015,60,1522593360000,1522592460000,60,06354,062H76MN01,
TX,,,,24680004,91,1522572210000,1522592580000,91,72031,722A32MD01,
AA,,,,22204000,30,1522595610000,1522593540000,30,72242,872Y30MQ01,
M8,,,,21756006,22,1522598520000,1522593660000,22,18058,181A70MQ01,
AA,,,,22204000,30,1522595160000,1522593780000,30,72275,872L68MP01,
,,,,22204000,30,1522594860000,1522593900000,30,87219,872Y30MQ01,
M8,,,,22722000,88,1522596000000,1522594920000,88,63252,872H621P01,
VW,,,,22180012,27,1522613310000,1522600440000,27,83624,831C621Y01,
MD,,,,24787000,88,1522608360000,1522601880000,88,87637,872J18MX01,
TH,,,,24671505,84,1522603230000,1522602120000,84,87134,872O45MS01,
MN,,,,22350000,23,1522602330000,1522603500000,23,29150,292S131S01,
TH,,,,24621204,84,1522614180000,1522607520000,84,87171,872P65MZ01,
M8,,,,21801000,23,1522612380000,1522609080000,23,15661,152D41MY01,
MN,,,,22721000,88,1522616910000,1522612740000,88,87245,871W52MY01,
IH,,,,24680004,91,1522614210000,1522614120000,91,72031,722A05MZ01,
IH,,,,22216000,30,1522615470000,1522614540000,30,72313,722D52MZ01,
IH,,,,22216000,30,1522614270000,1522614600000,30,72313,722D53MZ01,
IH,,,,24680004,91,1522613610000,1522614900000,91,72031,722A23MZ01,
QA,,,,23575903,60,1522619250000,1522617300000,60,06457,032N74M701,
TH,,,,24744000,88,1522621320000,1522619460000,88,86321,862S54M801,
TH,,,,24671505,84,1522630200000,1522620120000,84,87134,872O77M002,
,,,,24671505,84,1522628280000,1522620120000,84,87212,872O77M002,
TH,,,,24671505,84,1522632060000,1522620180000,84,87134,875O771102,
,,,,24671505,84,1522631100000,1522622220000,84,87135,875O771102,
OU,,,,25450000,71,1522640940000,1522639920000,71,40320,405D02M302,
OU,,,,25450000,71,1522644180000,1522639920000,71,40320,405D50M402,
TA,,,,25516005,25,1522644000000,1522640460000,25,74237,742P04M402,
QA,,,,22209000,29,1522650900000,1522642620000,29,70306,722Y091502,
M8,,,,21755001,22,1522675320000,1522644540000,22,16416,541N92MI02,
TG,,,,22350000,23,1522649550000,1522645980000,23,29150,292S111502,
TH,,,,24671105,84,1522649310000,1522647660000,84,87114,872U051502,
TG,,,,23576003,60,1522651020000,1522648200000,60,03401,032P10M602,
TZ,,,,24673605,84,1522649550000,1522649100000,84,86005,862F081602,
MD,,,,25445000,71,1522650960000,1522650000000,71,78451,782B00M602,
M8,,,,24629404,84,1522654620000,1522650480000,84,86520,862S111A02,
YI,,,,21865000,23,1522651740000,1522650840000,23,25701,271Y70M602,
YI,,,,21724000,88,1522654770000,1522652760000,88,54103,542B081A02,
TH,,,,12231820,23,1522654920000,1522652820000,23,32534,322H18MA02,
TG,,,,13560015,60,1522652100000,1522653660000,60,06399,042M17M602,
X2,,,,25370002,25,1522656660000,1522654200000,25,75012,811A07M602,
YI,,,,24606004,80,1522661880000,1522654320000,80,89428,892A242E02,
TG,,,,24608006,80,1522654080000,1522654800000,80,89315,882T121A02,
M8,,,,25440000,71,1522657260000,1522654800000,71,77301,782C07MC02,
YI,,,,22722000,88,1522660080000,1522655100000,88,63252,872K121D02,
MD,,,,21913000,21,1522657260000,1522655340000,21,47221,472H151C02,
YI,,,,25375002,25,1522664760000,1522655520000,25,77301,791L48ME02,
MY,,,,24632104,84,1522657830000,1522656000000,84,86031,871A151B02,
YI,,,,25438000,71,1522658160000,1522656180000,71,77301,792N07MC02,
YI,,,,12332320,29,1522657680000,1522656300000,29,66409,652S12MB02,
YI,,,,25442000,71,1522657830000,1522657380000,71,78810,782M14MC02,
M8,,,,25443000,71,1522663260000,1522659180000,71,77301,782D20MF02,
X2,,,,22342000,71,1522663050000,1522659240000,71,41016,382J55MF02,
,,,,22342000,71,1522661520000,1522659300000,71,38012,382J55MF02,
MC,,,,23576003,60,1522667220000,1522659900000,60,03401,032P82MH02,
JK,,,,11830820,23,1522660920000,1522660140000,23,17105,162C57MD02,
JK,,,,11830920,23,1522662090000,1522660380000,23,17105,162C15MD02,
TZ,,,,24680004,91,1522660350000,1522662000000,91,72031,722A26ME02,
YI,,,,25470001,25,1522666860000,1522662420000,25,82101,811F09MF02,
TX,,,,24680004,91,1522661640000,1522663140000,91,72031,722A27ME02,
YI,,,,22156000,28,1522664760000,1522663380000,28,61009,601P29MG02,
IA,,,,24744000,88,1522662990000,1522663620000,88,86241,861N101F02,
XC,,,,25434000,71,1522674510000,1522665300000,71,42140,321V42ML02,
YI,,,,25375002,25,1522671120000,1522665360000,25,74237,731B28MJ02,
YI,,,,25432000,71,1522680210000,1522666740000,71,79701,801B97ML02,
TG,,,,22350000,23,1522668870000,1522667700000,23,29041,292S131I02,
YI,,,,25471001,25,1522668180000,1522669440000,25,86977,862V90MI02,
M8,,,,23563015,60,1522667670000,1522670160000,60,07945,072B91MH02,
YU,,,,22152000,28,1522667100000,1522670700000,28,57403,631F17ME02,
X2,,,,11830820,23,1522661760000,1522670940000,23,16102,172C16MD02,
X2,,,,11830920,23,1522663560000,1522671480000,23,16102,172C18ME02,
TH,,,,24672104,84,1522680840000,1522672140000,84,87106,742C441O02,
TH,,,,24673305,84,1522680570000,1522672320000,84,87681,871D421P02,
TH,,,,24620204,84,1522674300000,1522672440000,84,86921,862B481L02,
TH,,,,24671105,84,1522680150000,1522674060000,84,87114,872U422O02,
YI,,,,22334000,71,1522678020000,1522674360000,71,64317,641G45MN02,
TH,,,,24621204,84,1522677750000,1522676820000,84,87052,872P441N02,
TH,,,,24629204,84,1522679370000,1522677000000,84,86031,862L461N02,
YI,,,,24672404,84,1522675800000,1522677120000,84,87031,872N401M02,
YI,,,,25470001,25,1522681260000,1522677720000,25,82101,811F19MN02,
M8,,,,24969000,88,1522682100000,1522678560000,88,87911,871A731P02,
M8,,,,13560015,60,1522681680000,1522681740000,60,06399,062H42MO02,
TG,,,,13560015,60,1522686750000,1522682220000,60,06707,072E67MS02,
MB,,,,22204000,30,1522681890000,1522682700000,30,72241,872Y721Q02,
YI,,,,24659005,80,1522686030000,1522682940000,80,87601,882O551S02,
MB,,,,24968000,88,1522685610000,1522683060000,88,87637,872M471S02,
,,,,24969000,88,1522680480000,1522683240000,88,87980,871A731P02,
TX,,,,24680004,91,1522681980000,1522684020000,91,72031,722A24MQ02,
,,,,22204000,30,1522681260000,1522684260000,30,87219,872Y721Q02,
VA,,,,24744000,88,1522685010000,1522684680000,88,86321,862S701R02,
YI,,,,25432000,71,1522689150000,1522684860000,71,79304,791W97MT02,
MB,,,,22204000,30,1522685490000,1522684860000,30,72241,872Y801S02,
MB,,1522684710000,,22204000,30,1522684710000,1522684860000,30,87132,872L881R02,72242
TX,,,,24680004,91,1522676580000,1522685160000,91,72031,722A10MN02,
MB,,1522686510000,,22204000,30,1522686510000,1522685520000,30,87132,872L901S02,72242
YI,,,,11804920,23,1522691910000,1522685700000,23,26208,442P76MU02,
MB,,,,22204000,30,1522687290000,1522685880000,30,72241,872Y841T02,
YI,,,,25392003,25,1522701000000,1522686420000,25,74446,671P45MX02,
XP,,,,21800000,23,1522690980000,1522689960000,23,15449,152W68MU02,
YI,,,,21734000,20,1522690290000,1522690140000,20,15316,151P59MU02,
,,,,25432000,71,1522673400000,1522690500000,71,80011,801B97ML02,
XP,,,,21801000,23,1522693920000,1522690920000,23,15866,152D47MV02,
XP,,,,21801000,23,1522693980000,1522692480000,23,15866,152D64MW02,
TX,,,,24680004,91,1522691580000,1522694940000,91,72031,722A02MV02,
I2,,,,13569815,60,1522702950000,1522700100000,60,07128,071G88MZ02,
TX,,,,24680004,91,1522699380000,1522700400000,91,72031,722A22MY02,
I2,,,,13569815,60,1522701570000,1522700700000,60,07128,072G86MZ02,
YI,,,,25486001,25,1522700010000,1522701720000,25,68089,682B97MZ02,
TG,,,,22334000,71,1522699860000,1522701840000,71,64317,641G75MY02,
X2,,,,11870820,23,1522702620000,1522701840000,23,17009,092H73MZ02,
X2,,,,11870820,23,1522701390000,1522702140000,23,17011,092H71MZ02,
I2,,,,13569815,60,1522706550000,1522703640000,60,07128,071G92M702,
X2,,,,11821020,23,1522705650000,1522704720000,23,17033,172D84M702,
X2,,,,11803920,23,1522706760000,1522704780000,23,24385,182B59M702,
YI,,,,24744000,88,1522703940000,1522704960000,88,86321,862N881702,
X2,,,,11803920,23,1522710360000,1522706640000,23,24385,182B61M802,
YI,,,,24787000,88,1522708200000,1522707540000,88,87637,872J621802,
YI,,,,11817020,20,1522713180000,1522708680000,20,32000,321B52M902,
XL,,,,12256320,29,1522709220000,1522709040000,29,65630,652A07M802,
YI,,,,12233820,23,1522709340000,1522709100000,23,32000,332A97M802,
YI,,,,22215003,30,1522710540000,1522710060000,30,52074,529A721902,
TH,,,,24620204,84,1522716990000,1522710540000,84,86066,871B811003,
MS,,,,22720000,88,1522733550000,1522725420000,88,87920,621W79M303,
TG,,,,25375002,25,1522744140000,1522728060000,25,79304,801L42MB03,
TA,,,,12242110,23,1522749240000,1522733820000,23,31510,312J64MF03,
TI,,,,24784000,88,1522734840000,1522733940000,88,87637,872P09M503,
TG,,,,25210004,74,1522734540000,1522734960000,74,70353,702C03M503,
MD,,1522737630000,,24784000,88,1522737630000,1522735260000,88,87681,872R11M603,87675
MD,,,,24788005,88,1522734300000,1522735320000,88,87222,875V60M503,
M8,,,,23563015,60,1522738320000,1522735380000,60,06354,062C10M603,
IB,,,,25381001,33,1522741350000,1522735500000,33,50405,502C21MB03,
,,,,25381001,33,1522740960000,1522736220000,33,50334,502C21MB03,
MD,,,,24784000,88,1522745070000,1522738080000,88,87222,872R23MC03,
YI,,,,25506005,25,1522745640000,1522738260000,25,74237,732N26MB03,
TG,,,,23563015,60,1522738800000,1522738500000,60,07255,072S05M603,
FZ,,,,22720002,88,1522743660000,1522738980000,88,63451,622E19MB03,
TG,,,,23563015,60,1522741560000,1522738980000,60,07466,072B77MA03,
YI,,,,12355820,23,1522743600000,1522739160000,23,32000,302H041A03,
M8,,,,22722000,88,1522743930000,1522739700000,88,63252,872O06MA03,
IA,,,,24787000,88,1522749600000,1522740240000,88,87637,872J18MF03,
YI,,,,22721000,88,1522745580000,1522740300000,88,87911,871W14MC03,
MD,,,,24743000,88,1522754040000,1522740480000,88,88285,891G22MH03,
MD,,,,22215003,30,1522740240000,1522740540000,30,52074,529A09MA03,
IA,,,,24784000,88,1522741500000,1522740720000,88,87671,872R15MB03,
TZ,,,,24743000,88,1522746840000,1522740900000,88,88285,891G14MD03,
YI,,,,21723000,88,1522741920000,1522741440000,88,54238,542V16MB03,
IA,,,,24786000,88,1522744350000,1522742100000,88,87671,872U70MC03,
YI,,,,22215003,30,1522742940000,1522742220000,30,52074,529A12MC03,
YI,,,,22215003,30,1522743420000,1522742520000,30,52074,529C12MC03,
,,,,24786000,88,1522743720000,1522742760000,88,87681,872U70MC03,
J3,,1522743960000,,24786000,88,1522743960000,1522742820000,88,87692,872U70MC03,87679
M8,,,,25506005,25,1522749180000,1522743180000,25,74237,732N28MD03,
IZ,,,,13560015,60,1522750770000,1522745040000,60,04010,042H17MF03,
YI,,,,24785000,88,1522749270000,1522746240000,88,87671,872E21MF03,
YI,,,,21724000,88,1522747620000,1522746240000,88,54238,542F35ME03,
YI,,,,24676004,84,1522719720000,1522746300000,84,87026,875A041103,
YI,,,,21730001,20,1522746960000,1522747740000,20,32000,321S40ME03,
YI,,,,22721000,88,1522751880000,1522748040000,88,87701,872W26MG03,
JK,,,,11871821,23,1522750020000,1522748760000,23,18449,172M04ME03,
YI,,,,12220110,23,1522751280000,1522748820000,23,31510,322N53MG03,
XC,,,,22720002,88,1522750320000,1522748880000,88,87245,632E25MF03,
M8,,,L7W,23587103,60,1522752000000,1522748880000,60,03331,032G52MG03,
IC,,,,24655005,80,1522750800000,1522749060000,80,88491,892F26MG03,
JK,,,,21732000,20,1522753980000,1522749120000,20,16232,161F86MH03,
JK,,,,21734000,20,1522751550000,1522749600000,20,15316,151P31MG03,
YI,,,,24782000,88,1522754160000,1522749600000,88,87651,872S25MI03,
XC,,,,22722000,88,1522754370000,1522749660000,88,87247,872O34MH03,
XC,,,,22720000,88,1522754610000,1522749900000,88,87245,621T23MG03,
YI,,,,12232820,23,1522750410000,1522750380000,23,32581,422H48MF03,
MD,,,,24784000,88,1522756890000,1522750440000,88,87637,872R46MJ03,
TZ,,,,22350000,23,1522744020000,1522750560000,23,30120,305B131C03,
,,,,22350000,23,1522743660000,1522750620000,23,30127,305B131C03,
YI,,,,12248822,23,1522756590000,1522750680000,23,32000,321F96MJ03,
XC,,,,22721000,88,1522753710000,1522750740000,88,87245,872W26MG03,
TB,,,,24748000,88,1522754400000,1522751460000,88,86321,861C41MI03,
XC,,,,22156000,28,1522754760000,1522751640000,28,61009,601P34MI03,
YI,,,,22721000,88,1522755480000,1522752000000,88,87911,872T32MI03,
XC,,,,22150000,28,1522755690000,1522752000000,28,27263,251C40MI03,
XC,,,,22720001,88,1522755000000,1522752480000,88,87245,632O45MH03,
JK,,,,12224110,23,1522762140000,1522752840000,23,31510,352J14ML03,
YI,,,,24785000,88,1522757310000,1522753620000,88,87683,872E41MJ03,
JK,,,,21734000,20,1522755150000,1522753620000,20,15316,151P35MI03,
TA,,,,22216000,30,1522576260000,1522753680000,30,72277,722D85MF01,
XC,,,,22720001,88,1522751760000,1522753980000,88,63201,622V43MG03,
IC,,,,24655005,80,1522756200000,1522753980000,80,88491,892F32MJ03,
IC,,,,24655005,80,1522755840000,1522754220000,80,87601,882S32MJ03,
XC,,,,22153000,28,1522756860000,1522754220000,28,59241,551B38MJ03,
XC,,,,22722000,88,1522755030000,1522754340000,88,87245,872O34MH03,
XC,,,,22720000,88,1522759020000,1522754520000,88,87245,622W33MI03,
YI,,,,22721000,88,1522755300000,1522754880000,88,87920,871W26MI03,
MS,,,,12349820,23,1522757340000,1522754940000,23,29150,292B35MJ03,
XC,,,,22720001,88,1522757370000,1522755420000,88,63451,632O53MJ03,
J3,,,,21897002,21,1522749330000,1522755540000,21,48007,482S09MF03,
YI,,,,21731000,20,1522758240000,1522756320000,20,32000,161P29MH03,
XC,,,,22152000,28,1522761690000,1522756620000,28,57403,251C47ML03,
MT,,,,12305012,64,1522756800000,1522756800000,64,38185,382W20MI03,
XC,,,,22722000,88,1522758870000,1522756800000,88,87247,872V44MK03,
YI,,,,24621104,84,1522356870000,1522757100000,84,86321,861P74MZ29,
XC,,,,22720002,88,1522761120000,1522757340000,88,87245,632E37ML03,
,,,,22720000,88,1522750200000,1522757340000,88,62011,621T23MG03,
XC,,,,22721000,88,1522765440000,1522757340000,88,87245,871W34MM03,
YI,,,,24743000,88,1522761960000,1522757580000,88,88285,882D20MM03,
YI,,,,11835920,23,1522762500000,1522757760000,23,17132,162W75ML03,
YI,,,,24782000,88,1522761360000,1522758000000,88,87651,872S33MM03,
XC,,,,22720001,88,1522756740000,1522758000000,88,63201,622V55MJ03,
YI,,,,24744000,88,1522759020000,1522758300000,88,88103,871N69ML03,
M8,,,,25445000,71,1522760760000,1522758600000,71,77301,782V25ML03,
XC,,,,22150000,28,1522760490000,1522758840000,28,57403,251C45MK03,
XC,,,,22722000,88,1522759080000,1522758960000,88,63252,872V40MJ03,
YI,,,,12299820,23,1522762140000,1522759440000,23,36151,361N861M03,
YI,,,,24782000,88,1522763160000,1522759620000,88,87651,872S35MN03,
XC,,,,22720002,88,1522764720000,1522759800000,88,87245,632E41MN03,
YI,,1522765440000,,24744000,88,1522765440000,1522760460000,88,86441,861N18MN03,86424
YI,,,,24785000,88,1522760910000,1522760580000,88,87683,872E49ML03,
TG,,,,21796000,23,1522776600000,1522760640000,23,12931,132N42MT03,
XC,,,,22722000,88,1522766640000,1522760760000,88,63551,872O58MN03,
XC,,,,22722000,88,1522764480000,1522761060000,88,63252,872V52MM03,
XC,,,,22722000,88,1522758360000,1522761120000,88,63252,872O38MI03,
M7,,,,25507005,25,1522477680000,1522761180000,25,74237,731D07M531,
YI,,,,24748000,88,1522764180000,1522761660000,88,86451,861C59MN03,
TX,,,,24680004,91,1522760520000,1522761720000,91,72031,722A45ML03,
YI,,,,22720001,88,1522760970000,1522762440000,88,63451,632O61ML03,
XC,,,,22722000,88,1522764840000,1522762680000,88,87245,872V56MN03,
TB,,,,24748000,88,1522765200000,1522762920000,88,86321,861C65MO03,
TB,,,,24748000,88,1522761360000,1522762980000,88,86313,861C57MM03,
MN,,,,12305012,64,1522760760000,1522763100000,64,38012,382W26ML03,
XC,,,,22722000,88,1522762680000,1522763100000,88,63252,872V48ML03,
JK,,,,21734000,20,1522767420000,1522763460000,20,32000,321P42MP03,
XC,,,,22721000,88,1522764480000,1522763700000,88,87911,872W42MN03,
XC,,,,22722000,88,1522773480000,1522764060000,88,63252,872V72MR03,
M7,,,,25441000,71,1522765530000,1522764060000,71,77301,782Y53MN03,
YI,,,,12232820,23,1522768410000,1522764840000,23,32581,422H48MP03,
FW,,,,23563015,60,1522767600000,1522765020000,60,07253,062C02MP03,
YI,,,,22154000,28,1522764300000,1522765260000,28,62011,631D39MM03,
YI,,,,22215003,30,1522767240000,1522765860000,30,52074,529A39MP03,
YI,,,,24742000,88,1522771020000,1522766580000,88,88478,892B59MR03,
YI,,,,21381001,33,1522766250000,1522766880000,33,52226,522W06MP03,
XC,,,,22720000,88,1522769850000,1522767240000,88,87245,622T45MO03,
XC,,,,24742001,88,1522778160000,1522767420000,88,87245,881G79MV03,
MD,,,,24623104,84,1522774050000,1522767480000,84,86122,821L58MR03,
MN,,,,25390003,25,1522773840000,1522768260000,25,68089,681L80MS03,
YI,,,,21702001,61,1522772730000,1522768440000,61,45106,441B87MR03,
IB,,,,21911000,21,1522770720000,1522768980000,21,51931,521B88MR03,
YI,,,,11807820,23,1522772760000,1522769520000,23,23421,232S55MS03,
YI,,,,24742000,88,1522771200000,1522769700000,88,88477,892B59MR03,
M8,,,,24785000,88,1522775910000,1522769880000,88,87222,872E79MT03,
XC,,,,22720000,88,1522776060000,1522770600000,88,87967,621W43MQ03,
XC,,,,22722000,88,1522767360000,1522771320000,88,63252,872O58MN03,
TX,,,,24680004,91,1522761780000,1522771320000,91,72031,722A26MM03,
TX,,,,24680004,91,1522766580000,1522771380000,91,72031,722A36MP03,
YI,,,,12349820,23,1522775340000,1522771500000,23,29150,292B41MT03,
OD,,,,21920000,21,1522769100000,1522773060000,21,51931,522O40MQ03,
M8,,,,22722000,88,1522774380000,1522773120000,88,87613,871V80MT03,
YI,,,,25474001,25,1522779780000,1522773660000,25,84139,842G75MV03,
M7,,,,21756006,22,1522790610000,1522774140000,22,23421,541D95MY03,
YI,,,,21724000,88,1522776360000,1522775280000,88,54238,542G18MU03,
YI,,,,22300000,29,1522777440000,1522775280000,29,36192,361L87MV03,
YI,,,,21724000,88,1522776660000,1522775340000,88,54238,542F19MU03,
YI,,,,21781002,21,1522774080000,1522775580000,21,50049,521P42MS03,
TG,,,,21796000,23,1522783800000,1522775820000,23,12931,132N50MX03,
YI,,,,21939001,21,1522768560000,1522775880000,21,50211,501F47MQ03,
YI,,,,25939001,21,1522773510000,1522775940000,21,50328,521N38MS03,
IC,,,,24748000,88,1522778760000,1522776240000,88,87701,871C95MV03,
YI,,,,21723000,88,1522777860000,1522776600000,88,54238,542V23MV03,
YI,,,,21724000,88,1522778460000,1522776720000,88,54238,542F25MV03,
OC,,,,21913000,21,1522777230000,1522776780000,21,47321,472H51MU03,
MD,,,,25381001,33,1522777050000,1522777440000,33,52226,522C64MV03,
TG,,,,13560015,60,1522778880000,1522777920000,60,06354,062M38MV03,
TG,,,,23563015,60,1522781670000,1522778280000,60,07253,062R16MX03,
TG,,,,23563015,60,1522781100000,1522778640000,60,07466,062C14MV03,
YI,,,,21724000,88,1522782300000,1522779540000,88,53241,532U42MX03,
TG,,,,13560015,60,1522781310000,1522779540000,60,06136,062E54MX03,
TG,,,,13560015,60,1522781490000,1522779720000,60,06211,062H02MW03,
IB,,,,21770002,21,1522785750000,1522780440000,21,50223,521A86MY03,
IB,,,,21781002,21,1522779420000,1522781460000,21,52226,521P54MW03,
,,,,13560015,60,1522779900000,1522781580000,60,06109,062H02MW03,
IF,,,,13560015,60,1522782330000,1522781940000,60,06365,062H02MW03,
TB,,,,11821020,23,1522783710000,1522782060000,23,17033,175D74MY03,
YI,,,,21734000,20,1522784130000,1522782180000,20,15316,151A65MY03,
OC,,,,25939001,21,1522779120000,1522782300000,21,50223,521Y30MV03,
TG,,,,24787000,88,1522782900000,1522782360000,88,88312,882H58MY03,
M8,,,,23575903,60,1522783410000,1522782720000,60,03401,032N42MY03,
MC,,,,21704001,61,1522790940000,1522784820000,61,04303,035S22MZ03,
YI,,,,24787000,88,1522788360000,1522785060000,88,88312,882H64MZ03,
YI,,,,21732000,20,1522785300000,1522785180000,20,16215,161F85MY03,
YI,,,,21732000,20,1522788600000,1522785960000,20,16215,161T97MZ03,
YI,,,,21920000,21,1522790700000,1522786440000,21,51722,512O13M703,
X3,,,,11838821,23,1522786170000,1522787340000,23,16215,162W25MZ03,
,,,,21920000,21,1522789740000,1522787400000,21,51702,512O13M703,
YI,,,,21920000,21,1522790010000,1522787400000,21,51707,512O13M703,
YI,,,,24787000,88,1522789200000,1522788300000,88,87637,872J56MZ03,
MD,,,,21891002,21,1522793820000,1522789020000,21,49211,492D98M703,
IB,,,,21235001,30,1522790730000,1522789860000,30,52736,522T22M703,
M7,,1522790160000,,24787000,88,1522790160000,1522790160000,88,87701,882H66M703,88312
IB,,,,21235001,30,1522791630000,1522790340000,30,52736,522T24M703,
IB,,,,21235001,30,1522792530000,1522791600000,30,52736,522T26M703,
IB,,,,21235001,30,1522793430000,1522792440000,30,52736,522T28M803,
IR,,,,24620204,84,1522800990000,1522792620000,84,86921,871B73M803,
,,,,24620204,84,1522793100000,1522792680000,84,87212,871B73M803,
YI,,,,24657005,80,1522794720000,1522794960000,80,87601,882N78M803,
YI,,,,24657005,80,1522795620000,1522794960000,80,88466,882D78M803,
TZ,,,,11798001,56,1522696620000,1522797720000,56,14031,142I061Y02,
XP,,,,21801000,23,1522689540000,1522798020000,23,15449,152D45MT02,
X2,,,,21704001,61,1522800360000,1522799280000,61,12931,145N33M903,
VW,,,,22180012,27,1522827900000,1522808820000,27,83421,831M29MA04,
VW,,,,22180012,27,1522833840000,1522808880000,27,83421,851S43M604,
VW,,,,22180012,27,1522830240000,1522808880000,27,83421,841S41MA04,
VW,,,,22180012,27,1522826640000,1522808880000,27,83421,841S39M604,
TG,,,,25375002,25,1522830540000,1522813560000,25,79304,801L42MB04,
MU,,,,25467001,25,1522824930000,1522816200000,25,83421,812C42M504,
MD,,,,25484001,25,1522824120000,1522816260000,25,68089,682C08M604,
TG,,,,25392003,25,1522820220000,1522816500000,25,67116,761P07M404,
MD,,,,25397003,25,1522835370000,1522816620000,25,84139,851A81MB04,
YI,,,,21726000,88,1522821210000,1522820220000,88,53015,532R25M504,
YI,,,,25524005,25,1522824960000,1522820640000,25,67116,672E92M604,
IC,,,,23576003,60,1522823820000,1522821180000,60,03401,032P10M604,
YI,,,,25915000,21,1522823070000,1522821360000,21,46252,461H87M604,
M8,,,,24784000,88,1522822890000,1522821960000,88,87637,872P11M604,
TH,,,,25434000,71,1522827360000,1522824720000,71,76401,771W91MA04,
M7,,,,25443000,71,1522826250000,1522824840000,71,77301,782D04MA04,
M0,,,,22215003,30,1522829730000,1522824900000,30,87572,879D10MB04,
,,,,25434000,71,1522826460000,1522824960000,71,77301,771W91MA04,
MD,,,,21726000,88,1522826640000,1522825560000,88,53015,531R45MA04,
YI,,,,25466001,25,1522826790000,1522825860000,25,81240,812K05MA04,
YI,,,,24788005,88,1522834440000,1522826160000,88,87911,875B13MD04,
IC,,,,24602004,80,1522834140000,1522827480000,80,88447,885J66ME04,
YI,,,,12349820,23,1522832880000,1522827660000,23,29150,292B33MC04,
IC,,,,24605004,80,1522830720000,1522827720000,80,88447,882R14MC04,
MD,,,,23575903,60,1522829550000,1522828800000,60,03401,032N24MB04,
YI,,,,25460001,25,1522837950000,1522828920000,25,83421,772C67MC04,
IC,,,,24604004,80,1522831320000,1522828920000,80,88447,885J91MC04,
M7,,,,21788001,88,1522829190000,1522830000000,88,53401,543R35MB04,
