current_train_id,train_file_address,train_service_code,revised_train_id,train_id,event_timestamp
,C1L,59120020,73796C1Q13,73688H1Q13,1523629953000
,CLC,56230736,56614KCO13,56499ACO13,1523631960000
,CQM,59430443,79090CCX13,79637KCX13,1523635925000
09065CCS13,CK8,51426930,09683JCS13,09683JCS13,1523638105000
,CSE,95998790,04001DC713,04655KC713,1523638260000
,CSI,56121720,73700DC813,73656KC813,1523638483000
,CTD,52495100,82007DCV13,82666KCV13,1523639749000
,CPT,54761000,560L15CV13,566L15CV13,1523640335000
,CK5,56120631,46439BCX13,46680JCX13,1523641362000
,,54761000,420D51CY13,426D51CY13,1523649540000
,CW0,52495100,86027DCY13,86701DCY13,1523644428000
,CYA,54761000,230L84C713,236L84C713,1523655780000
,D29,59120020,82707D1813,82656L1813,1523656949000
,D27,56609010,74083DC913,74468BC913,1523661051000
,D7V,54761000,460O35C114,466O35C114,1523665920000
,D8S,56230736,56623MC114,56409CC114,1523667655000
,D2R,56121720,52711DC414,52664LC414,1523673887000
,,51610410,89427CCE14,89658MCE14,1523697060000
,D2N,59120003,73713D1414,73663L1414,1523682371000
,DMW,54606570,74072ECH14,74667NCH14,1523698298000
,DF3,52407529,33075E1G14,33441C1G14,1523699364000
,DCG,59120003,88717D1I14,88666M1I14,1523699564000
,DHI,57121020,86483CCL14,86715DCL14,1523707912000
,DVA,53790123,56026FCO14,56719DCO14,1523714808000
,DVM,56120631,48499CCY14,48643OCY14,1523729601000
,E0H,56120623,66402D1Z14,66619P1Z14,1523736532000
,DY4,55460180,250D26CZ14,254D26CZ14,1523736780000
66402D1Z14,E0H,56120623,66083F1Z14,66619P1Z14,1523749860000
,,56609010,86022G1T15,86621R1T15,1523810400000
,F7R,50520620,73463ECP16,73623VCP16,1523868066000
,EV1,53790121,22006ICD16,22685TCD16,1523868420000
,,57610314,72007ICJ16,72466ECJ16,1523878920000
,,53790121,89678V2C16,89809L2C16,1523865600000
,F43,57120820,88604WCM16,88753DCM16,1523876242000
,F1H,59430641,79059ICJ16,79661UCJ16,1523876799000
,F05,59120003,88763DCK16,88651UCK16,1523878002000
,,51464680,350G662W16,356G662W16,1523902380000
,FK4,53790120,86073ICO16,86638WCO16,1523880906000
,F32,56120620,63409F2L16,63679U2L16,1523881031000
,F94,95998790,23076ICM16,23636VCM16,1523882640000
,FI9,54606570,86079ICN16,86621WCN16,1523883300000
,FDQ,56120622,47417F1P16,47671V1P16,1523883631000
,FN6,56609010,74088ICP16,74427FCP16,1523885900000
,FMM,52495100,82095ICV16,82668WCV16,1523888362000
,,53790121,88007JCW16,88771DCW16,1523902860000
,FYF,59418042,79040JCW16,79697XCW16,1523900035000
,FVH,56120631,46472FCX16,46657XCX16,1523901519000
,G0K,52495100,86627YCY16,86781DCY16,1523903281000
,FYN,59120020,82061JCY16,82778DCY16,1523905972000
,FVT,57121020,86401GCZ16,86662XCZ16,1523906020000
,FZD,51425330,76065JC716,76609YC716,1523907519000
,G5I,51426930,24076J1816,24682Y1816,1523909252000
,G02,56120623,66413G2Z16,66619Y2Z16,1523909506000
,G14,56609010,74015KC916,74482FC916,1523918291000
,G41,59120020,82643AC017,82782DC017,1523926985000
,G9Q,52160347,74466GC317,74633ZC317,1523927295000
,GD7,54761000,460O35C117,466O35C117,1523928844000
,G9F,59430444,76045KC217,76627ZC217,1523929454000
,GML,52495100,88612BC417,88701EC417,1523934033000
,GM2,53790121,23061KC617,23606BC617,1523934055000
,GM3,59360541,79075K1617,79607B1617,1523939331000
79075K1617,GM3,59360541,79607B1617,79607B1617,1523940653000
,GVA,52495100,82098KCB17,82608CCB17,1523945696000
,GT8,55122820,73629C1F17,73709E1F17,1523948509000
,GUN,52160342,66031L1D17,66419H1D17,1523954462000
,GT6,59120020,82696CCE17,82708ECE17,1523954679000
,H1F,57622770,79035LCG17,79678CCG17,1523955900000
,GSF,57120821,88618DCH17,88706ECH17,1523957829000
,GVI,57120820,88620DCM17,88717ECM17,1523957921000
,GZC,59120020,73628DCP17,73720ECP17,1523958851000
,,55122820,51630DCP17,51726ECP17,1523976600000
,,51425330,15830LCM17,15640DCM17,1523971560000
,H6L,56120625,69486H2K17,69636D2K17,1523964538000
,H6Q,51464680,340E511K17,346E511K17,1523965020000
79035LCG17,H1F,57622770,79678CCG17,79678CCG17,1523965800000
,H9P,54606570,86020MCN17,86670DCN17,1523968432000
,GXN,52495900,79609E1L17,79434H1L17,1523970000000
,HDV,52495100,88029MCN17,88616ECN17,1523970769000
,HE4,59360541,79622E1T17,79621E1T17,1523971135000
,HE6,53790120,86033MCO17,86731ECO17,1523971321000
,GZE,59120020,73411ICQ17,73721ECQ17,1523971741000
,HF6,56609010,74038MCP17,74413ICP17,1523972394000
,H8A,56120621,47415ICQ17,47652DCQ17,1523973381000
,HCT,53790120,86050MCP17,86730ECP17,1523976060000
,HEZ,59120020,74695E1R17,74732E1R17,1523977761000
,H8I,55460080,835Z011M17,835Z231M17,1523978520000
,HJ8,59430444,76058MCS17,76693ECS17,1523978911000
,,51464580,180D29CY17,186D29CY17,1523991900000
,HH6,59430640,79065MCS17,79670ECS17,1523980958000
,HD0,53790121,55069MCP17,55606ECP17,1523981745000
,HMX,54606570,74070MCW17,74627FCW17,1523982160000
74070MCW17,HMX,54606570,74627FCW17,74627FCW17,1523982185000
,HMX,54606570,74070MCW17,74627FCW17,1523982195000
,HIN,56120624,49453ICO17,49684ECO17,1523982866000
,HIW,57620470,17075M1T17,17687E1T17,1523984100000
,,57610212,51076MCZ17,51645FCZ17,1523998320000
,GUC,51426930,65083MCM17,65693BCM17,1523986904000
,HQW,57120821,88671FCZ17,88743ECZ17,1523987306000
,,51464581,890Y88C717,896Y88C717,1523999580000
,HBF,95998090,42004NCY17,42693DCY17,1523993180000
,HR9,54761000,880L36CY17,886L36CY17,1523993311000
,HX6,52160347,72494IC717,72638GC717,1523995617000
,,12355820,30564LM018,30563LM018,1524002640000
,HY9,54606070,86039NC318,86498IC318,1524002901000
,I0N,56609010,74040NC917,74408JC917,1524003218000
,I3N,56232320,73046N2817,73044N2817,1524004020000
,HNF,52495100,65050NCY17,65632FCY17,1524004873000
,HYQ,56121720,73751EC817,73652GC817,1524006823000
,I5H,59120020,82647HC917,82752EC917,1524007076000
,I5E,56120720,72433JC318,72645HC318,1524007900000
,I4D,54761000,460O35C118,466O35C118,1524009230000
460O35C118,I4D,54761000,466O35C118,466O35C118,1524009794000
,I8Z,57610316,89074NC118,89603IC118,1524012752000
,IAD,52495100,88077NC418,88758EC418,1524014805000
,IAG,95998090,23078NCA18,23759ECA18,1524014880000
,HTG,57622770,39082NCZ17,39699FCZ17,1524015676000
,I97,59430444,76089NC218,76610IC218,1524016570000
,IC7,56121720,52767EC418,52647IC418,1524018716000
,I5A,52160342,34099NC118,34643HC118,1524018900000
,I7J,59120020,73671IC518,73755EC518,1524018901000
,I8F,59120042,82677IC118,82756EC118,1524019287000
,IGN,51462781,890H81C518,894H81C518,1524023245000
,ICD,51610410,89655JCC18,89466JCC18,1524029430000
,IQ2,50520620,73429KCM18,73607KCM18,1524036435000
,IPH,59120042,74619KCD18,74776ECD18,1524037167000
,,56120620,62442KCD18,62627KCD18,1524039240000
89655JCC18,ICD,51610410,89466JCC18,89466JCC18,1524038140000
89074NC118,I8Z,57610316,89603IC118,89603IC118,1524041548000
,,95998090,65002PCP18,65675KCP18,1524062460000
,,95998090,09003PCP18,09676KCP18,1524062580000
,IQV,59120020,71601LCH18,71780ECH18,1524045055000
,IQ4,59120020,73013PCP18,73777ECP18,1524046036000
,IKK,52496101,21017P1H18,21658J1H18,1524046800000
,IZ6,95998090,56625LCK18,56788ECK18,1524047792000
,ILS,52495100,82024PCB18,82668JCB18,1524047999000
,IQD,56120622,47485KCL18,47612KCL18,1524048838000
,IQ5,59120020,73486KCQ18,73778ECQ18,1524049418000
,J3Q,50520620,62403L1O18,62678L1O18,1524054908000
,J4A,56609010,74054PCP18,74404LCP18,1524055297000
,,59120031,88638MCZ18,88798ECZ18,1524081720000
73013PCP18,IQ4,59120020,73078PCP18,73777ECP18,1524062280000
,JA5,56120624,49448LCV18,49647MCV18,1524066123000
,JEL,52495900,66642N1Z18,66457L1Z18,1524073140000
,JKE,52495100,86033QCY18,86709FCY18,1524077123000
,JBZ,52495100,86034QCZ18,86671MCZ18,1524077144000
,JFJ,57121020,86489L1Z18,86617N1Z18,1524078864000
,JLW,52122423,34041QCZ18,34601OCZ18,1524079260000
,JHS,54761000,880L36CY18,886L36CY18,1524082065000
,JKC,56120623,66494L1818,66683N1818,1524082674000
,JP0,56121720,73715FC818,73625OC818,1524084230000
,JS8,51610410,22067QC818,22413MC818,1524087190000
,JP1,59120020,73663OC918,73711FC918,1524087304000
,JNI,51426930,24068Q1818,24621O1818,1524088080000
,JT1,51426930,21069QC818,21677OC818,1524088326000
,JUK,59430641,79079Q1918,79689O1918,1524090680000
,JP6,59120020,82690OC019,82714FC019,1524090680000
,JRX,56609010,74085QC918,74411MC918,1524091602000
,,57620470,34090QC219,34607PC219,1524100080000
,JW3,54606070,86612PC918,86431MC918,1524093119000
,JY9,51425130,72436MC319,72627PC319,1524096051000
79079Q1918,JUK,59430641,79689O1918,79689O1918,1524098235000
,JZV,59122621,72441MC419,72655PC419,1524098486000
,K0I,56120633,63445MC219,63670PC219,1524099068000
21069QC818,JT1,51426930,21677OC818,21677OC818,1524105082000
,K0S,53790121,56651QC619,56675PC619,1524107235000
,K8F,55122820,73679Q1F19,73738F1F19,1524111267000
,KA1,51610410,89686QCC19,89400NCC19,1524112761000
,K80,59360541,79052R1619,79671Q1619,1524113137000
,,56120620,62430NCD19,62661RCD19,1524125640000
,KGH,59120020,82602SCE19,82748FCE19,1524126627000
,KL7,95998090,23007S2F19,23614S2F19,1524128077000
,KFU,59120020,73643SCP19,73747FCP19,1524130031000
,,55122820,51647SCP19,51757FCP19,1524149400000
,KPD,52495100,88032SCG19,88665SCG19,1524131659000
,KP9,59120030,82039S1J19,82758F1J19,1524132835000
,KI1,50520620,62475N1N19,62677R1N19,1524135569000
,KST,53790121,65051SCI19,65698SCI19,1524136254000
,KD4,52495100,82052SCB19,82619RCB19,1524136652000
,KGW,56120625,69479N2K19,69669R2K19,1524136906000
,,55460082,576X08CS19,577X08CS19,1524154140000
,KUW,52406842,35073SCN19,35627TCN19,1524140665000
,KQ7,59120020,74639TCR19,74759FCR19,1524140854000
,KTS,54606570,86074SCN19,86610TCN19,1524140880000
,KWV,53790120,86651TCP19,86766FCP19,1524142655000
,KXX,56609010,74081SCP19,74404OCP19,1524143718000
,KWQ,95998090,09082SCP19,09647TCP19,1524143820000
,KVS,50520220,28089S1O19,28491N1O19,1524145459000
,L0S,95998090,65099SCP19,65689TCP19,1524148160000
,KZY,51426930,77005TCS19,77681TCS19,1524149324000
,,52406842,42006TCV19,42699TCV19,1524159420000
,L14,59360541,79017T1T19,79693T1T19,1524152724000
,KJJ,52160345,46436O1R19,46694R1R19,1524152941000
,L5X,59120020,74640U1Y19,74772F1Y19,1524154752000
,L0K,59430640,79024TCS19,79687TCS19,1524155803000
74640U1Y19,L5X,59120020,74772F1Y19,74772F1Y19,1524157083000
,KUM,52122425,23043T1N19,23623T1N19,1524161174000
,KSB,59418042,74044TCM19,74695SCM19,1524161341000
,LAL,54606570,74045TCW19,74606VCW19,1524161576000
79024TCS19,L0K,59430640,79687TCS19,79687TCS19,1524161828000
,L6Q,51426930,21049TCX19,21654UCX19,1524162832000
,LAP,52495100,86052TCZ19,86607VCZ19,1524163407000
,LC6,52495100,86053TCY19,86777FCY19,1524163447000
,L45,57121020,86477OCZ19,86622UCZ19,1524164695000
,L4W,55303020,19480OCY19,19628UCY19,1524164974000
,L3N,56120631,48487OCZ19,48616UCZ19,1524166003000
,L9G,54761000,880L36CY19,886L36CY19,1524167757000
,LEZ,59430444,77075T1Y19,77658V1Y19,1524170411000
,LGK,51426930,24096T1819,24674V1819,1524175087000
,LHP,56121720,73787FC819,73691VC819,1524175501000
21049TCX19,L6Q,51426930,21654UCX19,21654UCX19,1524175584000
,LJT,56609010,74098TC919,74413PC919,1524175822000
,LM1,51464780,230L31C020,236L31C020,1524176760000
,LBI,59430641,79017U1919,79619V1919,1524179178000
,,22721000,87290AM020,87289AM020,1524183360000
,LPM,51426930,15028UC120,15672WC120,1524183652000
79017U1919,LBI,59430641,79619V1919,79619V1919,1524184100000
,LRH,59120042,82603XC120,82792FC120,1524184423000
,LM5,95998090,65032UC220,65641WC220,1524184473000
,LNP,59120003,73796FC320,73659WC320,1524184744000
,LRB,56120633,63457PC220,63695WC220,1524187342000
15028UC120,LPM,51426930,15672WC120,15672WC120,1524187597000
,LUZ,57610212,89040UC520,89642XC520,1524187820000
,LSP,59430444,76045UC220,76611XC220,1524188733000
,LBY,57622770,39047UCZ19,39625VCZ19,1524188948000
,LVE,56121720,52708GC420,52646XC420,1524193842000
,LXE,53790121,23058UC620,23682XC620,1524194435000
,LWS,52495100,88612YC420,88703GC420,1524194622000
,LZ0,51425331,76061UC420,76601YC420,1524195578000
,M5M,59120003,88720GCK20,88672YCK20,1524208586000
,,53790120,22028VCG20,22632ZCG20,1524222000000
,M56,56120620,62439QCD20,62667YCD20,1524210941000
,L42,52406840,07035VCV19,07647YCV19,1524211461000
,M7Y,52495100,86036VCE20,86601ZCE20,1524211551000
,MAI,56609010,74042VCF20,74436QCF20,1524212583000
,M98,59120042,74671ZCD20,74719GCD20,1524214306000
,MJ5,56120622,47466QCL20,47638ACL20,1524222102000
,M97,59360541,79093V1E20,79617Z1E20,1524222768000
,MJL,54761000,230M73CH20,236M73CH20,1524222960000
,MIG,59120020,82734G3H20,82629A3H20,1524223179000
,MAS,52160347,48471Q1Q20,48639Z1Q20,1524225083000
,MER,59430444,76002WCI20,76685ZCI20,1524225362000
,M8H,55122820,74479QCL20,74608ZCL20,1524226376000
,MLU,59120020,82483QCU20,82736GCU20,1524226565000
,M8K,59120020,73007WCP20,73718GCP20,1524226637000
,M8I,50520620,73484QCO20,73609ZCO20,1524226648000
,MK5,51425330,15865LCM20,15653ACM20,1524229506000
,MLF,59120020,82741GCN20,82670ACN20,1524230212000
,MPW,56609010,74027WCP20,74493QCP20,1524230334000
,M89,56120721,72405RCH20,72603ZCH20,1524233974000
,MQG,52160345,46414R1R20,46610B1R20,1524236505000
,MRU,56120631,46415RCX20,46630BCX20,1524236542000
,,55660305,72062W1Y20,72668B1Y20,1524252360000
,MRP,57622970,72065W2S20,72628B2S20,1524237300000
,M9H,54606070,86089WCE20,86432QCE20,1524242835000
82741GCN20,MLF,59120020,82670ACN20,82670ACN20,1524244951000
,N1F,54761000,880L36CY20,886L36CY20,1524248940000
,N32,52495100,86011XCY20,86760GCY20,1524249168000
,,24676004,87541OM720,87540OM720,1524249360000
,N7L,56121720,73767GC820,73615DC820,1524259694000
,N83,54761000,230L84C720,236L84C720,1524260580000
,NEU,54761000,460O35C121,466O35C121,1524270360000
,NBJ,54606571,04695D1421,04650D1421,1524271800000
,NGZ,51610410,89430SCE21,89614ECE21,1524274601000
,NGR,56121720,52776GC421,52609EC421,1524277371000
,NCQ,56120633,63444SC221,63658DC221,1524279120000
,NMJ,54606070,36022YC621,36462SC621,1524292079000
,NRN,52160345,73051Y1L21,73606F1L21,1524301560000
,NPF,53790125,76052Y1H21,76687E1H21,1524301910000
,,54606570,74056YCH21,74641FCH21,1524307800000
,NP8,57121020,86658FCL21,86778GCL21,1524307518000
,NYF,56120633,63406TCN21,63673FCN21,1524309864000
,NYC,50510170,36076YCI21,36075YCI21,1524309970000
,NZ5,53790123,56081YCO21,56780GCO21,1524311322000
63406TCN21,NYF,56120633,63673FCN21,63673FCN21,1524314296000
,NYE,56120634,62412TCR21,62672FCR21,1524321718000
,P3Z,56120634,62417TCR21,62625GCR21,1524326892000
,033,52407548,07001A1O22,07440T1O22,1524403761000
,04D,56120628,53445TCS22,53630JCS22,1524405336000
,,54606070,70004ACX22,70446TCX22,1524414240000
,,57610312,72006ACU22,72640JCU22,1524416400000
,056,56609010,86455T1T22,86643J1T22,1524414963000
86455T1T22,056,56609010,86028A1T22,86643J1T22,1524420685000
,0GA,51426930,15068AC123,15699KC123,1524443009000
,0DC,56120720,72493T1223,72656K1223,1524443564000
,0D9,59120043,82627LC223,82794GC223,1524443600000
,0I4,57610316,89070AC123,89629LC123,1524443700000
15068AC123,0GA,51426930,15699KC123,15699KC123,1524443915000
,0K7,54606070,42079AC423,42406UC423,1524448808000
,0DD,59120020,86099AC223,86796GC223,1524455940000
,0K2,51610410,89010BCC23,89404UCC23,1524459401000
,0RP,52495100,88013BC423,88710HC423,1524460431000
,0R9,54606570,09015B1A23,09440U1A23,1524461030000
,0PY,55121420,35018BC623,35617MC623,1524462104000
09015B1A23,0R9,54606570,09440U1A23,09440U1A23,1524462602000
,0R9,54606570,09015B1A23,09440U1A23,1524462999000
,0SW,56161420,52024BCF23,52652MCF23,1524463560000
,,55460180,230R80CA23,234R80CA23,1524465660000
,0VH,53790121,22053BCD23,22670MCD23,1524468786000
,0VW,54606570,81067B1B23,81039B1B23,1524471420000
89070AC123,0I4,57610316,89629LC123,89629LC123,1524473166000
,0VN,59120043,74647NCF23,74713HCF23,1524474561000
,0VD,52160342,66005CCF23,66468UCF23,1524476747000
,,55463780,720B57CR23,724B57CR23,1524478020000
,0YM,56120721,72404V2F23,72602N2F23,1524478380000
,,59120020,82682NCG23,82724HCG23,1524476880000
,16T,51426930,77056CCS23,77691NCS23,1524486420000
,,52160347,48441V1S23,48662O1S23,1524499500000
,18Q,54606570,86062CCN23,86618OCN23,1524488432000
,18G,51425330,15078CCM23,15616OCM23,1524490058000
,1BX,53790120,86684OCP23,86734HCP23,1524490172000
,1FP,51425230,09090CCS23,09601PCS23,1524493303000
,1GX,59120020,73634PCW23,73737HCW23,1524496044000
,1KR,59120020,73651P2S23,73739H2S23,1524499610000
09090CCS23,1FP,51425230,09601PCS23,09601PCS23,1524501761000
,1PC,59418042,79040DCW23,79694PCW23,1524506903000
,1DZ,95998090,42047DCY23,42685OCY23,1524508813000
,1SI,59120020,82049DC723,82751HC723,1524509998000
,1UB,53790120,86056DC723,86669QC723,1524510968000
,1LA,59120020,82059DCY23,82740HCY23,1524511452000
,1N3,59120020,75065DCV23,75747HCV23,1524512428000
,1TD,59122720,74435W1723,74653Q1723,1524513535000
,1RH,56120631,48436WCW23,48632QCW23,1524513708000
,1TL,56121720,73762HC823,73658QC823,1524516518000
,1WE,59430641,79084D1923,79691Q1923,1524518140000
,20V,52160342,34087DC124,34651RC124,1524519420000
,1WM,51425330,76088DC723,76694QC723,1524519666000
,22Y,95998090,42000EC424,42677RC424,1524522000000
,1U1,56161420,73004EC224,73663QC224,1524522378000
,1VH,56609010,74017EC923,74428WC923,1524525119000
,26G,54761000,560E16C324,566E16C324,1524529548000
,28D,51610410,89036ECC24,89487WCC24,1524531417000
,1TW,56120633,63491WC224,63660QC224,1524532278000
,1PE,59430641,65042EC723,65696PC723,1524533962000
79084D1923,1WE,59430641,79691Q1923,79691Q1923,1524534159000
,1XX,56121720,52780HC424,52616RC424,1524537571000
,2IF,52495100,88070EC424,88787HC424,1524546540000
,1ZP,51426930,76082EC923,76637RC923,1524548769000
,2I6,59360541,79094E1624,79661T1624,1524552165000
,26R,53790121,23097EC624,23612SC624,1524552646000
,2LZ,53790121,22789HCD24,22696TCD24,1524553979000
,,95998790,23026FCM24,23655UCM24,1524576300000
,,95998090,09027FCP24,09657UCP24,1524580980000
,23J,57610316,89034FC124,89683RC124,1524559640000
,2Q7,59120020,82699U1F24,82794H1F24,1524561416000
,2VQ,53790120,82055FCG24,82606VCG24,1524562089000
,,21799100,30535Q3F24,30534Q3F24,1524562200000
,2WX,56120626,47498XCJ24,47621VCJ24,1524563461000
,2PJ,59430641,79074FCJ24,79625UCJ24,1524565718000
,29I,59120042,74078FCD24,74776HCD24,1524566021000
,2U8,56120625,69422YCG24,69686UCG24,1524567546000
74078FCD24,29I,59120042,74088FCD24,74776HCD24,1524568800000
,2NW,55122820,74427YCL24,74617UCL24,1524570958000
,321,59120020,83005GCN24,83708ICN24,1524571874000
83005GCN24,321,59120020,83011GCN24,83708ICN24,1524572520000
,32A,56461882,360Z312K24,360F032K24,1524572580000
360Z312K24,32A,56461882,360F032K24,360F032K24,1524573060000
,,95998090,56026GCY24,56614WCY24,1524598020000
,2S7,95998090,65027GCP24,65654UCP24,1524575689000
,36C,56609010,74031GCP24,74451YCP24,1524576831000
,,95998090,65032GCP24,65632WCP24,1524580860000
79074FCJ24,2PJ,59430641,79625UCJ24,79625UCJ24,1524578928000
,2H7,57120823,87038GCF24,87648TCF24,1524579156000
,34C,53790120,86652WCP24,86710ICP24,1524579849000
83011GCN24,321,59120020,83653WCN24,83708ICN24,1524580141000
,3CN,59120020,73689W2S24,73720I2S24,1524584265000
,39Y,59360541,79057G1T24,79661W1T24,1524584486000
,3AM,57620470,17059G2T24,17668W2T24,1524584619000
,3E6,56121720,73726IC824,73610XC824,1524586547000
,,56120624,49402ZCO24,49625XCO24,1524591900000
,39Q,52495100,82074GCV24,82657WCV24,1524589268000
,2UK,51426930,65082G2G24,65691U2G24,1524591437000
,39V,52495100,86093GCZ24,86658WCZ24,1524594884000
,3JT,52495100,86682XCY24,86729ICY24,1524594909000
,3FC,57120821,88695XCZ24,88727ICZ24,1524597092000
65082G2G24,2UK,51426930,65691U2G24,65691U2G24,1524597383000
,3LW,51426030,79005HCY24,79604YCY24,1524598500000
79005HCY24,3LW,51426030,79604YCY24,79604YCY24,1524604732000
,3NI,56609010,74044HC924,74434ZC924,1524608148000
,3UM,54606570,65050HC425,65699YC425,1524608942000
,3W2,56121720,52741IC425,52617ZC425,1524610598000
,3SM,57620785,79675Z1125,79453Z1125,1524617919000
,3NS,56120633,63498ZC225,63631YC225,1524618092000
,3NR,59120042,82085HC125,82732IC125,1524620056000
,42P,53790121,56616AC625,56615AC625,1524620315000
,3VW,59120020,82089HC525,82739IC525,1524621647000
,3ZY,59430444,76096HC225,76668ZC225,1524623908000
,3AE,57622770,39001ICZ24,39665WCZ24,1524627120000
,482,51610410,89003ICC25,89436ACC25,1524628095000
,49M,52495100,88017IC425,88756IC425,1524632460000
,49G,56609010,35028IC625,35607BC625,1524635683000
,3GQ,51425230,79031ICZ24,79646XCZ24,1524636886000
,4FG,56609010,36052ICM25,36669BCM25,1524640904000
,41C,56120620,62484ACD25,62695ZCD25,1524641265000
,4EA,53790121,22056ICD25,22649BCD25,1524641616000
,4I4,54606570,83636CCF25,83488ACF25,1524643962000
83636CCF25,4I4,54606570,83488ACF25,83488ACF25,1524644592000
,4RZ,59120020,82017JCJ25,82775ICJ25,1524654573000
,4SI,56120622,47433BCL25,47615DCL25,1524655270000
,4WW,51426930,77060JCS25,77663DCS25,1524663081000
,4TE,52495900,79680D2N25,79437B2N25,1524663420000
,501,56609010,74070JCP25,74474BCP25,1524665647000
,4ZM,51425230,09073JCS25,09689DCS25,1524666745000
,50V,54761000,560K50CQ25,566K50CQ25,1524666952000
,4W7,53790120,86607ECP25,86777ICP25,1524667585000
,4ZR,52495100,88078JCN25,88691DCN25,1524667560000
,4U5,52160345,46484B1R25,46637D1R25,1524668771000
,528,56121720,73786IC825,73615EC825,1524669203000
,4FB,53790121,55089JCP25,55665BCP25,1524670054000
,553,57610316,36097JCZ25,36646ECZ25,1524672464000
09073JCS25,4ZM,51425230,09689DCS25,09689DCS25,1524673416000
,54M,54761000,560L15CV25,566L15CV25,1524673991000
,,56120624,49410CCV25,49679ECV25,1524678300000
,,51465180,090A02CY25,096A02CY25,1524676740000
,59Q,54606570,74023KCW25,74609FCW25,1524678886000
,5AT,57622870,31629F2X25,31628F2X25,1524680700000
,5E4,52495100,86663FCY25,86798ICY25,1524684213000
,58S,59122747,74448CCZ25,74697ECZ25,1524685988000
,5FY,52495100,46063KC825,46681FC825,1524692554000
,5D4,56609010,74079KC925,74436CC925,1524696445000
,5HK,56121720,52712JC426,52605GC426,1524700080000
,58U,52495100,65000LCY25,65699ECY25,1524701576000
,5EH,56120633,63498CC226,63665FC226,1524703920000
63498CC226,5EH,56120633,63665FC226,63665FC226,1524703990000
,5LZ,54606070,49010LC326,49471CC326,1524705847000
,,95998090,23016LCA26,23714JCA26,1524707460000
,5MI,59120020,82606IC526,82707JC526,1524711958000
,5XY,52495100,88608IC426,88721JC426,1524712113000
,5YY,57610212,89030LC526,89622IC526,1524714008000
,61T,59360541,79068L1626,79643I1626,1524725242000
,62G,51464980,566E79CA26,564E79CA26,1524725588000
,5S4,56120620,62481DCD26,62621HCD26,1524726856000
,,95998090,09091LCL26,09649JCL26,1524746760000
,,95998090,09092LCP26,09650JCP26,1524753780000
,67G,59120020,82692J1F26,82732J1F26,1524733568000
,6B6,51464980,236R79CG26,234R79CG26,1524735076000
,6GT,54606570,74041MCG26,74630KCG26,1524737378000
,6BZ,56120625,69419ECG26,69671JCG26,1524737499000
,6C3,57622770,79042MCG26,79673JCG26,1524737880000
69419ECG26,6BZ,56120625,69671JCG26,69671JCG26,1524738085000
,6I0,95998090,56646KCK26,56740JCK26,1524738888000
79042MCG26,6C3,57622770,79673JCG26,79673JCG26,1524743940000
,60I,52495100,82079MCB26,82635ICB26,1524747540000
,6PX,56609010,74090MCP26,74465ECP26,1524748858000
,694,59120020,83615LCN26,83733JCN26,1524748860000
,6TN,59360541,79011N1T26,79645L1T26,1524755146000
,6SN,55303021,21494ECS26,21635LCS26,1524756840000
,6WX,52160345,46402F2R26,46678L2R26,1524758594000
,,56120633,59039NCZ26,59694LCZ26,1524773820000
,6XM,53790121,88071NCW26,88754JCW26,1524769033000
,71W,54761000,880L36CY26,886L36CY26,1524769087000
,,24745000,87541S2Y26,87540S2Y26,1524770520000
,73N,56120631,48457FCZ26,48673MCZ26,1524770975000
48457FCZ26,73N,56120631,48673MCZ26,48673MCZ26,1524770982000
,6W3,54606570,74085NCW26,74669LCW26,1524771660000
,70V,59430444,77087N1Y26,77627M1Y26,1524772119000
,750,51426930,24089N1826,24686M1826,1524772559000
,74W,55303021,21460FCZ26,21684MCZ26,1524772939000
59039NCZ26,6YK,56120633,59694LCZ26,59694LCZ26,1524777540000
,7CT,95998090,65005OC227,65682NC227,1524778380000
,71I,59120020,82695NC926,82759JC926,1524779692000
,7AE,50520220,42014O2726,42655N2726,1524780497000
,7C5,56609010,74016OC926,74471FC926,1524780675000
,,24788005,87559S3826,87558S3826,1524782940000
87559S3826,,24788005,87558S3826,87558S3826,1524783720000
,6Z7,52495100,65042OCY26,65604MCY26,1524784215000
,783,59120020,82053O1926,82765J1926,1524785974000
,7HL,56120633,63496FC227,63643OC227,1524786709000
,79P,59120003,73778JC327,73641NC327,1524786935000
,7ID,59120036,73660OC327,73777JC327,1524787440000
,7I6,54761000,460O35C127,466O35C127,1524788759000
,7LB,53790121,23071OC627,23693OC627,1524792416000
,7EE,51426930,15077OC127,15602OC127,1524794283000
15077OC127,7EE,51426930,15602OC127,15602OC127,1524798398000
,7FJ,51425331,76090OC427,76618OC427,1524799006000
,7T8,52495100,88094OC427,88785JC427,1524800799000
,7Q2,57610212,89095OC527,89644PC527,1524800811000
,7U3,56030020,35000PM627,35576SM627,1524803724000
,7YC,59120003,88791JCK27,88644QCK27,1524811502000
,6ZF,51425230,79030PCZ26,79606MCZ26,1524811739000
,,95998790,23040PCM27,23678QCM27,1524835500000
,,95998090,09041PCP27,09680QCP27,1524840180000
,7YJ,59120036,47634RCF27,47788JCF27,1524818395000
,6U5,59430640,79845MCS26,79650LCS26,1524819960000
,7Q8,52160342,66666RCF27,66438GCF27,1524822251000
,8DY,56609010,74023QCP27,74441HCP27,1524830729000
,80B,59120020,73661SCP27,73795JCP27,1524832977000
