original_loc_timestamp,current_train_id,train_file_address,train_service_code,dep_timestamp,loc_stanox,train_id,original_loc_stanox,event_timestamp
1524483600000,,0XF,55660505,1524483600000,56590,566X501J23,56580,1524468772000
1524479280000,,0XE,55660505,1524479280000,56590,590Z501F23,56580,1524468777000
1524492840000,,0XP,57620470,1524492840000,65557,34691MCE23,65555,1524468938000
1524464820000,,0P9,57121020,1524464820000,88505,88610MC323,88502,1524469967000
1524470820000,,,22215003,1524470820000,87625,529C09MA23,87645,1524470460000
1524473040000,,,22215003,1524473040000,87625,879D13MD23,87645,1524470520000
1524471660000,,0NL,57620785,1524471660000,78326,79426UC523,78321,1524471304000
1524471660000,,,24782000,1524471660000,87701,872S11MC23,87648,1524471600000
1524471660000,,,24782000,1524471660000,87648,872S11MC23,87648,1524471660000
1524239040000,,,24968000,1524239040000,87201,872M37MQ20,72245,1524472320000
1524477480000,,0UY,55463484,1524477480000,23458,164Z512E23,23451,1524474009000
1524477180000,,,22215003,1524477180000,87625,529C16ME23,87645,1524476220000
1524479370000,,,22215003,1524479370000,87625,879D20MG23,87645,1524476400000
1524476880000,,0YM,56120721,1524476880000,73250,72602N2F23,72027,1524477573000
1524479820000,,,22215003,1524479820000,87625,529C19MF23,87645,1524479760000
1524482040000,,,22215003,1524482040000,87625,879D23MI23,87645,1524479820000
1524517200000,,116,57620785,1524517200000,79744,78636NCH23,79742,1524479845000
1524481620000,,,22215003,1524481620000,87625,529C21MG23,87645,1524481680000
1524482970000,,,22215003,1524482970000,87625,879D24MI23,87645,1524481740000
1524489600000,,11T,54761000,1524489600000,56590,236M73CH23,56591,1524483162000
1524482580000,,0Y7,50520220,1524482580000,34101,35694MCF23,34100,1524486222000
1524509820000,,194,59120020,1524509820000,82202,86731HCR23,82243,1524486993000
1524489900000,,0ZE,95998790,1524489900000,23432,23615NCM23,23440,1524488518000
1524489900000,,0ZE,95998790,1524489900000,23430,23615NCM23,23440,1524488549000
1524217260000,,,25505005,1524217260000,73777,732T26ME20,73767,1524490260000
1524216060000,,,25503003,1524216060000,73767,732Y24ME20,73767,1524490740000
1524216060000,,,25503003,1524216060000,73777,732Y24ME20,73767,1524490740000
1524521520000,,1EC,54606070,1524521520000,36406,36450VC723,36408,1524490811000
1524217860000,,,25503003,1524217860000,73777,732Y26MF20,73767,1524491580000
1524490560000,,0V3,57120823,1524490560000,88735,87667MCJ23,88730,1524491807000
1524223260000,,,25503003,1524223260000,73767,732Y32MI20,73767,1524491820000
1524223260000,,,25503003,1524223260000,73777,732Y32MI20,73767,1524491820000
1524490320000,,1BJ,50520220,1524490320000,35550,36058C2L23,35150,1524491978000
1524226860000,,,25503003,1524226860000,73777,732Y36MK20,73767,1524492000000
1524232260000,,,25503003,1524232260000,73777,732Y42MN20,73767,1524492180000
1524233460000,,,25505005,1524233460000,73777,732T44MN20,73767,1524492540000
1524234060000,,,25503003,1524234060000,73777,732Y44MO20,73767,1524492780000
1524496920000,,1GZ,55122820,1524496920000,51509,73614PCO23,51507,1524493757000
1524340260000,,,25503003,1524340260000,73767,732Y66MY21,73767,1524495120000
1524494160000,,15I,57121020,1524494160000,86036,88677NCI23,86030,1524495504000
1524500520000,,,22215003,1524500520000,87625,529C42MR23,87645,1524500100000
1524502770000,,,22215003,1524502770000,87625,879D46MT23,87645,1524500160000
1524507420000,,1JS,50520220,1524507420000,56590,34014D2T23,56591,1524502414000
1524500370000,,1D7,54606570,1524500370000,56590,17067C1O23,56591,1524502436000
1524502260000,89010BCC23,0K2,51610410,1524502260000,22029,89404UCC23,22040,1524502663000
1524520740000,,1HI,56609010,1524520740000,51341,74467VCT23,51340,1524503026000
1524509610000,,1N7,55303021,1524509610000,16502,18492VCX23,18014,1524503410000
1524512040000,,1LY,57622970,1524512040000,72223,47665P2T23,72027,1524503805000
1524516900000,,1NY,57620470,1524516900000,65557,65688PCZ23,65555,1524504316000
1524544680000,,1PF,57622970,1524544680000,09322,34697PC823,09317,1524505677000
1524506580000,,,21781002,1524506580000,48221,480P902W23,48231,1524506340000
1524491430000,,14J,56120720,1524491430000,73250,82667NCH23,73240,1524506407000
1524514800000,,1QW,52160345,1524514800000,56590,56404WCT23,56591,1524506477000
1524515220000,,1QY,54606571,1524515220000,56590,56625Q1Z23,56591,1524506488000
1524508140000,,,22218000,1524508140000,87203,529N48MV23,87233,1524507960000
1524509460000,,,22206000,1524509460000,87203,879M52MX23,87233,1524508140000
1524514800000,,1AW,51426930,1524514800000,21201,65644OCM23,21244,1524514748000
1524511590000,,,21724000,1524511590000,54311,532J41MX23,54291,1524515580000
1524523860000,,1TI,57121020,1524523860000,88505,88657QC723,88502,1524519818000
1524537540000,86056DC723,1UB,53790120,1524537540000,25012,86669QC723,25011,1524520016000
1524522600000,,1VC,54606571,1524522600000,44114,23680Q1723,44113,1524520319000
1524522600000,,1VC,54606571,1524522600000,44113,23680Q1723,44113,1524520328000
1524556740000,42000EC424,22Y,95998090,1524556740000,09149,42677RC424,09150,1524522060000
1524514410000,,1HB,51426830,1524514410000,24501,25617PCY23,24701,1524522117000
1524522780000,,,22206000,1524522780000,87203,879M67M823,87232,1524522300000
1524566640000,,239,52662890,1524566640000,09149,70457WC624,09159,1524522720000
1524527220000,,1RL,56155120,1524527220000,73249,63041D1823,73250,1524526065000
1524537120000,,266,52160340,1524537120000,73240,72606SC124,73250,1524527457000
1524551610000,,1ZN,59122720,1524551610000,51200,72636RC424,51210,1524527561000
1524551610000,,1ZN,59122720,1524551610000,51206,72636RC424,51210,1524527576000
1524546660000,,22J,59120020,1524546660000,82100,86768HC224,82101,1524528916000
1524532740000,,217,54761000,1524532740000,56590,466M15C823,56591,1524529565000
1524548100000,560E16C324,26G,54761000,1524548100000,23440,566E16C324,23430,1524530808000
1524535560000,,1E0,95998790,1524535560000,23430,04686OC723,23440,1524530826000
1524571230000,,1JL,52406840,1524571230000,51401,07638PCV23,51400,1524531390000
1524561210000,,23J,57610316,1524561210000,70087,89683RC124,70081,1524531596000
1524536460000,,26D,57610310,1524536460000,89366,89024E2024,89363,1524534600000
1524557520000,,22B,53121220,1524557520000,65700,81668RC524,65561,1524547095000
1524550380000,,26L,53790121,1524550380000,56590,56611SC624,56591,1524549194000
1524552690000,,2AW,53790125,1524552690000,74314,74046E2624,74315,1524549299000
1524555720000,,2A9,54606571,1524555720000,56573,62654S1524,56591,1524550146000
1524555900000,,26N,52495100,1524555900000,56580,56025E1B24,56591,1524550218000
1524529320000,,1EC,54606070,1524529320000,65710,36450VC723,65707,1524552267000
1524555720000,,2A9,54606571,1524555720000,56590,62654S1524,56591,1524553240000
1524585450000,,2S0,56609010,1524585450000,65700,86650UCH24,65709,1524558086000
1524577830000,,2H1,56120720,1524577830000,73250,82646TCH24,73240,1524559394000
1524557220000,,,25507005,1524557220000,74313,733D152A24,74322,1524559920000
1524579240000,,2TK,57620470,1524579240000,65557,34672UCE24,65555,1524560407000
1524561660000,76082EC923,1ZP,51426930,1524561660000,21210,76637RC923,21244,1524560673000
1524553440000,,2IN,52495100,1524553440000,81511,82071EC624,81500,1524561600000
1524571020000,,2QA,51464780,1524571020000,23451,454D012F24,23458,1524562620000
1524572100000,,2WL,52160340,1524572100000,73666,73617VCH24,73663,1524563108000
1524562380000,,2KM,53790125,1524562380000,65705,56086E2A24,65712,1524564754000
1524565860000,,2TJ,51426930,1524565860000,22040,21033FCF24,22061,1524565838000
1524581220000,,2YW,57610312,1524581220000,70087,70637VCP24,70081,1524566969000
1524572700000,,2YI,51426930,1524572700000,19121,19633VCK24,19115,1524567420000
1524572700000,,2YI,51426930,1524572700000,19115,19633VCK24,19115,1524567532000
1524558060000,,2JE,51426930,1524558060000,19121,25673TC524,19115,1524567544000
1524582060000,,2IL,51426930,1524582060000,44215,65668TCL24,44214,1524568639000
1524571560000,89034FC124,23J,57610316,1524571560000,35555,89683RC124,36501,1524568920000
1524572040000,89034FC124,23J,57610316,1524572040000,36501,89683RC124,36408,1524568920000
1524572040000,89034FC124,23J,57610316,1524572040000,36404,89683RC124,36408,1524569100000
1524571800000,89034FC124,23J,57610316,1524571800000,35551,89683RC124,36401,1524569160000
1524571800000,89034FC124,23J,57610316,1524571800000,35550,89683RC124,36401,1524569160000
1524572880000,89034FC124,23J,57610316,1524572880000,36328,89683RC124,36402,1524569280000
1524572880000,89034FC124,23J,57610316,1524572880000,36320,89683RC124,36402,1524569280000
1524572880000,89034FC124,23J,57610316,1524572880000,35551,89683RC124,36402,1524569280000
1524571800000,89034FC124,23J,57610316,1524571800000,35553,89683RC124,36401,1524569400000
1524572880000,89034FC124,23J,57610316,1524572880000,35550,89683RC124,36402,1524569400000
1524571800000,89034FC124,23J,57610316,1524571800000,35552,89683RC124,36401,1524569520000
1524566640000,,239,52662890,1524566640000,09159,70457WC624,09159,1524570060000
1524576000000,,2TT,54761000,1524576000000,56590,236M73CH24,56591,1524571029000
1524571560000,,2QT,52495800,1524571560000,65700,78020F2C24,65705,1524571062000
1524572520000,,,24605004,1524572520000,87201,892W32MG24,88401,1524572040000
1524573600000,,,24605004,1524573600000,87201,882R36ML24,88401,1524572040000
1524574320000,,,24605004,1524574320000,87201,892W34MH24,88401,1524572940000
1524575400000,,,24605004,1524575400000,87201,882R38MM24,88401,1524573000000
1524575100000,,2ZV,51461580,1524575100000,23451,234H062M24,23458,1524573246000
1524587100000,,34R,59406441,1524587100000,85402,85608WCQ24,85401,1524574566000
1524580320000,,,22329000,1524580320000,67116,651V28MN24,67195,1524574740000
1524586950000,,,22329000,1524586950000,67116,761M72MR24,67195,1524574920000
1524577200000,,2T3,59120020,1524577200000,73250,89665UCI24,73240,1524576418000
1524558780000,,2JL,50520220,1524558780000,81237,76675T1B24,81228,1524579205000
1524578700000,,28E,57610312,1524578700000,70087,89633SCA24,70081,1524580266000
1524578340000,,2U1,54761000,1524578340000,65711,586G16CI24,65705,1524581627000
1524597000000,,3BY,56120720,1524597000000,73250,63679WCX24,73240,1524583616000
1524584340000,,39Z,56230736,1524584340000,56590,56468YCO24,56591,1524587181000
1524607140000,,3A6,56609010,1524607140000,51341,74469YCT24,51340,1524587288000
1524591000000,,3EU,57620785,1524591000000,16448,16066G1U24,16444,1524588319000
1524587340000,,2XP,56460581,1524587340000,23458,660Z911I24,23451,1524589498000
1524598560000,,2UK,51426930,1524598560000,22038,65691U2G24,22061,1524589885000
1524588840000,,3AK,57121020,1524588840000,88505,88667WCP24,88502,1524592990000
1524595560000,,,22218000,1524595560000,87203,529N49MW24,87232,1524595620000
1524596640000,,,22206000,1524596640000,87203,879M53MY24,87232,1524595680000
1524598500000,,3EV,53790121,1524598500000,65700,56620XCT24,65705,1524597661000
1524631080000,,3L7,57622970,1524631080000,09322,34696XC824,09317,1524597690000
1524583020000,89036ECC24,28D,51610410,1524583020000,23432,89487WCC24,23422,1524599936000
1524601200000,,2UK,51426930,1524601200000,21201,65691U2G24,21244,1524601211000
1524603300000,,2ZA,51426930,1524603300000,22038,15640VCO24,22029,1524602658000
1524633060000,,3P9,59120020,1524633060000,82100,86733IC225,82101,1524603723000
1524615300000,,3QG,59418042,1524615300000,79780,80022HC724,79771,1524604419000
1524605280000,,3AB,54606570,1524605280000,65700,74664WCW24,65705,1524605106000
1524610770000,,3G7,51426930,1524610770000,56590,44639X1Z24,56591,1524608845000
1524628350000,,3MU,56120721,1524628350000,73240,76617Y1Z24,73250,1524610281000
1524610260000,,3NC,57121020,1524610260000,88505,88624YC724,88502,1524613132000
1524619140000,,3M6,54761000,1524619140000,56590,466M15C824,56591,1524617256000
1524621960000,,35H,95998790,1524621960000,23430,04613WC724,23440,1524617666000
1524647610000,,3WP,57610316,1524647610000,70087,89624ZC125,70081,1524618235000
1524616560000,74044HC924,3NI,56609010,1524616560000,74310,74434ZC924,74314,1524618431000
1524656100000,,3CU,52406840,1524656100000,51401,07692WCV24,51400,1524618908000
1524628350000,,3MU,56120721,1524628350000,73250,76617Y1Z24,73250,1524624591000
1524635520000,,,24788005,1524635520000,87979,885C39M525,87975,1524628980000
1524641940000,,3RI,50520620,1524641940000,51210,35665Y1924,51205,1524630353000
1524635730000,,3RP,57121020,1524635730000,88505,88669Y1425,88502,1524633931000
1524643020000,,3ZT,59427320,1524643020000,66025,77665Z1325,66029,1524638330000
1524639120000,,3KZ,53790120,1524639120000,22038,86693XC724,22029,1524639868000
1524642000000,,4CS,53790121,1524642000000,22038,23638BC625,22029,1524641645000
1524665100000,,483,57610312,1524665100000,70087,89693ACA25,70081,1524643020000
1524644460000,,45G,51426930,1524644460000,19121,25656AC525,19115,1524643238000
1524646800000,,492,51426930,1524646800000,19113,25604BC625,19115,1524643246000
1524643200000,,4II,56609010,1524643200000,36330,36065I2C25,36320,1524644520000
1524646440000,,4E6,22244008,1524646440000,11519,111Z801D25,11525,1524646252000
1524646440000,,4E6,22244008,1524646440000,11525,111Z801D25,11525,1524647305000
1524659220000,,41J,59120042,1524659220000,82243,74750ICD25,82202,1524647821000
1524138150000,,,22218000,1524138150000,87233,529N21MI19,87233,1524648180000
1524143880000,,,22206000,1524143880000,87203,879M30MM19,87232,1524650400000
1524149250000,,,22206000,1524149250000,87203,879M36MP19,87232,1524650460000
1524178230000,,,22206000,1524178230000,87207,879M68M819,87207,1524650640000
1524178230000,,,22206000,1524178230000,87203,879M68M819,87207,1524650640000
1524656880000,,4C8,56230736,1524656880000,56590,21630BC625,56591,1524651364000
1524216780000,,,22206000,1524216780000,87203,879M15ME20,87232,1524651420000
1524209640000,,,22206000,1524209640000,87203,879M07MB20,87232,1524651420000
1524211350000,,,22206000,1524211350000,87203,879M09MB20,87232,1524651480000
1524650490000,,,21799100,1524650490000,30118,305P012G25,30116,1524652080000
1524652200000,,4FS,56609010,1524652200000,65705,66050I2E25,65700,1524652080000
1524651780000,,402,51426930,1524651780000,65705,56670ZC125,65700,1524653404000
1524215880000,,,22206000,1524215880000,87203,879M14ME20,87232,1524655380000
1524214980000,,,22206000,1524214980000,87203,879M13MD20,87232,1524655560000
1524212160000,,,22206000,1524212160000,87203,879M10MC20,87232,1524656340000
1524210540000,,,22206000,1524210540000,87203,879M08MB20,87232,1524658740000
1524208680000,,,22206000,1524208680000,87203,879M06MA20,87232,1524658740000
1524662700000,,4I3,95998790,1524662700000,23430,23614CCM25,23440,1524660220000
1524662400000,,4J2,54761000,1524662400000,56590,236X73CH25,56591,1524660236000
1524671820000,,4FZ,59120020,1524671820000,82100,73762ICL25,82101,1524662944000
1524670680000,,,22974000,1524670680000,30118,305C542R25,30125,1524670020000
1524670680000,,,22974000,1524670680000,30148,305C542R25,30125,1524670020000
1524671520000,55089JCP25,4FB,53790121,1524671520000,56580,55665BCP25,56591,1524671199000
1524670770000,,4WH,56230736,1524670770000,56590,56454BCO25,56591,1524671316000
1524675240000,,4Y3,57121020,1524675240000,88505,88678DCP25,88502,1524671345000
1524693540000,,51B,56609010,1524693540000,51341,74480BCT25,51340,1524672181000
1524679860000,,3RS,56609010,1524679860000,36323,86671YC425,36320,1524673909000
1524683700000,,,22350000,1524683700000,30118,305F07MX25,30148,1524676560000
1524694320000,,5B1,54606070,1524694320000,36406,36424CC725,36408,1524680725000
1524717480000,,5B5,57622970,1524717480000,09322,34631FC825,09317,1524680964000
1524684900000,,50W,53790121,1524684900000,65700,56603ECT25,65705,1524682194000
1524666960000,,4LG,57121020,1524666960000,86036,88657CCI25,86030,1524683526000
1524696420000,,58S,59122747,1524696420000,73240,74697ECZ25,73250,1524685502000
1524690360000,,52T,51462783,1524690360000,23451,166D10CZ25,24222,1524686296000
1524690360000,,52T,51462783,1524690360000,23458,166D10CZ25,24222,1524688651000
1524687600000,,4NF,51426930,1524687600000,21201,65678CCM25,21244,1524688961000
1524690930000,,,24748000,1524690930000,87601,871C30M725,87637,1524688980000
1524688560000,,,24748000,1524688560000,87601,861C01MW25,87637,1524689280000
1524690930000,,,24748000,1524690930000,87601,871C03MZ25,87219,1524690000000
1524693180000,,,24746000,1524693180000,87601,871F60M725,87219,1524690000000
1524692700000,,,24784000,1524692700000,87601,872P43M725,87201,1524691020000
1524692940000,,,24784000,1524692940000,87601,872P43M725,87203,1524691020000
1524719460000,,5EN,59120020,1524719460000,82100,86700JC326,82101,1524691413000
1524691680000,74023KCW25,59Q,54606570,1524691680000,65700,74609FCW25,65705,1524692707000
1524692700000,,,24784000,1524692700000,87201,872P43M725,87201,1524693960000
1524708360000,,4YD,95998790,1524708360000,23430,04681DC725,23440,1524694095000
1524695070000,,,24746000,1524695070000,86461,871H58M725,87959,1524694920000
1524696660000,,5CR,57121020,1524696660000,88505,88648FC725,88502,1524698223000
1524702960000,74079KC925,5D4,56609010,1524702960000,74310,74436CC925,74314,1524699035000
1524722580000,,52E,52407530,1524722580000,86090,66485B2Z25,86087,1524699211000
1524700020000,,5CY,56155120,1524700020000,73249,63036K1825,73250,1524699697000
1524697020000,,58W,55303021,1524697020000,16502,18418CC825,18014,1524700254000
1524734010000,,5K0,57610316,1524734010000,70087,89641GC126,70081,1524704214000
1524705540000,,5KA,54761000,1524705540000,56590,466M15C825,56591,1524708367000
1524704130000,,5AG,53121220,1524704130000,35550,29620F1925,35555,1524715506000
1524712890000,,4ZM,51425230,1524712890000,76470,09689DCS25,76401,1524716867000
1524724020000,,5MJ,57121020,1524724020000,88505,88669GC526,88502,1524718936000
1524731730000,,631,55303021,1524731730000,16502,18458DCC26,18015,1524725737000
1524719760000,,5T4,50520620,1524719760000,22029,21636HC326,21425,1524726051000
1524752040000,,69S,57620470,1524752040000,65557,34634JCE26,65555,1524728888000
1524737340000,,66K,50520620,1524737340000,22029,21692ICE26,22031,1524729209000
1524745650000,,6BW,56120720,1524745650000,72251,89669JCE26,72268,1524731324000
1524746010000,,6BW,56120720,1524746010000,73250,89669JCE26,72115,1524731382000
1524744120000,,6CZ,52160340,1524744120000,73250,72682JCH26,73240,1524732845000
1524751500000,,5TT,57610312,1524751500000,70087,89643HCA26,70081,1524733533000
1524743280000,,658,56230736,1524743280000,56590,21677IC626,56591,1524734754000
1524768660000,,61H,52495100,1524768660000,56580,65041L1526,56591,1524734764000
1524730860000,,5Y4,51426930,1524730860000,19113,25614IC526,19115,1524736868000
1524753780000,09092LCP26,6AJ,95998090,1524753780000,09149,09650JCP26,09150,1524740700000
1524775440000,09092LCP26,6AJ,95998090,1524775440000,42162,09650JCP26,42159,1524740700000
1524746760000,09091LCL26,6AI,95998090,1524746760000,09149,09649JCL26,09150,1524740760000
1524750000000,,6FL,59120020,1524750000000,73250,89618KCI26,73240,1524741172000
1524742500000,,6AK,52406840,1524742500000,51401,72651J2G26,51400,1524741398000
1524755820000,,5TS,51610410,1524755820000,23432,89412DCC26,23422,1524744527000
1524747180000,,61M,54761000,1524747180000,23433,586E42CA26,23430,1524745216000
1524748800000,,6B7,54761000,1524748800000,56590,236M73CH26,56591,1524748435000
1524745500000,,6NU,52495800,1524745500000,09150,09083M2K26,09149,1524748500000
1524744660000,,,25505005,1524744660000,73777,732T36MJ26,73767,1524751560000
1524750660000,,,25503003,1524750660000,73777,732Y42MN26,73767,1524751620000
1524752460000,,,25503003,1524752460000,73777,732Y44MO26,73767,1524752280000
1524754920000,,6IQ,53790121,1524754920000,56590,55655K2M26,56591,1524755218000
1524781560000,,6UL,52496101,1524781560000,21195,21656LC826,21204,1524755220000
1524767640000,,6SN,55303021,1524767640000,16502,21635LCS26,18010,1524755818000
1524762570000,,,24748000,1524762570000,86441,861C85MS26,86424,1524756120000
1524753360000,,6FM,57121020,1524753360000,86036,88619KCI26,86030,1524756697000
1524755580000,,,24659005,1524755580000,88421,882E87MO26,88466,1524756720000
1524755580000,,,24659005,1524755580000,88422,882E87MO26,88466,1524756780000
1524772260000,,67C,59120020,1524772260000,82202,73731JCQ26,82243,1524759798000
1524743670000,,6DT,56120720,1524743670000,74314,82689JCH26,74291,1524760520000
1524775320000,59039NCZ26,6YK,56120633,1524775320000,59221,59694LCZ26,59241,1524761388000
1524770160000,,6YT,52190594,1524770160000,07311,07413FCY26,07390,1524761700000
1524763500000,,6XL,57622770,1524763500000,76123,79030N2S26,76120,1524762167000
1524758580000,,6RL,56230736,1524758580000,56590,56475ECO26,56591,1524762411000
1524776130000,,70L,55303021,1524776130000,16502,18421FCZ26,18010,1524764260000
1524776130000,,70L,55303021,1524776130000,18010,18421FCZ26,18010,1524764336000
1524779940000,,6TW,56609010,1524779940000,51341,74489ECT26,51340,1524764360000
1524776130000,,70L,55303021,1524776130000,16502,18421FCZ26,18010,1524764535000
1524774000000,,6FS,51426930,1524774000000,21201,65621KCM26,21244,1524765401000
1524772560000,,,24650005,1524772560000,88403,882M68MY26,88401,1524769020000
1524771300000,,6UV,53790121,1524771300000,65700,56660LCT26,65705,1524769639000
1524772200000,,6W4,52160345,1524772200000,56590,46495ECT26,56591,1524770801000
1524776100000,,69F,51426930,1524776100000,22038,15632JCO26,22029,1524773299000
1524761760000,,6NY,56661501,1524761760000,57403,36085M2O26,56625,1524773280000
1524782310000,21460FCZ26,74W,55303021,1524782310000,16502,21684MCZ26,18015,1524774076000
1524776580000,,6PV,95998090,1524776580000,65700,42613LCY26,65705,1524775275000
1524781560000,,6UL,52496101,1524781560000,21204,21656LC826,21204,1524776940000
1524780720000,,74A,54606070,1524780720000,36406,36437FC726,36408,1524777003000
1524777060000,,6UI,52496101,1524777060000,21204,21010NCZ26,21195,1524777120000
1524803880000,,79K,57622970,1524803880000,09322,34638NC826,09317,1524777200000
1524777600000,,6ZR,52160348,1524777600000,25624,34610MCY26,25623,1524778474000
1524778380000,,75K,51464780,1524778380000,24222,186D22CZ26,23461,1524778519000
1524794760000,,6PW,95998790,1524794760000,23430,04614LC726,23440,1524779496000
1524781980000,42014O2726,7AE,50520220,1524781980000,65705,42655N2726,65700,1524784094000
1524783060000,,788,57121020,1524783060000,88505,88620NC726,88502,1524784965000
1524783570000,,702,51426930,1524783570000,56590,44615M1Z26,56591,1524786416000
1524801150000,,72X,56120721,1524801150000,73240,76661M1Z26,73250,1524786756000
1524791940000,,77X,54761000,1524791940000,56590,466M15C826,56591,1524790362000
1524805860000,,7LF,59120020,1524805860000,82100,86781JC227,82101,1524790630000
1524820410000,,7GX,57610316,1524820410000,70087,89631OC127,70081,1524791149000
1524797940000,,7M0,57610311,1524797940000,89739,00416G2227,89735,1524791460000
1524809730000,,7GC,51464580,1524809730000,24222,176D901427,23451,1524798754000
1524809670000,,7U3,56030020,1524809670000,35550,35576SM627,35531,1524803567000
1524817260000,,7SV,57620785,1524817260000,78326,79449GC527,78321,1524806323000
1524807300000,,7LG,54761000,1524807300000,23432,566E16C327,23430,1524807551000
1524807300000,,7LG,54761000,1524807300000,23430,566E16C327,23430,1524807567000
1524815820000,,,12225110,1524815820000,35111,351J02MB27,35136,1524810000000
1524821580000,,7VQ,59406441,1524821580000,85412,85611QC627,85423,1524810452000
1524808830000,,7JQ,57620470,1524808830000,72223,42666O1127,72236,1524812302000
1524850380000,,7SS,52495100,1524850380000,56580,56093O1C27,56591,1524813244000
1524838440000,,84C,57620470,1524838440000,65557,34621RCE27,65555,1524817416000
1524815040000,,7IC,57622970,1524815040000,72118,34651OC926,72117,1524817970000
1524812700000,460O35C127,7I6,54761000,1524812700000,88729,466O35C127,88730,1524819385000
1524821280000,,7I2,51426930,1524821280000,75013,76647OC627,75011,1524820182000
1524819540000,,7IT,56400020,1524819540000,65700,67055OCB27,65702,1524821832000
1524839460000,,7QA,51426930,1524839460000,65700,65647PCM27,65710,1524822811000
1524742860000,,,25505005,1524742860000,73777,732T34MI26,73767,1524822960000
1524831600000,,897,52490470,1524831600000,82085,82679R1K27,82089,1524825180000
1524831600000,,897,52490470,1524831600000,82089,82679R1K27,82089,1524825240000
1524817260000,,7FQ,51426930,1524817260000,19121,25622OC527,19115,1524825315000
1524820560000,,7KY,56609010,1524820560000,65702,66067O2C27,65700,1524826724000
1524837120000,,8AP,59430641,1524837120000,76470,65098P2I27,76401,1524826743000
1524846300000,,8BM,59406441,1524846300000,85402,85616SCQ27,85401,1524828094000
1524828900000,,6W7,52406840,1524828900000,51401,07671LCV26,51400,1524828333000
1524835740000,,8AU,50520220,1524835740000,56573,23000Q2K27,56580,1524830600000
1524835200000,,82J,54761000,1524835200000,56590,236M73CH27,56591,1524831891000
1524833280000,,7V9,51426830,1524833280000,65702,65005P1K27,65712,1524833574000
1524851580000,,7YX,59120035,1524851580000,82243,86790JCL27,82202,1524833678000
1524833580000,,7UH,54761000,1524833580000,23433,586E42CA27,23430,1524833693000
1524841140000,,8B9,51460680,1524841140000,23458,196D722L27,24222,1524834769000
1524837780000,,891,54606070,1524837780000,42159,70421HCK27,42140,1524834926000
1524849180000,,8HJ,59120020,1524849180000,82100,82708KCS27,82095,1524836417000
1524840180000,09041PCP27,81G,95998090,1524840180000,09149,09680QCP27,09150,1524836820000
1524861840000,09041PCP27,81G,95998090,1524861840000,42162,09680QCP27,42159,1524836820000
1524837660000,,8A9,51464584,1524837660000,24222,230Z981J27,23451,1524838135000
1524851580000,,7YX,59120035,1524851580000,82202,86790JCL27,82202,1524839385000
1524837900000,,7KP,57610312,1524837900000,70087,89680OCA27,70081,1524840156000
1524851580000,,7YX,59120035,1524851580000,82243,86790JCL27,82202,1524840480000
1524866340000,,877,56609010,1524866340000,51341,74410HCT27,51340,1524840975000
1524844980000,,8K8,56230736,1524844980000,56590,56470HCO27,56591,1524844647000
1524843540000,,8EK,51426930,1524843540000,65700,65651SCQ27,65707,1524844656000
1524876480000,,8QH,50510170,1524876480000,49202,49093QC028,49200,1524847052000
1524852660000,,7D4,56609010,1524852660000,36323,86688NC427,36320,1524847113000
1524847860000,,7KN,51610410,1524847860000,22029,89408GCC27,22040,1524847508000
1524859080000,,8PD,53790125,1524859080000,56590,23088Q1X27,56580,1524851134000
1524852870000,,8ML,59120020,1524852870000,82100,82714KCU27,82095,1524851155000
1524855360000,,8MA,56120620,1524855360000,56573,59072Q1W27,56580,1524853676000
1524881160000,,8HE,95998790,1524881160000,23430,04678SC727,23440,1524856153000
1524860400000,,7QA,51426930,1524860400000,21201,65647PCM27,21244,1524856322000
1524914340000,,8MZ,52406840,1524914340000,51401,07629TCV27,51400,1524858016000
1524863190000,,8VZ,51464680,1524863190000,24222,226D221Y27,23451,1524859500000
1524874710000,,8UU,53790125,1524874710000,62211,56605U1Z27,62209,1524864507000
1524867120000,,8XC,54606070,1524867120000,36406,36417IC727,36408,1524865584000
1524875760000,74070RC927,929,56609010,1524875760000,74310,74449IC927,74314,1524867389000
1524877140000,,8WX,51464580,1524877140000,24222,316E39C827,23451,1524867494000
1524912900000,,951,52660194,1524912900000,72212,42079RC628,72229,1524870000000
1524869460000,,8ZL,57121020,1524869460000,88505,88726K1727,88502,1524871529000
1524874080000,,,12226820,1524874080000,32553,325H66M927,32552,1524873900000
1524879000000,,95T,54606570,1524879000000,56590,34084R1028,56591,1524874812000
1524878340000,,91K,54761000,1524878340000,56590,466M15C827,56591,1524874824000
1524877260000,,8HW,52160345,1524877260000,34100,46683S1R27,34101,1524877065000
1524906840000,,922,57610316,1524906840000,70087,89676UC128,70081,1524883882000
1524881790000,,8U2,55303021,1524881790000,18019,21693TC028,18015,1524884244000
1524891360000,,98Q,55303021,1524891360000,16502,18490IC428,18014,1524890818000
1524896460000,,99U,57121020,1524896460000,88505,88664VC528,88502,1524891209000
1524901200000,,99T,57121020,1524901200000,86036,88736KC428,86030,1524891348000
1524895200000,,,21730005,1524895200000,36173,325E62M528,36600,1524894600000
1524909240000,,9HN,51463180,1524909240000,21199,234R701C28,21219,1524898320000
1524921360000,,9JQ,57620170,1524921360000,76123,79441J1K28,76120,1524902358000
1524920640000,,96D,57610312,1524920640000,70087,89618V1A28,70081,1524902387000
