src_id,Name,Area,Area type,Station start date,Station end date,Latitude,Longitude,Postcode
57063,THOMASTOWN ,FERMANAGH ,COUNTY ,26/06/2012,Current ,54.3295,-7.59413,BT94 2 
2710,THORNES PARK ,WEST YORKSHIRE ,COUNTY ,01/01/1978,Current ,53.6721,-1.51462,WF2 8 
779,THORNEY ISLAND ,WEST SUSSEX ,COUNTY ,01/01/1941,Current ,50.8142,-0.92098,PO10 8 
1035,THREAVE ,KIRKCUDBRIGHTSHIRE ,COUNTY ,01/01/1930,Current ,54.9257,-3.94844,DG7 1 
61986,TIBENHAM AIRFIELD ,NORFOLK ,COUNTY ,12/02/2015,Current ,52.4562,1.16399,NR16 1 
18974,TIREE ,ARGYLL (IN STRATHCLYDE REGION) ,COUNTY ,01/01/1926,Current ,56.5,-6.8796,PA77 6 
62151,TOMNAVOULIN ,MORAY (IN HIGHLAND REGION) ,COUNTY ,07/06/2018,Current ,57.3192,-3.30974,AB37 9 
16596,TOPCLIFFE ,NORTH YORKSHIRE ,COUNTY ,01/01/1947,Current ,54.2045,-1.38856,YO7 3 
18942,TOPCLIFFE AIRFIELD ,NORTH YORKSHIRE ,COUNTY ,01/02/1988,Current ,54.2631,-1.31827,YO7 2 
1494,TRASSEY SLIEVENAMAN ,DOWN ,COUNTY ,01/01/1985,Current ,54.2054,-6.00518,BT33 0 
1209,TRAWSGOED ,DYFED ,COUNTY ,01/01/1950,Current ,52.3439,-3.94683,SY23 4 
1276,TREDEGAR: BRYN BACH PARK NO 2 ,GWENT ,COUNTY ,01/01/1995,Current ,51.7834,-3.2667,NP2 3 
56339,TREGARTH ,GWYNEDD ,COUNTY ,01/12/2008,21/09/2017,53.188,-4.10473,LL57 4 
1412,TREKNOW ,CORNWALL ,COUNTY ,01/01/1992,Current ,50.6459,-4.75427,PL34 0 
105,TULLOCH BRIDGE ,INVERNESS-SHIRE ,COUNTY ,01/01/1982,Current ,56.8667,-4.7067,PH31 4 
246,TURNHOUSE ,MIDLOTHIAN (IN LOTHIAN REGION) ,COUNTY ,01/01/1947,Current ,55.9508,-3.34692,EH12 0 
195,TYNDRUM NO 3 ,PERTHSHIRE (IN CENTRAL REGION) ,COUNTY ,01/01/1990,Current ,56.4192,-4.65976,FK20 8 
61908,UNDERTON ,SHROPSHIRE ,COUNTY ,01/07/2014,Current ,52.5234,-2.46652,WV16 6 
19159,UPPER LAMBOURN ,BERKSHIRE ,COUNTY ,01/04/1997,21/09/2017,51.5193,-1.54735,RG17 8 
55896,URQUHART: NORTHWOOD ,ROSS & CROMARTY ,COUNTY ,01/11/2005,Current ,57.5945,-4.37275,IV7 8 
56939,USK NO 2 ,MONMOUTHSHIRE ,COUNTY ,26/05/2011,Current ,51.7139,-2.92184,NP15 1 
17090,VALENTIA OBSERVATORY ,KERRY ,COUNTY ,01/01/1974,Current ,51.9397,-10.2444,None 
1145,VALLEY ,GWYNEDD ,COUNTY ,01/12/1930,Current ,53.2524,-4.53524,LL65 3 
1243,VELINDRE ,POWYS (SOUTH) ,COUNTY ,01/01/1982,Current ,52.0252,-3.18601,LD3 0 
8605,VIRGINSTOW: BEAWORTHY ,DEVON ,COUNTY ,01/01/1976,Current ,50.7104,-4.29594,EX21 5 
384,WADDINGTON ,LINCOLNSHIRE ,COUNTY ,01/01/1946,Current ,53.1751,-0.52173,LN5 9 
16725,WAINFLEET NO 2 ,LINCOLNSHIRE ,COUNTY ,01/01/1988,Current ,53.088,0.27265,PE24 4 
825,WALLINGFORD ,OXFORDSHIRE ,COUNTY ,01/01/1960,Current ,51.6026,-1.11173,OX10 8 
300,WALLINGTON ,NORTHUMBERLAND ,COUNTY ,01/01/1994,Current ,55.1542,-1.94306,NE61 4 
1078,WALNEY ISLAND ,CUMBRIA ,COUNTY ,01/01/1971,Current ,54.1247,-3.25657,LA14 3 
1074,WARCOP RANGE ,CUMBRIA ,COUNTY ,01/01/1983,Current ,54.5723,-2.41172,CA16 6 
440,WATTISHAM ,SUFFOLK ,COUNTY ,01/01/1959,Current ,52.1234,0.9591,IP7 7 
1607,WEDDLE ISLAND: FALKLAND IS ,FALKLAND IS ,ISLAND ,01/01/1991,Current ,-51.9,-60.917,None 
596,WELLESBOURNE ,WARWICKSHIRE ,COUNTY ,01/01/1950,Current ,52.2054,-1.60345,CV35 9 
1039,WEST FREUGH ,WIGTOWNSHIRE ,COUNTY ,01/01/1943,Current ,54.859,-4.93414,DG9 9 
691,WESTONBIRT ,GLOUCESTERSHIRE ,COUNTY ,01/01/1976,Current ,51.6065,-2.21947,GL8 8 
9280,WESTONZOYLAND ,SOMERSET ,COUNTY ,01/01/1988,Current ,51.1146,-2.92078,TA7 0 
421,WEYBOURNE ,NORFOLK ,COUNTY ,01/01/1986,Current ,52.949,1.12413,NR25 7 
359,WHITBY ,NORTH YORKSHIRE ,COUNTY ,01/01/1939,Current ,54.4807,-0.62411,YO21 3 
1223,WHITECHURCH ,DYFED ,COUNTY ,01/01/1975,Current ,51.9883,-4.67792,SA41 3 
61949,WHIXALL MOSSES NNR ,SHROPSHIRE ,COUNTY ,07/11/2014,01/10/2018,52.9252,-2.75489,SY13 2 
32,WICK AIRPORT ,CAITHNESS ,COUNTY ,1873-01-01 ,Current ,58.4541,-3.0884,KW1 4 
16769,WIGGONHOLT ,WEST SUSSEX ,COUNTY ,01/01/1995,Current ,50.9376,-0.49214,RH20 2 
17224,WIGHT: NEEDLES OLD BATTERY ,ISLE OF WIGHT ,COUNTY ,01/01/1996,Current ,50.6623,-1.58206,PO39 
878,WIGHT: SHANKLIN ,ISLE OF WIGHT ,COUNTY ,01/01/1947,Current ,50.6231,-1.17941,PO37 6 
876,WIGHT: ST CATHERINES POINT ,ISLE OF WIGHT ,COUNTY ,01/01/1924,Current ,50.5751,-1.29549,PO38 2 
877,WIGHT: VENTNOR PARK ,ISLE OF WIGHT ,COUNTY ,01/01/1926,Current ,50.5922,-1.21178,PO38 1 
62119,WILLINGTON ,DERBYSHIRE ,COUNTY ,15/03/2017,Current ,52.8641,-1.55705,DE65 6 
10268,WINCHCOMBE: SUDELEY CASTLE ,GLOUCESTERSHIRE ,COUNTY ,01/01/1922,Current ,51.9475,-1.95271,GL54 5 
56424,WINTERBOURNE NO2 ,WEST MIDLANDS ,COUNTY ,03/02/2011,Current ,52.456,-1.92619,B15 2 
719,WISLEY ,SURREY ,COUNTY ,01/01/1904,Current ,51.3103,-0.47478,GU23 6 
62139,WISLEY NO 2 ,SURREY ,COUNTY ,08/05/2018,Current ,51.3098,-0.47392,GU23 6 
583,WITTERING ,CAMBRIDGESHIRE ,COUNTY ,01/01/1955,Current ,52.6115,-0.46632,PE8 6 
458,WOBURN ,BEDFORDSHIRE ,COUNTY ,1882-01-01 ,Current ,52.014,-0.59457,MK43 0 
25069,WOODVALE ,MERSEYSIDE ,COUNTY ,01/11/1999,Current ,53.5674,-3.04953,L37 
487,WRITTLE ,ESSEX ,COUNTY ,01/01/1940,Current ,51.733,0.43079,CM1 3 
23450,WYCH CROSS ,EAST SUSSEX ,COUNTY ,01/06/1998,Current ,51.0653,0.03443,RH18 5 
61844,WYRE FOREST NNR ,WORCESTERSHIRE ,COUNTY ,09/04/2014,01/10/2018,52.3842,-2.3476,DY12 
61938,YARNER WOOD NNR ,DEVON ,DRAINAGE ID ,07/10/2014,01/10/2018,50.5918,-3.71556,TQ13 9 
1302,YEOVILTON ,SOMERSET ,COUNTY ,01/01/1964,Current ,51.0059,-2.64148,BA22 8 
