src_id,Name,Area,Area type,Station start date,Station end date,Latitude,Longitude,Postcode
23510,HOLNE: PRIDDONS FARM ,DEVON ,COUNTY ,01/07/1998,Current ,50.5168,-3.84164,TQ13 7 
30476,HOUGHTON HALL ,NORFOLK ,COUNTY ,01/12/2001,Current ,52.8237,0.65408,PE31 6 
56986,HULL: EAST PARK ,HUMBERSIDE ,COUNTY ,14/10/2011,Current ,53.7656,-0.29638,HU8 
18923,HUMBERSIDE ,HUMBERSIDE ,COUNTY ,01/07/1983,Current ,53.6297,-0.28041,DN40 3 
996,HUNTERSTON NO 3 ,AYRSHIRE ,COUNTY ,01/01/1963,Current ,55.7227,-4.89218,KA23 9 
8231,HUNTSHAM ,DEVON ,COUNTY ,01/01/1964,Current ,50.9526,-3.43723,EX16 7 
842,HURN ,DORSET ,COUNTY ,01/01/1951,Current ,50.7789,-1.83483,BH23 6 
61937,INGLEBOROUGH NNR ,LANCASHIRE ,COUNTY ,22/09/2014,01/10/2018,54.1796,-2.36708,LA6 3 
177,INVERBERVIE NO 2 ,KINCARDINESHIRE ,COUNTY ,01/01/1987,Current ,56.8521,-2.26435,DD10 0 
23417,ISLAY: PORT ELLEN ,ARGYLL (IN STRATHCLYDE REGION) ,COUNTY ,01/01/1968,Current ,55.6813,-6.24866,PA42 7 
1319,ISLE OF PORTLAND ,DORSET ,COUNTY ,01/05/1963,Current ,50.5216,-2.45431,DT5 2 
62083,IVER W WKS ,BUCKINGHAMSHIRE ,COUNTY ,28/06/2016,Current ,51.5119,-0.49461,SL0 9 
1575,JERSEY: AIRPORT ,JERSEY ,ISLAND ,01/01/1952,Current ,49.208,-2.196,JE3 7 
56370,JOHNSTOWN CASTLE ,WEXFORD ,COUNTY ,01/11/2008,Current ,52.3,-6.5,None 
1504,KATESBRIDGE ,DOWN ,COUNTY ,01/01/1983,Current ,54.2966,-6.11019,BT32 5 
622,KEELE ,STAFFORDSHIRE ,COUNTY ,01/01/1951,Current ,52.9986,-2.2688,ST5 5 
726,KENLEY AIRFIELD ,GREATER LONDON ,COUNTY ,01/01/1988,Current ,51.3035,-0.08994,CR3 0 
1060,KESWICK ,CUMBRIA ,COUNTY ,01/01/1983,Current ,54.6139,-3.15525,CA12 4 
723,KEW GARDENS ,GREATER LONDON ,COUNTY ,01/01/1910,Current ,51.4813,-0.29276,TW9 3 
289,KIELDER CASTLE ,NORTHUMBERLAND ,COUNTY ,01/01/1949,Current ,55.2343,-2.579,NE48 1 
57254,KIELDERHEAD MOOR NNR ,NORTHUMBERLAND ,COUNTY ,01/03/2013,01/10/2018,55.302,-2.50409,NE48 1 
1488,KILLOWEN ,DOWN ,COUNTY ,01/01/1989,Current ,54.0767,-6.18303,BT35 9 
19192,KILLYLANE ,ANTRIM ,COUNTY ,01/01/1976,Current ,54.8174,-6.0039,BT42 3 
48,KINBRACE: HATCHERY ,SUTHERLAND ,COUNTY ,01/01/1956,Current ,58.2306,-3.92063,KW11 6 
219,KINDROGAN ,PERTHSHIRE (IN TAYSIDE REGION) ,COUNTY ,01/01/1972,Current ,56.7481,-3.54558,PH10 7 
7975,KINGSTON MAURWARD ,DORSET ,COUNTY ,01/01/1963,Current ,50.7174,-2.39694,DT2 8 
66,KINLOCHEWE ,ROSS & CROMARTY ,COUNTY ,01/01/1953,Current ,57.613,-5.30503,IV22 2 
132,KINLOSS ,MORAY (IN GRAMPIAN REGION) ,COUNTY ,01/01/1950,Current ,57.6457,-3.56202,IV36 0 
226,KINROSS ,KINROSS-SHIRE ,COUNTY ,01/01/1966,Current ,56.2146,-3.41121,KY13 7 
23,KIRKWALL ,ORKNEY ,SCOTTISH REGION ,01/01/1950,Current ,58.9539,-2.89988,KW17 2 
883,LACOCK ,WILTSHIRE ,COUNTY ,01/01/1948,Current ,51.4307,-2.11325,SN15 2 
18925,LAKENHEATH ,SUFFOLK ,COUNTY ,01/07/1983,Current ,52.4192,0.61931,IP27 0 
1190,LAKE VYRNWY NO 2 ,POWYS (NORTH) ,COUNTY ,01/01/1988,Current ,52.757,-3.46411,SY10 0 
743,LANGDON BAY ,KENT ,COUNTY ,01/01/1984,Current ,51.133,1.34502,CT15 5 
8898,LAPFORD ,DEVON ,COUNTY ,01/01/1994,Current ,50.8626,-3.80831,EX17 6 
888,LARKHILL ,WILTSHIRE ,COUNTY ,01/01/1920,Current ,51.2012,-1.80443,SP4 8 
983,LEADHILLS ,LANARKSHIRE ,COUNTY ,01/01/1953,Current ,55.4164,-3.75828,ML12 6 
370,LECONFIELD ,HUMBERSIDE ,COUNTY ,01/01/1959,Current ,53.8744,-0.44009,HU17 7 
18927,LEEDS AND BRADFORD ,WEST YORKSHIRE ,COUNTY ,01/07/1983,Current ,53.9282,-1.5979,LS21 2 
30690,LEEK: THORNCLIFFE ,STAFFORDSHIRE ,COUNTY ,28/10/2002,Current ,53.1275,-1.97993,ST13 7 
17314,LEEMING ,NORTH YORKSHIRE ,COUNTY ,01/01/1944,Current ,54.2968,-1.53145,DL7 9 
110,LENTRAN ,INVERNESS-SHIRE ,COUNTY ,01/01/1974,Current ,57.4597,-4.37192,IV3 6 
9,LERWICK ,SHETLAND ,SCOTTISH REGION ,01/01/1922,Current ,60.1395,-1.18299,ZE1 0 
235,LEUCHARS ,FIFE ,COUNTY ,01/01/1921,Current ,56.3774,-2.86051,KY16 0 
1080,LEVENS HALL ,CUMBRIA ,COUNTY ,01/01/1992,Current ,54.2587,-2.77706,LA8 8 
1249,LIBANUS ,POWYS (SOUTH) ,COUNTY ,01/01/1992,Current ,51.924,-3.48781,LD3 8 
4934,LINGWOOD: STRUMPSHAW HILL ,NORFOLK ,COUNTY ,01/01/1994,Current ,52.6105,1.48483,NR13 4 
7621,LINKENHOLT POST OFFICE ,HAMPSHIRE ,COUNTY ,01/01/1986,Current ,51.3193,-1.47784,SP11 0 
346,LINTON ON OUSE ,NORTH YORKSHIRE ,COUNTY ,01/01/1958,Current ,54.045,-1.24956,YO6 2 
1285,LISCOMBE ,SOMERSET ,COUNTY ,01/01/1993,Current ,51.0864,-3.60775,TA22 9 
692,LITTLE RISSINGTON ,GLOUCESTERSHIRE ,COUNTY ,01/01/1942,Current ,51.8603,-1.69148,GL54 2 
18985,LIVINGSTON MILL ,WEST LOTHIAN (IN LOTHIAN REGION) ,COUNTY ,01/10/1996,Current ,55.8849,-3.5447,EH54 7 
30448,LLANFYNYDD: BRODERI ,DYFED ,COUNTY ,01/01/2001,Current ,51.9182,-4.10021,SA32 
1245,LLANGUNLLO: CEFNSURAN ,POWYS (SOUTH) ,COUNTY ,01/01/1989,Current ,52.3319,-3.13202,LD7 1 
1238,LLYSDINAM ,POWYS (SOUTH) ,COUNTY ,1882-01-01 ,Current ,52.2153,-3.45029,LD1 6 
915,LOCHGILPHEAD ,ARGYLL (IN STRATHCLYDE REGION) ,COUNTY ,01/01/1984,Current ,56.0344,-5.42661,PA31 8 
67,LOCH GLASCARNOCH ,ROSS & CROMARTY ,COUNTY ,01/01/1992,Current ,57.7251,-4.89419,IV23 2 
17344,LOFTUS ,CLEVELAND ,COUNTY ,01/07/1996,Current ,54.5627,-0.86188,TS13 4 
13343,LOGAN BOTANIC GARDEN ,WIGTOWNSHIRE ,COUNTY ,01/01/1907,Current ,54.7428,-4.95741,DG9 9 
18929,LONDON CITY ,GREATER LONDON ,COUNTY ,01/10/1987,Current ,51.5208,0.07579,E6 4 
18946,LONDONDERRY/EGLINTON ,LONDONDERRY ,COUNTY ,01/03/1990,Current ,55.0434,-7.1583,BT47 3 
697,LONDON: ST JAMES'S PARK ,GREATER LONDON ,COUNTY ,01/01/1903,Current ,51.5042,-0.12948,SW1A 1 
137,LOSSIEMOUTH ,MORAY (IN GRAMPIAN REGION) ,COUNTY ,01/01/1941,Current ,57.7115,-3.32186,IV31 6 
1435,LOUGH FEA ,LONDONDERRY ,COUNTY ,01/01/1965,Current ,54.7211,-6.81376,BT45 7 
1563,LOUGH NAVAR FOREST ,FERMANAGH ,COUNTY ,01/01/1961,Current ,54.4391,-7.90006,BT93 6 
466,LUTON ,BEDFORDSHIRE ,COUNTY ,01/01/1964,Current ,51.8813,-0.37555,LU2 9 
759,LYDD-ASHFORD AIRPORT ,KENT ,COUNTY ,01/07/1983,Current ,50.958,0.94219,TN29 9 
886,LYNEHAM ,WILTSHIRE ,COUNTY ,01/01/1945,Current ,51.5028,-1.99094,SN15 4 
56907,MACE HEAD ,GALWAY ,COUNTY ,01/04/2008,Current ,53.317,-9.9,None 
908,MACHRIHANISH ,ARGYLL (IN STRATHCLYDE REGION) ,COUNTY ,01/01/1965,Current ,55.4408,-5.69571,PA28 6 
56963,MAGILLIGAN NO 2 ,LONDONDERRY ,COUNTY ,04/08/2011,Current ,55.1604,-6.94835,BT49 0 
509,MALHAM TARN ,NORTH YORKSHIRE ,COUNTY ,01/01/1949,Current ,54.0996,-2.16228,BD24 9 
17102,MALIN HEAD ,DONEGAL ,COUNTY ,01/01/1974,Current ,55.366,-7.333,None 
24219,MANNINGTON HALL ,NORFOLK ,COUNTY ,11/12/1998,Current ,52.8437,1.18115,NR11 
775,MANSTON ,KENT ,COUNTY ,01/01/1928,Current ,51.346,1.33716,CT12 5 
57233,MARGAM NO 2 ,GLAMORGANSHIRE ,COUNTY ,01/02/2013,Current ,51.5548,-3.72014,SA13 2 
409,MARHAM ,NORFOLK ,COUNTY ,01/01/1951,Current ,52.651,0.56772,PE33 9 
30529,MARKET BOSWORTH: BOSWORTH PARK ,LEICESTERSHIRE ,COUNTY ,01/03/2002,Current ,52.6228,-1.394,CV13 0 
62130,MARNHULL ,DORSET ,COUNTY ,13/07/2017,Current ,50.9792,-2.31652,DT10 1 
61846,MARTIN DOWN NNR ,HAMPSHIRE ,COUNTY ,12/02/2014,01/10/2018,50.9684,-1.91645,SP6 
62037,MAULDS MEABURN ,CUMBRIA ,COUNTY ,01/08/2015,Current ,54.5383,-2.58078,CA10 3 
720,MICKLEHAM ,SURREY ,COUNTY ,1899-01-01 ,Current ,51.2603,-0.31896,RH5 6 
62033,MIDDLESMOOR ,NORTH YORKSHIRE ,COUNTY ,07/07/2015,Current ,54.1643,-1.86164,HG3 5 
56423,MIDDLETON: HILLSIDE ,DERBYSHIRE ,COUNTY ,01/05/2009,Current ,53.0988,-1.58713,DE4 4 
847,MIDDLE WALLOP ,HAMPSHIRE ,COUNTY ,01/01/1959,Current ,51.1493,-1.56851,SO20 8 
18930,MILDENHALL NO 2 ,SUFFOLK ,COUNTY ,01/07/1983,Current ,52.3878,0.53367,IP27 9 
1215,MILFORD HAVEN CONSERVANCY BOARD ,DYFED ,COUNTY ,01/01/1951,Current ,51.7084,-5.05229,SA73 3 
56486,MONA ,ISLE OF ANGLESEY ,COUNTY ,14/10/2009,Current ,53.2603,-4.37482,LL77 7 
456,MONKS WOOD ,CAMBRIDGESHIRE ,COUNTY ,01/01/1963,Current ,52.4012,-0.23532,PE17 2 
16851,MORECAMBE NO 2 ,LANCASHIRE ,COUNTY ,01/01/1915,Current ,54.0761,-2.85825,LA5 
310,MORPETH: COCKLE PARK ,NORTHUMBERLAND ,COUNTY ,1897-01-01 ,Current ,55.2129,-1.68615,NE61 3 
980,MOTHERWELL: STRATHCLYDE PARK ,LANARKSHIRE ,COUNTY ,01/01/1979,Current ,55.786,-4.02175,ML3 6 
61948,MOTTEY MEADOWS NNR ,STAFFORDSHIRE ,COUNTY ,07/11/2014,01/10/2018,52.7128,-2.24066,TF10 9 
61744,MOUNT ALICE: FALKLAND ISLANDS ,FALKLAND IS ,ISLAND ,01/09/2013,Current ,-52.153,-60.598,None 
61743,MOUNT BYRON: FALKLAND ISLANDS ,FALKLAND IS ,ISLAND ,01/09/2013,Current ,-51.424,-60.564,None 
61737,MOUNT KENT: FALKLAND ISLANDS ,FALKLAND IS ,ISLAND ,01/09/2013,Current ,-51.673,-58.108,None 
56810,MOUNT OLYMPUS ,CYPRUS ,ISLAND ,01/10/2010,Current ,34.933,32.867,None 
1609,MOUNT PLEASANT: FALKLAND IS ,FALKLAND IS ,ISLAND ,01/05/1985,Current ,-51.817,-58.45,None 
954,MUGDOCK PARK ,STIRLING (IN CENTRAL REGION) ,COUNTY ,01/01/1990,Current ,55.9733,-4.32921,G62 8 
17099,MULLINGAR ,WESTMEATH ,COUNTY ,01/01/1974,Current ,53.533,-7.36607,None 
1255,MUMBLES HEAD ,WEST GLAMORGAN ,COUNTY ,01/01/1958,Current ,51.5651,-3.98056,SA3 4 
1502,MURLOUGH ,DOWN ,COUNTY ,01/01/1968,Current ,54.245,-5.83066,BT33 0 
1112,MYERSCOUGH ,LANCASHIRE ,COUNTY ,01/01/1970,Current ,53.8536,-2.76541,PR3 0 
181,MYLNEFIELD ,ANGUS ,COUNTY ,01/01/1954,Current ,56.457,-3.07182,DD2 5 
1132,NANTWICH: REASEHEATH HALL ,CHESHIRE ,COUNTY ,1895-01-01 ,Current ,53.0859,-2.52463,CW5 6 
1291,NETTLECOMBE ,SOMERSET ,COUNTY ,01/01/1968,Current ,51.1303,-3.34883,TA4 4 
18931,NEWCASTLE/WOOLSINGTON ,TYNE & WEAR ,COUNTY ,01/07/1983,Current ,55.033,-1.68393,NE23 9 
651,NEWPORT (SALOP) ,SHROPSHIRE ,COUNTY ,01/01/1903,Current ,52.7774,-2.42631,TF10 8 
56361,NEWQUAY CORNWALL AIRPORT ,CORNWALL ,COUNTY ,20/12/2008,Current ,50.438,-4.99656,TR8 4 
1073,NEWTON RIGG ,CUMBRIA ,COUNTY ,1883-01-01 ,Current ,54.6699,-2.78644,CA11 0 
382,NORMANBY HALL ,HUMBERSIDE ,COUNTY ,01/01/1993,Current ,53.6366,-0.65777,DN15 9 
578,NORTHAMPTON: MOULTON PARK ,NORTHAMPTONSHIRE ,COUNTY ,01/01/1976,23/07/2018,52.2732,-0.87937,NN2 7 
709,NORTHOLT ,GREATER LONDON ,COUNTY ,01/01/1946,Current ,51.5481,-0.41534,HA4 6 
57247,NORTH SOLENT NNR ,HAMPSHIRE ,COUNTY ,01/03/2013,01/10/2018,50.7762,-1.39747,SO42 7 
1352,NORTH WYKE ,DEVON ,COUNTY ,01/01/1965,Current ,50.7682,-3.90277,EX20 2 
556,NOTTINGHAM: WATNALL ,NOTTINGHAMSHIRE ,COUNTY ,01/01/1941,Current ,53.0053,-1.24969,NG16 1 
262,NUNRAW ABBEY ,EAST LOTHIAN ,COUNTY ,01/01/1971,Current ,55.9213,-2.65051,EH41 4 
56906,OAK PARK ,CARLOW ,COUNTY ,01/04/2008,Current ,52.861,-6.915,None 
862,ODIHAM ,HAMPSHIRE ,COUNTY ,01/01/1963,Current ,51.2385,-0.94346,RG25 1 
1345,OKEHAMPTON: EAST OKEMENT FARM ,DEVON ,COUNTY ,01/01/1991,Current ,50.7029,-3.97634,EX20 1 
61847,OLD WINCHESTER HILL NNR ,HAMPSHIRE ,COUNTY ,12/02/2014,01/10/2018,50.9823,-1.08054,SO32 
1217,ORIELTON ,DYFED ,COUNTY ,01/01/1964,Current ,51.653,-4.95931,SA71 5 
25315,ORKNEY: LOCH OF HUNDLAND ,ORKNEY ,SCOTTISH REGION ,01/11/1999,Current ,59.1126,-3.22773,KW17 
1529,ORLOCK HEAD ,DOWN ,COUNTY ,01/01/1965,Current ,54.6736,-5.58298,BT33 
855,OTTERBOURNE W WKS ,HAMPSHIRE ,COUNTY ,1892-01-01 ,Current ,51.0084,-1.33388,SO21 2 
606,OXFORD ,OXFORDSHIRE ,COUNTY ,1794-01-01 ,Current ,51.7607,-1.2625,OX2 6 
62004,OYNE NO 2 ,ABERDEENSHIRE ,COUNTY ,18/03/2015,Current ,57.3207,-2.54366,AB52 
25726,PATELEY BRIDGE: RAVENS NEST ,NORTH YORKSHIRE ,COUNTY ,01/04/2000,Current ,54.0702,-1.76995,LS29 
25353,PEATLANDS ,ARMAGH ,COUNTY ,01/03/2000,Current ,54.4833,-6.61911,BT71 
1606,PEBBLE ISLAND: FALKLAND IS ,FALKLAND IS ,ISLAND ,01/01/1991,Current ,-51.317,-59.6,None 
1226,PEMBREY SANDS ,DYFED ,COUNTY ,01/01/1993,Current ,51.714,-4.36632,SA17 4 
249,PENICUIK ,MIDLOTHIAN (IN LOTHIAN REGION) ,COUNTY ,01/01/1944,Current ,55.8231,-3.22628,EH26 9 
634,PENNERLEY ,SHROPSHIRE ,COUNTY ,01/01/1988,Current ,52.5896,-2.94823,SY5 0 
657,PERSHORE ,HEREFORD & WORCESTER ,COUNTY ,01/01/1953,Current ,52.148,-2.03979,WR10 2 
658,PERSHORE COLLEGE ,HEREFORD & WORCESTER ,COUNTY ,01/01/1952,Current ,52.0996,-2.05856,WR10 3 
170,PETERHEAD HARBOUR ,ABERDEENSHIRE ,COUNTY ,01/01/1979,Current ,57.5027,-1.77257,AB42 6 
62152,PITSFORD ,NORTHAMPTONSHIRE ,COUNTY ,01/08/2018,Current ,52.3014,-0.89308,NN6 9 
64,PLOCKTON ,ROSS & CROMARTY ,COUNTY ,01/01/1962,Current ,57.3375,-5.65212,IV52 8 
1336,PLYMOUTH: MOUNTBATTEN ,DEVON ,COUNTY ,01/01/1920,Current ,50.3544,-4.11986,PL9 9 
972,POLLOK COUNTRY PARK ,RENFREWSHIRE ,COUNTY ,01/01/1991,Current ,55.8256,-4.31421,G43 1 
60,POOLEWE ,ROSS & CROMARTY ,COUNTY ,01/01/1955,Current ,57.7745,-5.596,IV22 2 
1448,PORTGLENONE ,ANTRIM ,COUNTY ,01/01/1989,Current ,54.8653,-6.45686,BT44 8 
55890,PORT HENDERSON ,ROSS & CROMARTY ,COUNTY ,01/10/2005,Current ,57.696,-5.77585,IV21 2 
1166,PORTHMADOG ,GWYNEDD ,COUNTY ,01/01/1993,Current ,52.9143,-4.15683,LL49 9 
62015,PORTPATRICK: CRAIGENLEE CROFT ,WIGTOWNSHIRE ,COUNTY ,01/04/2015,Current ,54.8629,-5.07411,DG9 8 
1141,PRESTATYN ,CLWYD ,COUNTY ,01/01/1932,Current ,53.3414,-3.41069,LL19 7 
16612,PRESTON: COVE HOUSE ,DORSET ,COUNTY ,01/11/1995,Current ,50.6368,-2.42436,DT3 6 
638,PRESTON MONTFORD ,SHROPSHIRE ,COUNTY ,01/01/1976,Current ,52.7243,-2.84043,SY4 1 
1111,PRESTON: MOOR PARK ,LANCASHIRE ,COUNTY ,1876-01-01 ,Current ,53.774,-2.70337,PR1 6 
1007,PRESTWICK: GANNET ,AYRSHIRE ,COUNTY ,01/01/1993,Current ,55.5153,-4.58343,KA9 2 
1006,PRESTWICK NO 2 ,AYRSHIRE ,COUNTY ,01/01/1957,Current ,55.5014,-4.58255,KA9 2 
30750,RAVENSWORTH ,NORTH YORKSHIRE ,COUNTY ,01/11/2002,Current ,54.4714,-1.78341,None 
830,READING UNIVERSITY: WHITEKNIGHTS ,BERKSHIRE ,COUNTY ,01/01/1968,Current ,51.4408,-0.93662,RG6 2 
16589,REDESDALE CAMP ,NORTHUMBERLAND ,COUNTY ,01/01/1979,Current ,55.285,-2.2779,NE19 1 
56216,RESALLACH ,SUTHERLAND ,COUNTY ,01/09/2007,Current ,58.0637,-5.01493,IV27 4 
1267,RHOOSE ,SOUTH GLAMORGAN ,COUNTY ,01/01/1954,Current ,51.4001,-3.3428,CF6 9 
1137,RHYL NO 2 ,CLWYD ,COUNTY ,01/01/1986,Current ,53.259,-3.50754,LL22 9 
7228,RINGMER: BISHOPS LANE ,EAST SUSSEX ,COUNTY ,01/01/1989,Current ,50.896,0.05966,BN8 5 
1135,RINGWAY ,GREATER MANCHESTER ,COUNTY ,01/01/1941,Current ,53.3559,-2.27949,M22 5 
1125,ROCHDALE ,GREATER MANCHESTER ,COUNTY ,01/01/1914,Current ,53.6085,-2.17709,OL11 4 
17089,ROCHES POINT ,CORK ,COUNTY ,01/01/1983,Current ,51.799,-8.24993,None 
1304,RODNEY STOKE ,SOMERSET ,COUNTY ,01/01/1964,01/03/2018,51.2478,-2.73295,BS27 3 
1046,RONALDSWAY ,ISLE OF MAN ,ISLAND ,01/01/1946,Current ,54.0851,-4.6307,IM9 2 
671,ROSS-ON-WYE ,HEREFORD & WORCESTER ,COUNTY ,01/01/1914,Current ,51.9108,-2.58441,HR9 5 
57199,ROSTHERNE NO 2 ,CHESHIRE ,COUNTY ,31/10/2012,Current ,53.3598,-2.38053,WA1 
471,ROTHAMSTED ,HERTFORDSHIRE ,COUNTY ,1872-01-01 ,Current ,51.8062,-0.35858,AL5 2 
62034,ROUDSEA WOOD AND MOSSES NNR ,CUMBRIA ,COUNTY ,30/09/2015,Current ,54.2363,-3.02315,LA12 8 
529,RYHILL ,WEST YORKSHIRE ,COUNTY ,01/01/1994,Current ,53.6282,-1.39273,WF4 2 
982,SALSBURGH ,LANARKSHIRE ,COUNTY ,01/01/1964,Current ,55.8615,-3.87409,ML6 8 
57266,SALTFLEETBY ST CLEMENTS ,LINCOLNSHIRE ,COUNTY ,09/05/2013,03/06/2017,53.3983,0.18897,LN11 7 
413,SANTON DOWNHAM ,SUFFOLK ,COUNTY ,01/01/1960,Current ,52.4588,0.6729,IP27 0 
381,SCAMPTON ,LINCOLNSHIRE ,COUNTY ,01/01/1963,Current ,53.3066,-0.54649,LN1 2 
360,SCARBOROUGH ,NORTH YORKSHIRE ,COUNTY ,01/03/1987,Current ,54.2726,-0.42099,YO12 4 
18936,SCATSTA NO 2 ,SHETLAND ,SCOTTISH REGION ,01/07/1983,Current ,60.4374,-1.29305,ZE2 
1386,SCILLY: ST MARYS AIRPORT ,ISLES OF SCILLY ,ISLAND ,01/01/1979,Current ,49.914,-6.29488,TR21 0 
1221,SCOLTON COUNTRY PARK ,DYFED ,COUNTY ,01/01/1989,Current ,51.8593,-4.92046,SA62 5 
1611,SEALION ISLAND: FALKLAND IS ,FALKLAND IS ,ISLAND ,01/01/1992,Current ,-52.433,-59.083,None 
9092,SEAVINGTON: HURCOTT FARM ,SOMERSET ,COUNTY ,01/01/1984,Current ,50.9408,-2.85988,TA19 0 
10,SELLA NESS ,SHETLAND ,SCOTTISH REGION ,01/01/1979,Current ,60.4479,-1.27581,ZE2 9 
16611,SENNYBRIDGE NO 2 ,POWYS (SOUTH) ,COUNTY ,01/07/1995,Current ,52.0629,-3.61341,LD4 4 
17094,SHANNON AIRPORT ,CLARE ,COUNTY ,01/01/1974,Current ,52.699,-8.91603,None 
1083,SHAP ,CUMBRIA ,COUNTY ,01/01/1982,Current ,54.502,-2.68347,CA10 3 
643,SHAWBURY ,SHROPSHIRE ,COUNTY ,01/01/1944,Current ,52.7943,-2.66329,SY4 4 
525,SHEFFIELD ,SOUTH YORKSHIRE ,COUNTY ,1882-01-01 ,Current ,53.381,-1.48986,S10 2 
24997,SHEFFIELD CITY AIRPORT ,SOUTH YORKSHIRE ,COUNTY ,03/06/1997,Current ,53.3996,-1.3833,S65 
56905,SHERKIN ISLAND ,CORK ,COUNTY ,01/04/2008,Current ,51.467,-9.417,None 
609,SHIRBURN MODEL FARM ,OXFORDSHIRE ,COUNTY ,01/01/1968,Current ,51.669,-0.99477,OX9 5 
669,SHOBDON AIRFIELD ,HEREFORD & WORCESTER ,COUNTY ,01/06/1943,Current ,52.2426,-2.8845,HR6 9 
498,SHOEBURYNESS: LANDWICK ,ESSEX ,COUNTY ,01/01/1981,Current ,51.5542,0.82872,SS3 9 
795,SHOREHAM AIRPORT ,WEST SUSSEX ,COUNTY ,01/07/1983,Current ,50.8356,-0.29194,BN43 5 
403,SKEGNESS ,LINCOLNSHIRE ,COUNTY ,1881-01-01 ,Current ,53.1476,0.34797,PE25 2 
19172,SKYE: LUSA ,WESTERN ISLES ,SCOTTISH REGION ,20/06/1997,02/05/2017,57.2572,-5.80418,PA81 5 
1362,SLAPTON ,DEVON ,COUNTY ,01/01/1960,Current ,50.2922,-3.65074,TQ7 2 
854,SOUTHAMPTON: EASTLEIGH ,HAMPSHIRE ,COUNTY ,01/01/1952,Current ,50.9483,-1.36077,SO2 2 
25727,SOUTHAMPTON: OCEANOGRAPHY CENTRE ,HAMPSHIRE ,COUNTY ,22/05/2000,Current ,50.8918,-1.39361,SO2 
18937,SOUTHEND AIRPORT ,ESSEX ,COUNTY ,01/07/1983,Current ,51.5748,0.73213,SS3 0 
869,SOUTH FARNBOROUGH ,HAMPSHIRE ,COUNTY ,01/01/1914,Current ,51.2794,-0.77107,GU14 7 
607,SOUTH NEWINGTON ,OXFORDSHIRE ,COUNTY ,01/01/1994,Current ,51.9977,-1.40465,OX15 0 
62082,SOUTH STAINMORE: NO.2 ,CUMBRIA ,COUNTY ,01/06/2016,Current ,54.5131,-2.24329,CA17 4 
18903,SOUTH UIST RANGE ,WESTERN ISLES ,SCOTTISH REGION ,16/07/1996,Current ,57.3578,-7.38385,PA81 5 
1076,SPADEADAM NO 2 ,CUMBRIA ,COUNTY ,01/12/1986,Current ,55.0501,-2.55297,CA6 7 
1101,SPEKE ,MERSEYSIDE ,COUNTY ,01/01/1946,Current ,53.3316,-2.8455,L24 5 
484,STANSTED ,ESSEX ,COUNTY ,01/01/1950,Current ,51.8805,0.22456,CM24 1 
19206,ST ATHAN ,SOUTH GLAMORGAN ,COUNTY ,01/09/1988,Current ,51.405,-3.43952,CF62 4 
1055,ST BEES HEAD NO 2 ,CUMBRIA ,COUNTY ,01/01/1983,Current ,54.5177,-3.61345,CA28 9 
62142,ST HARMON NO 2 ,POWYS ,COUNTY ,05/04/2018,Current ,52.3639,-3.47388,LD6 5 
1119,STONYHURST ,LANCASHIRE ,COUNTY ,1848-01-01 ,Current ,53.8449,-2.46847,BB6 9 
1507,STORMONT CASTLE ,DOWN ,COUNTY ,01/01/1956,Current ,54.6028,-5.82859,BT4 3 
54,STORNOWAY AIRPORT ,WESTERN ISLES ,SCOTTISH REGION ,1873-01-01 ,Current ,58.2138,-6.31772,PA86 0 
57093,STOWE ,BUCKINGHAMSHIRE ,COUNTY ,18/04/2012,Current ,52.0413,-1.01177,MK18 5 
212,STRATHALLAN AIRFIELD ,PERTHSHIRE (IN TAYSIDE REGION) ,COUNTY ,01/01/1989,Current ,56.3265,-3.72734,PH3 1 
50,STRATHY EAST ,SUTHERLAND ,COUNTY ,01/01/1987,Current ,58.5613,-3.99046,KW14 7 
17,SULE SKERRY ,ORKNEY ,SCOTTISH REGION ,01/01/1952,Current ,59.0828,-4.40311,KW14 
4,SUMBURGH ,SHETLAND ,SCOTTISH REGION ,01/01/1971,Current ,59.8793,-1.29736,ZE3 9 
554,SUTTON BONINGTON ,NOTTINGHAMSHIRE ,COUNTY ,01/01/1900,Current ,52.8361,-1.24961,LE12 5 
1326,SWANAGE ,DORSET ,COUNTY ,01/01/1928,Current ,50.6131,-1.95737,BH19 1 
1204,SWYDDFFYNNON ,DYFED ,COUNTY ,01/01/1955,Current ,52.2715,-3.91469,SY25 6 
61974,SYERSTON ,NOTTINGHAMSHIRE ,COUNTY ,01/12/2014,01/12/2014,53.0169,-0.91982,NG23 5 
79,TAIN RANGE ,ROSS & CROMARTY ,COUNTY ,01/01/1989,Current ,57.8191,-3.96524,IV19 1 
62073,TEDDINGTON: BUSHY PARK ,MIDDLESEX ,COUNTY ,24/01/2017,Current ,51.4217,-0.33908,TW11 0 
18941,TEES-SIDE ,CLEVELAND ,COUNTY ,01/07/1983,Current ,54.5832,-1.34698,TS19 8 
1371,TEIGNMOUTH ,DEVON ,COUNTY ,01/01/1903,Current ,50.5445,-3.49368,TQ14 8 
1222,TENBY ,DYFED ,COUNTY ,01/01/1969,Current ,51.6682,-4.70677,SA70 7 
57250,THE LIZARD NNR ,CORNWALL ,COUNTY ,01/03/2013,01/10/2018,50.0354,-5.19827,TR12 7 
